Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
1346,1752.0,4,3,1,1995,Suburban,Excellent,Yes,432173
1347,1065.0,2,2,1,2019,Downtown,Good,Yes,331494
1348,2135.0,4,3,2,1980,Downtown,Good,Yes,439319
1349,3529.0,5,5,1,1958,Rural,Good,Yes,595656
1350,1728.0,4,3,1,1984,Downtown,Good,No,434056
1351,3333.0,5,5,1,2009,Rural,Good,No,613007
1352,2267.0,4,4,1,2012,Suburban,Good,No,477428
1353,2152.0,3,3,2,2001,Suburban,Excellent,Yes,469705
1354,2033.0,4,4,1,1997,Suburban,Good,Yes,445558
1355,2045.0,2,1,2,2010,Suburban,Fair,Yes,384498
1356,1671.0,3,2,1,1973,Rural,Fair,Yes,279609
1357,2759.0,5,5,2,2007,Rural,Good,Yes,522943
1358,2180.0,3,3,2,2013,Suburban,Good,No,400062
1359,1898.0,2,2,2,1979,Downtown,Excellent,No,342907
1360,2247.0,4,3,2,1978,Suburban,Good,Yes,426185
1361,2502.0,4,3,2,1959,Rural,Excellent,No,429154
1362,1252.0,2,1,1,1988,Downtown,Good,Yes,295530
1363,2236.0,4,4,2,2004,Suburban,Good,Yes,484215
1364,2569.0,6,5,2,1977,Suburban,Good,No,514666
1365,1628.0,4,4,2,1967,Suburban,Excellent,Yes,437666
1366,1635.0,4,4,1,1990,Downtown,Good,No,446933
1367,2317.0,4,4,1,2014,Suburban,Good,No,435682
1368,2169.0,4,3,2,1995,Rural,Good,Yes,415227
1369,1365.0,1,1,1,2009,Downtown,Fair,No,308612
1370,1692.0,2,2,1,1958,Downtown,Good,Yes,283434
1371,1920.0,3,2,1,1994,Rural,Good,Yes,340067
1372,1740.0,2,1,2,2009,Downtown,Good,Yes,390026
1373,2063.0,3,2,2,1977,Rural,Good,Yes,340526
1374,2731.0,3,2,1,1952,Suburban,Good,No,446774
1375,2535.0,4,4,1,2000,Downtown,Excellent,Yes,568718
1376,2084.0,4,4,1,1957,Rural,Excellent,No,387148
1377,2467.0,5,5,1,2019,Suburban,Excellent,Yes,599990
1378,1837.0,3,3,2,2008,Suburban,Fair,Yes,398051
1379,2016.0,3,2,2,2010,Downtown,Fair,No,448228
1380,1567.0,1,1,1,2007,Suburban,Good,Yes,269614
1381,1792.0,2,1,2,2019,Downtown,Good,Yes,444134
1382,1251.0,1,1,2,1961,Downtown,Good,Yes,258038
1383,2476.0,4,4,1,1958,Rural,Fair,Yes,400841
1384,1188.0,2,2,1,1998,Downtown,Good,Yes,311967
1385,2611.0,4,4,2,1966,Suburban,Fair,No,448212
1386,1265.0,2,2,1,2003,Downtown,Excellent,Yes,340441
1387,2476.0,4,3,2,1993,Suburban,Good,Yes,487657
1388,1462.0,2,1,1,1981,Downtown,Good,No,280738
1389,2531.0,5,5,2,1984,Rural,Fair,Yes,472700
1390,2274.0,3,3,2,1998,Suburban,Good,No,408706
1391,1295.0,2,2,2,2003,Downtown,Good,Yes,303529
1392,1684.0,3,2,2,1965,Downtown,Excellent,Yes,351386
1393,2212.0,3,3,2,1961,Downtown,Excellent,No,434910
1394,1811.0,4,4,2,1957,Suburban,Good,Yes,352511
1395,2069.0,4,4,1,1970,Downtown,Excellent,No,471048
1396,3499.0,5,4,1,1997,Rural,Excellent,Yes,661873
1397,1792.0,3,3,2,1957,Suburban,Excellent,Yes,373156
1398,1018.0,2,1,2,1977,Downtown,Excellent,Yes,291161
1399,2351.0,4,4,1,1959,Suburban,Good,Yes,466168
1400,1926.0,4,3,1,2001,Suburban,Good,No,371919
1401,2347.0,4,3,2,1964,Downtown,Fair,Yes,457615
1402,1614.0,4,4,1,1953,Downtown,Fair,No,394477
1403,1279.0,1,1,1,2011,Downtown,Excellent,No,290528
1404,1626.0,3,3,2,1953,Suburban,Good,Yes,356094
1405,2745.0,4,3,2,1990,Suburban,Excellent,Yes,524795
1406,1914.0,4,3,1,2004,Suburban,Excellent,No,364927
1407,2626.0,3,3,1,1977,Rural,Excellent,No,430670
1408,3173.0,6,5,1,1996,Rural,Excellent,Yes,636007
1409,1958.0,3,3,1,1958,Suburban,Good,Yes,402410
1410,2572.0,4,4,2,1951,Rural,Fair,Yes,380936
1411,1593.0,2,1,2,2016,Downtown,Good,No,368510
1412,1873.0,3,2,1,1997,Downtown,Fair,Yes,424372
1413,1836.0,4,4,1,2018,Downtown,Fair,No,472275
1414,1512.0,3,3,1,1977,Downtown,Good,Yes,288483
1415,2232.0,4,3,2,1963,Suburban,Excellent,Yes,480241
1416,2377.0,5,5,1,1995,Rural,Good,Yes,478033
1417,1009.0,2,1,2,1962,Downtown,Good,Yes,243546
1418,1703.0,2,2,2,1965,Downtown,Good,Yes,370289
1419,3146.0,6,5,2,1989,Suburban,Good,Yes,574574
1420,2070.0,3,2,2,2021,Rural,Fair,Yes,396623
1421,1291.0,2,2,1,1979,Downtown,Excellent,Yes,378357
1422,1765.0,2,1,2,2014,Suburban,Good,Yes,310854
1423,1890.0,4,4,1,2007,Downtown,Excellent,No,465753
1424,1779.0,3,3,2,1997,Downtown,Fair,Yes,401780
1425,2505.0,4,3,1,1998,Rural,Excellent,Yes,477601
1426,2049.0,3,2,2,1951,Rural,Good,Yes,326007
1427,1637.0,3,3,1,1963,Downtown,Good,No,328440
1428,1661.0,2,2,2,1966,Rural,Good,Yes,260337
1429,2272.0,4,3,1,1980,Suburban,Excellent,No,488326
1430,3123.0,6,5,2,1959,Rural,Good,No,549591
1431,1574.0,3,3,1,2019,Suburban,Good,No,356044
1432,1434.0,2,2,1,1986,Suburban,Excellent,Yes,287508
1433,2990.0,4,3,2,2013,Suburban,Excellent,No,608799
1434,1894.0,5,5,2,1979,Suburban,Good,Yes,419342
1435,2054.0,5,5,1,1983,Downtown,Excellent,Yes,459632
1436,1538.0,3,3,2,1967,Downtown,Good,No,345484
1437,1535.0,2,1,2,2012,Downtown,Good,Yes,368705
1438,2419.0,4,3,2,1998,Suburban,Good,No,454181
1439,1246.0,2,2,1,2005,Downtown,Excellent,Yes,280343
1440,2266.0,5,5,1,2007,Suburban,Excellent,No,479352
1441,2371.0,4,4,2,1976,Rural,Good,Yes,419214
1442,1072.0,1,1,1,2004,Downtown,Good,Yes,253951
1443,2369.0,4,3,2,1968,Suburban,Good,Yes,453601
1444,2068.0,4,4,1,1972,Suburban,Excellent,No,435740
1445,2506.0,5,5,1,1996,Rural,Excellent,Yes,495122
1446,1116.0,3,3,2,2015,Downtown,Good,Yes,298839
1447,2996.0,6,5,2,2000,Suburban,Excellent,Yes,669791
1448,3126.0,5,5,2,1977,Rural,Excellent,No,575090
1449,3178.0,3,2,1,2006,Rural,Good,Yes,540333
1450,2047.0,4,4,1,2007,Suburban,Fair,Yes,444091
1451,1335.0,2,2,1,1964,Suburban,Good,Yes,279189
1452,3176.0,5,5,1,1965,Suburban,Good,Yes,582834
1453,2563.0,4,3,2,1996,Rural,Good,Yes,475813
1454,1826.0,2,3,2,2012,Suburban,Good,Yes,392549
1455,1767.0,3,2,1,1961,Downtown,Excellent,No,385548
1456,3300.0,6,5,2,1992,Rural,Fair,Yes,569194
1457,2188.0,4,4,1,1978,Suburban,Good,Yes,441706
1458,2839.0,5,5,2,1998,Suburban,Good,Yes,584358
1459,2033.0,4,3,1,1952,Downtown,Good,No,450484
1460,1662.0,2,2,2,2018,Suburban,Good,No,333717
1461,1330.0,2,2,1,2009,Downtown,Good,No,343611
1462,2679.0,5,5,1,2015,Suburban,Fair,Yes,520264
1463,515.0,1,1,1,1975,Downtown,Good,Yes,141449
1464,2125.0,4,4,1,2020,Suburban,Good,Yes,478124
1465,1742.0,3,3,1,2018,Rural,Fair,Yes,345179
1466,1409.0,4,4,1,1996,Downtown,Excellent,Yes,387030
1467,2421.0,6,5,1,1991,Rural,Good,No,493456
1468,2021.0,3,3,2,1980,Suburban,Good,No,370289
1469,2269.0,1,1,1,1971,Rural,Excellent,No,322424
1470,1651.0,4,4,2,1966,Suburban,Fair,Yes,340001
1471,3346.0,5,5,1,1969,Suburban,Fair,No,628245
1472,3134.0,5,5,2,1957,Suburban,Excellent,Yes,626381
1473,1903.0,3,3,2,1998,Rural,Good,Yes,396158
1474,2991.0,5,5,1,1987,Suburban,Good,No,584871
1475,1440.0,3,3,2,2002,Downtown,Excellent,Yes,435954
1476,2265.0,3,2,1,1977,Suburban,Excellent,Yes,434977
1477,2562.0,4,4,2,1978,Rural,Excellent,Yes,467561
1478,1870.0,3,2,2,2021,Suburban,Good,No,367240
1479,2692.0,5,5,1,1960,Suburban,Good,No,500369
1480,2263.0,4,4,1,1996,Suburban,Good,Yes,461713
1481,2314.0,3,3,1,1994,Rural,Fair,No,361135
1482,1078.0,1,1,1,1967,Downtown,Good,Yes,216540
1483,1753.0,3,2,2,1999,Suburban,Good,Yes,372152
1484,943.0,2,1,1,1998,Downtown,Excellent,No,248072
1485,1605.0,4,4,1,1971,Downtown,Good,No,332412
1486,1121.0,1,1,1,1994,Downtown,Good,No,202891
1487,1494.0,2,2,1,2010,Downtown,Good,Yes,302974
1488,2885.0,4,4,1,1970,Suburban,Fair,No,468475
1489,2080.0,2,2,2,2020,Downtown,Fair,No,391748
1490,2184.0,4,4,1,2010,Suburban,Good,No,427030
1491,1565.0,3,2,2,1985,Downtown,Fair,Yes,355091
1492,2352.0,4,4,1,1973,Downtown,Good,No,449900
1493,1808.0,4,4,1,1981,Downtown,Excellent,Yes,424520
1494,1469.0,2,2,2,2008,Downtown,Excellent,Yes,324314
1495,1487.0,2,1,1,1954,Suburban,Good,Yes,235545
1496,2397.0,6,5,1,1965,Suburban,Good,Yes,515919
1497,2615.0,4,3,2,1960,Suburban,Excellent,Yes,489333
1498,1884.0,4,3,1,1984,Suburban,Excellent,No,395917
1499,1716.0,3,3,1,1991,Downtown,Fair,Yes,386554
1500,2382.0,3,2,2,1959,Rural,Excellent,No,342182
1501,2108.0,2,1,2,1957,Suburban,Good,Yes,331799
1502,956.0,1,1,1,1975,Suburban,Excellent,Yes,206876
1503,1511.0,3,2,1,1952,Downtown,Excellent,Yes,364908
1504,1988.0,4,4,1,2008,Downtown,Fair,Yes,476112
1505,1347.0,3,3,1,1952,Downtown,Excellent,Yes,351660
1506,1621.0,2,2,2,1987,Downtown,Good,Yes,325431
1507,1822.0,4,3,2,1951,Suburban,Excellent,Yes,332851
1508,2380.0,3,3,2,1966,Suburban,Good,Yes,383562
1509,2092.0,4,4,1,1985,Suburban,Excellent,Yes,471361
1510,1730.0,3,2,1,1951,Suburban,Fair,Yes,264563
1511,3400.0,6,5,2,1983,Rural,Good,Yes,641451
1512,2664.0,5,5,1,1976,Suburban,Fair,No,494166
1513,2237.0,3,3,2,1986,Rural,Excellent,No,431974
1514,1799.0,2,1,2,2020,Downtown,Excellent,No,389099
1515,1815.0,3,2,2,1971,Downtown,Excellent,Yes,390597
1516,1857.0,3,3,1,2017,Downtown,Excellent,No,446412
1517,1353.0,5,5,1,1963,Suburban,Fair,No,298943
1518,3204.0,6,5,2,1972,Rural,Good,No,572978
1519,1372.0,2,1,2,1993,Downtown,Fair,Yes,274895
1520,2385.0,3,3,2,2014,Rural,Good,No,420945
1521,2655.0,3,3,1,2010,Downtown,Good,No,511836
1522,2781.0,4,3,2,2004,Rural,Good,Yes,487770
1523,1445.0,2,2,2,2020,Downtown,Good,No,308241
1524,718.0,2,1,1,1999,Downtown,Fair,Yes,236285
1525,2895.0,6,5,2,1961,Suburban,Fair,Yes,545298
1526,1062.0,2,2,2,1964,Downtown,Fair,Yes,266224
1527,1199.0,2,2,1,1966,Downtown,Excellent,No,260909
1528,1467.0,3,3,1,1983,Downtown,Excellent,Yes,374183
1529,3450.0,5,5,2,1984,Rural,Excellent,Yes,651027
1530,2587.0,6,5,1,1988,Suburban,Good,Yes,515789
1531,1537.0,2,2,2,2004,Downtown,Good,Yes,334005
1532,2354.0,4,4,1,2008,Suburban,Excellent,Yes,528773
1533,1900.0,2,2,1,1954,Suburban,Good,No,340750
1534,1656.0,3,3,2,1979,Downtown,Good,No,362690
1535,2237.0,4,4,2,1953,Suburban,Good,Yes,398261
1536,1988.0,3,3,1,1964,Downtown,Fair,Yes,392440
1537,1987.0,3,3,2,1984,Downtown,Good,Yes,477541
1538,2447.0,5,5,1,2004,Suburban,Good,No,476616
1539,1455.0,1,1,1,2015,Downtown,Good,Yes,340667
1540,2571.0,5,5,1,2009,Suburban,Fair,Yes,540007
1541,2154.0,3,3,1,1973,Suburban,Good,Yes,372977
1542,1167.0,2,2,2,1971,Downtown,Excellent,No,271577
1543,1998.0,3,2,2,1993,Suburban,Fair,No,315898
1544,1634.0,3,3,2,1981,Downtown,Good,No,368191
1545,3146.0,6,5,2,2000,Rural,Excellent,No,610425
1546,2108.0,4,4,1,1952,Suburban,Fair,Yes,359399
1547,1874.0,3,3,2,2019,Rural,Fair,Yes,367921
1548,2228.0,5,5,2,1981,Suburban,Good,Yes,456906
1549,1645.0,3,3,2,1951,Downtown,Good,Yes,331719
1550,2293.0,5,5,2,2008,Suburban,Good,Yes,482521
1551,3152.0,6,5,2,1963,Rural,Excellent,Yes,598654
1552,2709.0,2,2,1,2000,Suburban,Fair,Yes,425392
1553,2243.0,3,3,2,1960,Rural,Good,No,308023
1554,2230.0,4,4,2,1959,Rural,Good,No,357204
1555,1184.0,2,2,2,2007,Downtown,Fair,No,270227
1556,1880.0,2,2,1,1983,Downtown,Good,No,385980
1557,2924.0,4,3,2,2002,Suburban,Good,Yes,548965
1558,2042.0,2,1,2,1977,Suburban,Good,No,333574
1559,2455.0,4,3,1,1967,Rural,Fair,Yes,363306
1560,3480.0,6,5,2,1975,Rural,Good,No,598266
1561,1802.0,4,3,1,1956,Downtown,Good,Yes,331955
1562,1774.0,4,4,1,1994,Downtown,Excellent,No,445392
1563,1605.0,3,3,1,1994,Suburban,Fair,Yes,350505
1564,1871.0,4,4,2,2020,Downtown,Good,Yes,451997
1565,2043.0,5,4,1,1984,Rural,Good,No,392502
1566,1633.0,3,3,1,2001,Suburban,Excellent,Yes,362894
1567,2027.0,3,3,1,1970,Suburban,Good,No,397086
1568,1366.0,3,3,1,1977,Downtown,Good,No,325409
1569,2089.0,4,4,1,1993,Suburban,Excellent,No,416812
1570,1480.0,2,1,1,2005,Suburban,Excellent,No,331178
1571,2679.0,4,4,2,1959,Suburban,Good,No,495791
1572,2051.0,4,3,2,1972,Downtown,Good,Yes,431217
1573,1226.0,3,3,1,1997,Suburban,Excellent,No,310514
1574,3187.0,6,5,1,2001,Rural,Excellent,No,618242
1575,1276.0,1,1,2,1964,Downtown,Excellent,No,250736
1576,1943.0,5,5,1,2004,Downtown,Good,Yes,495746
1577,1573.0,2,2,2,1992,Downtown,Fair,No,331401
1578,2214.0,4,4,2,1999,Suburban,Good,No,428879
1579,2107.0,3,3,1,1955,Suburban,Excellent,No,417806
1580,2806.0,6,5,1,1982,Suburban,Good,Yes,521183
1581,1104.0,2,1,2,2011,Downtown,Good,Yes,306483
1582,1843.0,2,2,1,2004,Downtown,Excellent,Yes,388642
1583,2751.0,5,4,1,1988,Suburban,Good,No,520140
1584,2558.0,5,5,1,1961,Suburban,Excellent,No,466923
1585,3995.0,6,5,2,1980,Rural,Good,Yes,662883
1586,1388.0,3,2,2,2002,Downtown,Good,Yes,346226
1587,2679.0,4,4,1,1983,Suburban,Good,Yes,513427
1588,2147.0,3,4,2,1990,Suburban,Excellent,Yes,474689
1589,2817.0,3,3,1,1959,Suburban,Fair,No,447431
1590,2196.0,3,3,2,2001,Suburban,Fair,No,423418
1591,2006.0,5,5,1,2006,Suburban,Excellent,Yes,484539
1592,3384.0,6,5,2,1952,Rural,Fair,Yes,589224
1593,1403.0,2,2,2,2006,Downtown,Good,Yes,311806
1594,1035.0,3,2,1,1982,Downtown,Good,No,267948
1595,1942.0,3,3,1,1956,Suburban,Good,Yes,366064
1596,2510.0,4,4,1,1953,Suburban,Good,Yes,448426
1597,2157.0,4,4,1,1988,Downtown,Good,Yes,492303
1598,1644.0,3,3,1,1997,Downtown,Good,No,388780
1599,2127.0,3,2,2,1965,Downtown,Good,No,390983
1600,1785.0,4,3,2,1987,Rural,Good,No,342030
1601,1423.0,2,2,1,1953,Downtown,Fair,Yes,226546
1602,1485.0,3,3,2,1953,Downtown,Good,Yes,281930
1603,1554.0,3,3,2,1976,Downtown,Fair,Yes,324440
1604,1634.0,3,3,2,1966,Downtown,Good,No,354495
1605,1876.0,2,1,1,2019,Downtown,Good,Yes,386396
1606,1978.0,2,2,1,2003,Suburban,Fair,Yes,333652
1607,1656.0,3,2,1,1957,Downtown,Excellent,No,348235
1608,2573.0,4,3,1,2002,Rural,Good,No,449361
1609,1230.0,2,2,2,1954,Downtown,Excellent,Yes,271978
1610,2143.0,4,3,2,2018,Suburban,Excellent,Yes,446250
1611,2514.0,6,5,1,1996,Rural,Good,Yes,502322
1612,2117.0,3,2,1,1989,Suburban,Fair,No,394023
1613,2216.0,2,2,2,1956,Suburban,Good,No,322923
1614,1630.0,3,2,2,1961,Downtown,Excellent,Yes,405012
1615,1427.0,2,2,2,1974,Downtown,Good,Yes,299470
1616,2836.0,5,5,1,1977,Suburban,Fair,No,514453
1617,1898.0,4,4,2,1992,Rural,Good,No,358411
1618,1840.0,4,4,2,1996,Suburban,Excellent,Yes,427974
1619,3590.0,5,5,2,1998,Suburban,Excellent,Yes,644322
1620,1681.0,2,1,1,2003,Suburban,Fair,Yes,310714
1621,1523.0,3,3,1,1967,Suburban,Good,Yes,322282
1622,1894.0,4,3,1,1976,Downtown,Good,No,433717
1623,1161.0,3,3,2,2021,Suburban,Good,No,287714
1624,2459.0,5,5,2,1955,Rural,Excellent,No,438618
1625,2458.0,4,4,2,2018,Downtown,Good,Yes,570266
1626,1428.0,2,1,2,2020,Suburban,Good,No,332894
1627,807.0,1,1,1,1971,Downtown,Fair,Yes,189170
1628,1450.0,2,2,1,2008,Suburban,Excellent,Yes,322954
1629,1959.0,4,4,1,1996,Downtown,Excellent,Yes,513652
1630,2762.0,5,4,1,2017,Suburban,Good,Yes,540731
1631,1944.0,2,2,2,1981,Suburban,Excellent,No,359099
1632,1873.0,3,2,2,1950,Downtown,Fair,Yes,419929
1633,2895.0,5,4,1,2003,Suburban,Good,Yes,586363
1634,3094.0,5,5,2,1995,Suburban,Good,Yes,626898
1635,2452.0,4,3,2,1990,Rural,Fair,Yes,415870
1636,679.0,1,1,1,1990,Downtown,Good,Yes,210630
1637,1272.0,3,2,1,1957,Downtown,Excellent,Yes,341891
1638,1429.0,3,3,1,1981,Downtown,Fair,No,284390
1639,2445.0,4,3,1,1979,Rural,Good,Yes,420718
1640,2487.0,4,4,2,1995,Rural,Good,Yes,464261
1641,2759.0,5,5,1,2001,Suburban,Good,Yes,564753
1642,3365.0,4,3,1,2010,Rural,Excellent,No,573129
1643,2114.0,3,3,2,1962,Suburban,Good,Yes,421266
1644,2749.0,4,4,2,1989,Suburban,Good,Yes,532019
1645,1743.0,2,2,1,2010,Downtown,Excellent,Yes,392910
1646,2232.0,3,3,2,1993,Suburban,Fair,Yes,445486
1647,1963.0,4,4,1,2011,Downtown,Good,Yes,510934
1648,2643.0,5,5,1,1993,Rural,Good,No,516167
1649,3229.0,5,5,2,1997,Suburban,Good,No,603141
1650,1481.0,3,3,1,2008,Suburban,Excellent,Yes,349474
1651,1394.0,2,1,2,2006,Downtown,Excellent,No,304776
1652,1549.0,3,3,1,1960,Downtown,Good,No,336573
1653,1776.0,3,3,1,1974,Downtown,Excellent,Yes,437100
1654,2107.0,2,2,2,2010,Downtown,Fair,Yes,445710
1655,1590.0,4,3,1,1995,Downtown,Fair,Yes,431265
1656,1747.0,3,3,2,2003,Rural,Good,Yes,283135
1657,2621.0,4,4,2,1983,Suburban,Good,No,492048
1658,1902.0,2,2,2,1956,Downtown,Good,No,369962
1659,823.0,2,1,2,2011,Downtown,Good,No,219863
1660,2198.0,4,4,1,2006,Suburban,Excellent,No,441493
1661,1405.0,3,3,2,1954,Suburban,Good,Yes,249344
1662,1868.0,3,3,2,1984,Suburban,Good,Yes,374159
1663,2058.0,3,3,2,1986,Rural,Fair,No,304335
1664,2605.0,5,4,2,2009,Suburban,Fair,Yes,566434
1665,2670.0,5,5,2,2014,Rural,Good,No,523180
1666,1829.0,3,3,1,1965,Rural,Good,No,288946
1667,1952.0,4,4,2,1979,Downtown,Excellent,No,448890
1668,1740.0,3,2,1,1991,Rural,Fair,No,309916
1669,1732.0,3,3,1,2010,Downtown,Fair,Yes,439413
1670,2112.0,4,4,2,1997,Rural,Good,No,366177
1671,1454.0,3,3,1,2011,Downtown,Good,No,344352
1672,2903.0,5,5,1,2013,Rural,Fair,Yes,538140
1673,2913.0,6,5,1,2006,Rural,Excellent,No,556606
1674,3402.0,4,4,2,2017,Rural,Fair,Yes,548762
1675,2159.0,5,5,1,1995,Suburban,Good,No,440997
1676,1723.0,2,1,2,1977,Downtown,Good,Yes,328265
1677,1425.0,2,2,1,1952,Downtown,Fair,Yes,253526
1678,2291.0,4,4,1,1986,Suburban,Good,Yes,470842
1679,1776.0,3,3,1,1997,Downtown,Excellent,No,412192
1680,2151.0,4,4,2,1968,Suburban,Good,Yes,439373
1681,878.0,1,1,1,1966,Downtown,Excellent,Yes,197729
1682,2799.0,5,4,2,1989,Rural,Fair,Yes,514751
1683,2382.0,4,4,2,1999,Suburban,Excellent,No,492980
1684,2192.0,4,4,2,1978,Rural,Good,Yes,384997
1685,1086.0,2,2,2,2000,Downtown,Good,Yes,329248
1686,3486.0,6,5,1,1991,Rural,Good,No,622010
1687,2895.0,4,4,2,1978,Rural,Excellent,Yes,504328
1688,2085.0,3,3,2,2015,Suburban,Good,No,422078
1689,1631.0,3,3,2,1966,Suburban,Fair,Yes,288497
1690,1789.0,4,4,2,1980,Suburban,Fair,No,354487
1691,2121.0,3,3,2,2001,Downtown,Excellent,Yes,533179
1692,2269.0,3,3,2,1988,Suburban,Good,Yes,387280
1693,1380.0,3,2,1,2009,Downtown,Excellent,No,345281
1694,1804.0,3,3,2,2000,Downtown,Good,Yes,413294
1695,1274.0,3,3,2,1965,Downtown,Good,No,286899
1696,2200.0,3,2,2,1963,Downtown,Fair,Yes,404879
1697,2141.0,2,2,1,1991,Downtown,Excellent,Yes,491605
1698,1413.0,2,1,2,2000,Downtown,Good,Yes,309238
1699,2223.0,3,3,2,1973,Rural,Excellent,No,386472
1700,891.0,1,1,1,1992,Suburban,Good,Yes,172182
1701,1711.0,2,2,2,1968,Rural,Good,Yes,278120
1702,1530.0,3,3,1,2010,Suburban,Good,Yes,370928
1703,1654.0,3,3,2,2012,Downtown,Good,Yes,404874
1704,2037.0,4,4,1,1975,Suburban,Excellent,Yes,419931
1705,1527.0,3,2,1,1984,Suburban,Excellent,No,313635
1706,1488.0,3,3,1,2016,Downtown,Excellent,Yes,420308
1707,2453.0,4,4,2,2005,Suburban,Excellent,No,526315
1708,1811.0,3,2,1,1989,Downtown,Good,Yes,402530
1709,1250.0,2,2,2,1978,Suburban,Good,No,235388
1710,2136.0,5,4,2,1955,Suburban,Excellent,No,462106
1711,1047.0,2,2,2,2001,Downtown,Fair,Yes,258814
1712,1961.0,2,1,1,1950,Downtown,Excellent,No,349714
1713,2592.0,4,4,2,2001,Suburban,Excellent,Yes,580485
1714,1751.0,2,2,2,1973,Suburban,Good,No,300833
1715,1294.0,3,3,1,1983,Downtown,Excellent,No,351453
1716,2323.0,5,4,1,1956,Rural,Good,Yes,390194
1717,699.0,1,1,1,1960,Downtown,Good,Yes,196733
1718,2368.0,4,4,2,1985,Suburban,Fair,Yes,430988
1719,2436.0,3,3,1,1969,Rural,Good,Yes,367329
1720,1988.0,4,3,1,2012,Downtown,Good,Yes,490979
1721,1161.0,1,1,2,2012,Downtown,Good,Yes,274359
1722,1352.0,2,2,2,2018,Downtown,Excellent,Yes,356675
1723,997.0,1,1,2,1979,Downtown,Excellent,No,246520
1724,1198.0,3,3,2,1979,Downtown,Fair,Yes,295733
1725,1609.0,3,2,1,1971,Suburban,Good,Yes,285308
1726,1998.0,3,4,2,2010,Downtown,Excellent,No,456119
1727,1851.0,2,2,1,1970,Suburban,Fair,Yes,295217
1728,2675.0,6,5,2,1986,Rural,Fair,Yes,534760
1729,2372.0,3,2,2,1976,Rural,Fair,Yes,403296
1730,1565.0,1,1,1,1984,Suburban,Good,No,239036
1731,1533.0,3,2,2,1987,Downtown,Fair,No,341061
1732,2500.0,3,2,1,2009,Suburban,Excellent,Yes,484027
1733,1596.0,3,3,1,2019,Suburban,Good,No,386375
1734,2605.0,4,3,2,1981,Suburban,Good,Yes,546633
1735,1260.0,3,2,2,1976,Downtown,Good,No,310267
1736,2310.0,5,5,2,1952,Rural,Good,No,391092
1737,2465.0,3,3,2,1998,Suburban,Good,No,424161
1738,1335.0,2,2,2,1979,Downtown,Excellent,Yes,331263
1739,1615.0,3,3,1,1971,Downtown,Excellent,Yes,380449
1740,2043.0,4,4,1,1968,Suburban,Good,Yes,372676
1741,2678.0,4,4,1,1980,Rural,Excellent,No,475748
1742,1010.0,1,1,1,1969,Suburban,Excellent,Yes,256284
1743,1285.0,2,2,2,1968,Suburban,Excellent,No,273436
1744,1846.0,3,2,1,1951,Downtown,Fair,No,312812
1745,2719.0,5,4,1,1989,Suburban,Fair,Yes,527161
1746,1745.0,2,2,1,1988,Suburban,Good,No,325213
1747,1502.0,4,4,2,2021,Downtown,Good,No,417829
1748,1718.0,2,2,2,2003,Downtown,Good,No,324694
1749,2547.0,4,4,1,1976,Suburban,Good,No,468821
1750,789.0,1,1,2,1961,Downtown,Excellent,No,196787
1751,1757.0,4,3,1,2020,Suburban,Excellent,Yes,418730
1752,1467.0,2,2,2,1966,Downtown,Excellent,No,268816
1753,1881.0,5,5,1,1959,Downtown,Good,Yes,441166
1754,2599.0,5,5,1,1968,Downtown,Good,No,558572
1755,2463.0,4,4,2,1979,Rural,Good,No,408433
1756,1756.0,2,2,2,1979,Rural,Fair,Yes,262582
1757,2841.0,5,4,1,1974,Rural,Fair,No,511318
1758,2860.0,4,3,2,2015,Suburban,Good,Yes,548966
1759,1643.0,4,3,2,1984,Downtown,Good,Yes,397804
1760,1747.0,2,2,2,2000,Suburban,Excellent,Yes,315335
1761,2679.0,4,3,1,2020,Suburban,Fair,No,481636
1762,2998.0,5,4,1,2020,Rural,Excellent,No,624544
1763,1190.0,1,1,2,1976,Downtown,Good,No,281448
1764,2391.0,5,5,1,1959,Suburban,Good,Yes,488369
1765,1999.0,4,3,1,1992,Downtown,Good,No,380019
1766,2073.0,4,4,1,2004,Downtown,Good,No,437076
1767,2167.0,2,2,2,2020,Suburban,Good,Yes,385017
1768,2021.0,4,4,1,1955,Suburban,Good,Yes,359662
1769,2091.0,5,5,2,1955,Downtown,Fair,Yes,451168
1770,1116.0,2,2,1,1997,Downtown,Fair,No,285132
1771,2419.0,5,5,1,1951,Suburban,Good,No,442565
1772,1515.0,2,2,1,2000,Suburban,Excellent,No,306628
1773,3239.0,4,4,1,2010,Rural,Good,Yes,567002
1774,2445.0,4,4,2,1968,Rural,Excellent,No,452881
1775,2834.0,5,5,2,1951,Suburban,Good,Yes,554010
1776,1797.0,2,1,1,2000,Downtown,Excellent,Yes,401006
1777,1588.0,2,2,1,1975,Suburban,Excellent,No,334164
1778,2912.0,5,4,2,2019,Suburban,Good,Yes,582272
1779,2220.0,4,3,2,1969,Downtown,Good,No,491301
1780,3129.0,6,5,2,1972,Rural,Excellent,Yes,571893
1781,1295.0,2,2,2,2003,Downtown,Good,No,257024
1782,2416.0,4,3,1,1964,Rural,Good,Yes,374083
1783,2273.0,3,3,2,1955,Suburban,Fair,Yes,358571
1784,1848.0,3,3,1,1984,Suburban,Excellent,Yes,370300
