brand,year,mileage,engine_size,price
Hyundai,2019,22676,1.5,9522
Kia,2010,140347,2.8,15779
BMW,2014,144035,3.5,7932
Nissan,2017,111967,3.5,39599
Nissan,2011,85940,3.1,21269
Toyota,2013,65965,2.4,16017
Mazda,2013,113485,1.6,24708
Hyundai,2020,78061,2.2,14007
BMW,2020,63318,3.1,35606
BMW,2016,42087,3.4,13876
BMW,2010,131861,3.5,20555
Honda,2018,11953,3.4,41591
BMW,2012,99266,2.2,12353
Nissan,2015,108431,3.2,9593
Volkswagen,2019,99613,3.9,39962
Chevrolet,2023,43739,1.8,40959
Kia,2014,133020,3.3,30627
Chevrolet,2013,111879,2.5,6451
Nissan,2018,29987,2.0,41885
Nissan,2020,123064,2.2,28009
Volkswagen,2021,11038,1.8,37714
Ford,2023,7775,3.5,15539
Toyota,2018,143549,2.4,38263
Honda,2010,76910,3.8,30690
Mazda,2016,72819,3.9,41100
BMW,2019,22046,3.9,34161
BMW,2018,123723,1.8,12580
Volkswagen,2014,46181,2.3,37894
Ford,2010,136823,2.2,6873
BMW,2017,53736,3.8,12437
Honda,2014,106458,1.6,27068
Toyota,2015,55420,2.9,16932
Honda,2016,58257,2.7,27502
Ford,2019,48096,3.9,25708
Nissan,2016,94764,3.9,7352
Honda,2022,81061,2.5,19428
Chevrolet,2023,29790,2.5,31111
Honda,2021,120683,2.4,44803
Nissan,2016,10327,3.5,38666
BMW,2010,122898,1.7,20145
Kia,2016,112107,1.7,11349
Kia,2020,126354,3.2,14119
Kia,2012,68827,1.4,21662
BMW,2014,62225,3.1,32985
Volkswagen,2019,17644,1.7,9074
Toyota,2014,84163,3.4,21216
Toyota,2017,97017,3.3,13419
BMW,2016,132240,1.9,12146
Honda,2016,76410,3.4,19091
Mazda,2015,6106,3.5,31617
Toyota,2016,117420,3.8,17250
Chevrolet,2023,144491,3.3,22007
Chevrolet,2016,121676,3.7,14103
Hyundai,2014,61329,3.1,20545
Chevrolet,2014,45908,3.0,43798
Toyota,2013,43787,3.2,14702
Mazda,2023,131887,2.5,14860
Nissan,2013,95355,2.0,25970
Kia,2014,112745,2.5,38908
Honda,2019,27755,2.9,34490
Nissan,2018,33356,3.2,26469
Mazda,2023,118526,2.6,34571
Volkswagen,2020,82260,2.3,44854
Kia,2021,14127,2.0,41852
Hyundai,2015,83205,1.9,11293
Volkswagen,2017,146950,2.6,14372
Toyota,2018,68041,3.2,36144
Mazda,2021,105180,3.6,18236
Kia,2023,7205,2.3,16791
Hyundai,2013,69767,3.0,33726
Honda,2021,29401,2.6,25027
Honda,2022,38314,3.9,28272
BMW,2016,130748,3.7,30818
Toyota,2014,72605,3.7,16478
Chevrolet,2013,60362,2.9,7665
Mazda,2021,61005,2.5,42208
Hyundai,2016,101867,3.1,37374
Hyundai,2012,93650,1.8,27933
Chevrolet,2010,37784,3.7,13757
Chevrolet,2016,7809,2.1,13528
Volkswagen,2018,98371,3.5,34740
Kia,2011,13519,2.2,6971
Volkswagen,2016,148535,2.8,20490
Ford,2019,85777,3.4,6152
Ford,2011,112039,2.4,24310
Toyota,2022,90370,2.3,10420
BMW,2022,52939,3.7,36032
Mazda,2012,138820,1.6,43672
Hyundai,2022,100516,3.6,19620
Kia,2019,97965,3.8,15769
Honda,2023,78913,2.9,16497
Honda,2021,123893,3.2,40417
Nissan,2019,62378,3.6,37343
Chevrolet,2012,45871,2.5,11240
Toyota,2021,63989,3.7,44530
Nissan,2022,45708,2.4,22038
Nissan,2013,33161,2.2,23893
BMW,2015,109169,4.0,17296
Mazda,2012,27736,1.5,22566
Hyundai,2022,80387,2.2,14825
Kia,2018,37805,2.6,20285
Honda,2011,19429,2.2,37303
Honda,2016,63230,2.1,17396
Honda,2015,67626,2.4,42477
Ford,2023,69139,2.4,30216
Mazda,2011,106664,1.6,36352
Toyota,2020,65007,3.4,35459
Honda,2012,107602,1.8,38772
BMW,2015,51567,1.5,35753
Honda,2019,8475,2.9,33630
Toyota,2013,133990,3.1,15944
Ford,2010,109864,3.4,19048
BMW,2010,57529,1.6,21138
Nissan,2012,26425,1.8,38135
Toyota,2017,59152,1.9,39349
Nissan,2020,100129,2.9,40748
Chevrolet,2013,20169,3.7,16634
Volkswagen,2020,74769,3.2,9784
Honda,2010,7462,2.2,31787
Toyota,2017,24616,3.6,5374
Volkswagen,2019,48627,3.1,27003
Kia,2015,29430,3.2,16653
BMW,2010,36877,3.9,30841
Mazda,2021,120213,3.9,40748
Chevrolet,2019,100821,2.4,16192
Kia,2019,37014,3.1,32083
Kia,2015,129024,1.9,23140
Chevrolet,2010,91750,2.5,43610
Nissan,2019,34392,2.1,11942
Toyota,2019,103766,2.4,31332
Hyundai,2012,126071,3.2,24250
Honda,2011,115612,1.9,40638
BMW,2013,68935,1.9,16156
Ford,2011,80706,2.4,17192
Toyota,2020,83271,1.7,30976
Honda,2022,37348,3.5,28049
Toyota,2014,31539,3.9,28864
Kia,2013,17542,3.5,30739
Hyundai,2015,103606,2.8,26114
Ford,2023,136848,3.2,5578
Toyota,2016,136695,3.5,41999
Honda,2021,24770,1.6,27852
Ford,2011,110334,2.5,21367
Ford,2011,19723,1.8,39403
Mazda,2017,36327,1.6,17322
BMW,2022,38055,3.4,15198
Kia,2022,34764,3.6,43531
Mazda,2018,118385,1.6,42775
Honda,2014,57791,1.9,33628
Honda,2016,45723,2.0,23555
Nissan,2022,104447,3.6,25017
Toyota,2021,20882,3.8,36419
Toyota,2018,83732,3.4,12706
Nissan,2023,32092,3.5,9787
Volkswagen,2010,121889,2.3,23887
Chevrolet,2017,26673,2.5,40177
Toyota,2019,134980,2.1,6249
Chevrolet,2019,40512,3.9,24997
Toyota,2018,23737,3.3,11437
BMW,2018,37061,2.3,8598
Volkswagen,2019,8966,1.8,19829
Hyundai,2016,133702,1.9,36546
Volkswagen,2021,102053,1.9,13264
Honda,2021,51534,3.0,11276
Nissan,2021,112088,3.7,21868
Honda,2021,24790,3.7,34160
Hyundai,2019,57104,1.6,7407
Mazda,2012,119507,3.2,23811
Honda,2022,96131,1.8,27839
Honda,2022,18185,2.2,36054
Honda,2014,15806,2.8,34052
Ford,2022,128970,3.6,36778
Chevrolet,2011,22010,2.0,25626
Volkswagen,2020,9766,3.7,38153
Mazda,2019,13217,3.3,19000
Volkswagen,2012,46581,3.2,19830
BMW,2019,116681,1.7,35938
Chevrolet,2016,98597,2.6,7127
Mazda,2010,56812,2.1,7335
BMW,2012,78203,2.9,42285
Kia,2014,122760,3.2,16359
Ford,2020,45671,1.6,10985
Honda,2023,110029,3.1,11627
Ford,2013,25117,2.7,40549
Volkswagen,2012,36178,3.6,9757
Mazda,2015,75000,3.5,6610
BMW,2021,65118,2.5,39486
Hyundai,2015,137917,3.9,15885
BMW,2013,82965,2.9,19931
Ford,2018,106062,3.9,22663
Honda,2020,61729,3.3,30873
Hyundai,2015,139476,2.5,24526
Volkswagen,2018,54534,2.0,17191
Hyundai,2022,59162,2.6,12385
Chevrolet,2020,47249,3.8,17311
Kia,2019,97964,1.7,38653
Honda,2019,141140,2.6,12861
Ford,2011,146301,2.3,18558
Mazda,2015,82444,3.7,5946
Nissan,2023,95997,3.5,13587
Hyundai,2013,49454,2.8,21221
Toyota,2011,123670,2.5,42329
Nissan,2014,41942,3.2,17099
Volkswagen,2023,95420,3.9,43433
Toyota,2012,63070,1.7,18118
Toyota,2015,73640,3.7,44718
Toyota,2020,19017,2.2,24403
BMW,2023,47673,1.4,41644
Nissan,2017,119118,3.3,31895
Volkswagen,2013,55587,3.4,19226
Ford,2021,140637,2.2,29256
Kia,2013,83761,3.4,35738
Volkswagen,2014,64541,3.5,27323
Ford,2015,56352,3.2,43525
Ford,2020,35623,1.5,10244
Toyota,2016,55822,3.1,21171
Honda,2015,90284,3.8,43785
Nissan,2016,46184,3.0,29780
Ford,2018,136918,2.4,13451
Nissan,2013,69801,2.9,12570
Chevrolet,2019,118515,4.0,15727
BMW,2010,107373,2.6,10292
Kia,2018,122644,3.6,10280
Chevrolet,2016,58539,1.8,6296
Ford,2013,29031,1.5,35979
Volkswagen,2019,97373,2.4,20581
Nissan,2017,142983,1.8,26619
Chevrolet,2021,126436,2.3,6647
Nissan,2016,127373,3.3,35559
BMW,2021,99084,2.6,16608
Volkswagen,2011,55368,2.2,27425
Chevrolet,2010,125241,3.7,29872
Nissan,2018,83448,1.4,40212
Volkswagen,2016,122399,3.5,29274
Toyota,2023,80014,3.0,6736
Hyundai,2019,65501,1.5,15338
Toyota,2010,6304,1.5,13799
Kia,2022,55782,1.8,14280
Ford,2013,58232,3.9,39206
Honda,2014,91223,1.6,39961
Hyundai,2014,142075,3.3,24965
Ford,2023,129046,2.4,21270
Chevrolet,2023,55770,2.0,20383
Kia,2023,75672,2.9,21960
BMW,2014,7777,2.4,24825
Kia,2020,99626,2.2,26298
Nissan,2012,120606,2.0,5531
Kia,2014,45353,2.6,33158
Chevrolet,2013,33658,1.8,19322
BMW,2014,76157,3.6,28603
BMW,2016,148439,2.9,36620
Mazda,2014,6503,1.6,42628
Kia,2023,57379,2.6,25600
Toyota,2023,5827,3.0,14226
Mazda,2023,24615,3.6,21937
Mazda,2017,57025,1.5,39040
Chevrolet,2017,145881,2.6,15885
Hyundai,2012,83891,3.2,15469
Toyota,2014,129065,1.9,10622
BMW,2021,92772,2.0,42304
Kia,2013,10632,2.7,30254
Mazda,2023,13886,3.7,20719
Ford,2023,25400,2.4,35313
Ford,2014,121756,2.7,16228
Mazda,2017,100586,3.1,28079
Nissan,2013,68414,2.2,24680
Kia,2014,27008,3.7,44302
Chevrolet,2016,141595,3.9,30041
BMW,2012,145510,3.1,29939
Mazda,2022,134012,3.1,19322
Toyota,2015,53159,3.2,8239
Mazda,2018,70823,1.9,13610
Volkswagen,2020,20796,3.3,10833
BMW,2013,121091,2.3,29278
Hyundai,2013,75068,4.0,33021
BMW,2015,48137,3.4,38293
Toyota,2015,38208,2.9,44634
Volkswagen,2012,26996,3.8,11130
Hyundai,2023,140957,3.9,11212
Honda,2010,104572,3.5,33204
Toyota,2012,126907,3.4,25076
Ford,2017,11864,1.6,25191
Nissan,2017,70721,3.2,17134
BMW,2015,91177,2.3,13871
Honda,2016,113944,3.8,21539
Volkswagen,2011,41311,3.0,28024
Honda,2018,112975,2.4,18050
Chevrolet,2012,107944,2.3,25955
Kia,2011,130340,2.8,44140
BMW,2014,32154,2.7,28959
Kia,2010,104448,2.4,38258
Ford,2014,71170,1.9,43932
Honda,2019,143649,3.5,36403
Volkswagen,2013,116157,2.5,27635
Ford,2021,64225,1.7,11451
Kia,2015,116145,1.6,15496
Honda,2021,40573,2.0,36156
Ford,2014,94506,2.8,13770
Toyota,2018,52131,1.8,44328
Mazda,2014,128449,2.0,41264
Nissan,2022,110086,2.7,17099
Hyundai,2017,99635,2.0,39271
Toyota,2021,108516,3.6,17717
Ford,2022,9130,2.9,21161
Volkswagen,2011,57693,1.6,35589
Chevrolet,2012,8386,1.8,36350
Mazda,2012,131435,1.9,32118
Hyundai,2012,47697,3.0,6347
Toyota,2015,31999,1.7,14117
Chevrolet,2016,21149,1.5,21692
Chevrolet,2016,102122,3.3,41334
Chevrolet,2021,83830,2.6,33212
Mazda,2016,15727,3.6,29000
Honda,2021,76626,3.5,27170
Toyota,2012,76031,2.1,40294
Honda,2010,133298,1.9,14996
BMW,2015,56552,2.7,41998
Mazda,2012,17147,1.6,30551
Chevrolet,2022,15996,3.0,11722
Chevrolet,2012,22898,1.4,32499
Mazda,2012,80275,3.5,25749
BMW,2018,21777,3.7,42248
Nissan,2021,122318,4.0,20142
Volkswagen,2013,119791,2.3,41882
Nissan,2014,149369,2.9,40138
Honda,2012,18536,3.6,5853
Mazda,2019,75972,2.6,11830
Volkswagen,2022,35589,2.3,10096
Nissan,2021,136493,1.5,15737
Honda,2010,60349,2.4,18190
Ford,2021,59444,1.6,14544
Kia,2013,52350,2.3,8295
Volkswagen,2010,142880,2.3,41409
Hyundai,2020,41544,3.1,37497
Volkswagen,2020,91310,2.4,40919
Honda,2016,128155,2.4,33577
Chevrolet,2016,94130,2.1,34535
Honda,2013,95305,3.0,37933
Toyota,2014,99827,2.4,29999
Chevrolet,2019,33594,3.9,44520
Honda,2016,19980,3.7,37212
Nissan,2022,54401,2.0,11820
Kia,2015,114963,2.5,43121
Honda,2022,43879,3.0,15700
Nissan,2013,9391,1.4,33198
Hyundai,2013,111091,2.0,35206
Toyota,2011,90640,2.1,25625
Ford,2019,25393,2.4,32529
Toyota,2011,75441,3.7,17471
Chevrolet,2021,105640,1.7,19102
Kia,2013,56736,1.6,24895
Toyota,2014,55917,3.1,7275
Volkswagen,2013,68743,2.3,41256
Ford,2023,116112,1.9,24372
Chevrolet,2012,63486,3.2,37361
Volkswagen,2020,149082,2.0,26715
Chevrolet,2011,134849,2.9,15117
Volkswagen,2013,144039,2.5,30207
BMW,2023,124350,2.3,26669
Kia,2020,123204,3.3,20451
Nissan,2014,117747,3.0,8499
Toyota,2010,113092,2.7,39568
Hyundai,2022,38913,1.7,17483
Volkswagen,2010,72163,2.9,14829
BMW,2015,15050,3.2,43769
Kia,2014,120933,3.5,15490
Hyundai,2020,120057,2.2,21928
Toyota,2013,19264,2.1,31742
BMW,2010,121473,3.3,32106
Hyundai,2021,54726,2.6,26067
Ford,2023,20759,2.5,15402
Mazda,2016,10504,1.8,9669
Chevrolet,2013,111324,2.5,19992
Chevrolet,2012,68699,3.3,17256
Honda,2023,52172,2.6,34985
Ford,2016,66816,3.7,40922
Mazda,2011,135704,1.4,39236
Honda,2019,69807,1.9,25541
Hyundai,2010,70152,3.0,40429
Honda,2020,56267,3.1,15505
Volkswagen,2013,148343,2.1,42297
Ford,2022,112652,3.8,40958
BMW,2017,120773,2.3,20687
BMW,2022,77729,2.5,33467
Mazda,2015,53573,3.9,6926
Toyota,2018,14021,2.6,10033
BMW,2010,14040,3.0,38006
Ford,2010,110285,2.8,37725
Kia,2020,140416,1.9,24170
Chevrolet,2014,83938,4.0,10046
Kia,2015,143275,1.6,17460
Honda,2017,83854,4.0,9901
Nissan,2012,113025,2.6,14362
Volkswagen,2015,141512,1.9,19815
Nissan,2012,48209,1.8,11497
Ford,2017,7892,3.1,29363
Nissan,2021,90544,3.2,25797
Kia,2020,11687,3.7,11890
Toyota,2020,129557,2.0,21085
Ford,2013,109608,2.5,38486
Chevrolet,2011,85925,3.9,23830
Mazda,2021,35152,2.5,17383
Ford,2018,134285,2.6,41317
Hyundai,2019,30875,2.2,41525
Chevrolet,2022,33939,3.7,17827
Ford,2017,144541,2.4,15225
Hyundai,2015,87943,3.1,31533
Chevrolet,2012,96311,1.9,31081
Honda,2011,56132,3.0,15376
BMW,2022,121278,3.8,38043
Volkswagen,2013,67719,3.4,5742
BMW,2013,96498,1.6,27596
Kia,2010,75762,3.0,8232
Mazda,2018,10253,2.9,7228
BMW,2019,117024,2.3,21168
Ford,2017,13726,3.6,35365
Honda,2016,63952,3.5,34934
Nissan,2015,105702,3.1,18338
Kia,2012,45000,3.3,12345
BMW,2013,34735,1.9,31601
Toyota,2011,46648,3.8,27154
Mazda,2016,132103,3.1,11777
Nissan,2011,6286,2.6,44601
Volkswagen,2023,80810,1.9,23463
Ford,2019,146798,3.2,27700
Honda,2010,66540,1.7,17315
Chevrolet,2015,30916,2.2,33464
BMW,2013,84826,2.9,16534
Toyota,2017,7377,3.1,35995
Mazda,2010,97573,1.4,6439
Volkswagen,2018,54004,1.4,8542
BMW,2015,59780,1.7,40124
Volkswagen,2023,56267,3.4,10546
Nissan,2011,117008,2.9,7897
Nissan,2017,26802,3.0,34795
Kia,2014,30446,3.0,38532
BMW,2014,95296,1.5,21470
Honda,2014,88132,1.8,8349
Mazda,2016,16837,3.3,39913
Chevrolet,2016,43992,3.1,37659
Chevrolet,2019,144761,2.6,40810
Ford,2020,6565,1.5,39255
Ford,2016,129542,2.5,26488
Mazda,2021,29793,2.0,9018
BMW,2019,140692,3.2,33216
BMW,2011,70200,3.5,42929
Nissan,2017,30937,2.7,29371
Toyota,2010,115712,2.4,19924
Ford,2022,127227,2.1,11622
Toyota,2023,130038,1.6,25695
BMW,2011,64400,2.4,34659
Ford,2020,50277,3.2,43846
Chevrolet,2016,30372,3.1,13672
Volkswagen,2013,141028,2.5,12356
Ford,2020,16911,3.9,18911
BMW,2019,118771,3.8,30713
BMW,2019,86232,3.7,25413
Volkswagen,2018,56403,2.5,17610
Toyota,2020,142742,3.3,19893
Mazda,2018,64844,3.8,44806
Volkswagen,2023,68137,3.3,13830
Chevrolet,2012,28473,2.2,34767
BMW,2022,52298,1.6,5909
Honda,2023,26345,3.9,35593
Chevrolet,2022,30608,4.0,39467
Toyota,2012,106488,3.2,41185
Volkswagen,2018,111835,2.2,13156
BMW,2022,15286,3.6,44965
BMW,2019,94185,3.9,23299
Volkswagen,2021,49476,2.7,15483
Mazda,2017,125059,2.2,13823
Volkswagen,2010,108581,2.5,27367
Ford,2015,98567,1.6,14634
Hyundai,2016,78477,2.9,9071
Mazda,2023,51016,2.4,15263
Hyundai,2020,21260,3.7,28582
Toyota,2023,92576,2.1,38388
Nissan,2017,49713,1.4,34286
Chevrolet,2021,74748,3.3,44300
Kia,2021,103789,1.4,20757
Volkswagen,2011,55201,2.8,35500
Chevrolet,2023,104087,1.9,17368
Kia,2010,16251,3.0,21192
Toyota,2013,128499,1.9,40471
Toyota,2010,133356,2.7,5874
Nissan,2011,67939,2.3,9694
Mazda,2012,13061,1.9,12306
Chevrolet,2013,29408,3.0,43512
Chevrolet,2021,132218,1.6,18379
Volkswagen,2021,131354,3.8,13918
Toyota,2015,29687,3.4,37094
Kia,2017,132757,3.8,28326
Honda,2018,71505,1.5,32460
Nissan,2013,21551,1.4,28258
Mazda,2010,65149,2.3,13412
BMW,2023,97372,3.0,6228
Honda,2014,132763,2.0,22900
Ford,2014,147103,2.8,38250
Hyundai,2018,60341,3.0,7620
Nissan,2015,26521,1.8,28345
Kia,2014,91894,3.4,31108
Honda,2019,30333,3.8,27807
Kia,2019,116965,3.1,18044
Volkswagen,2014,69731,3.9,34870
Nissan,2017,6973,2.0,16974
Toyota,2020,15900,1.5,31312
Mazda,2010,24460,2.0,22018
Kia,2014,97031,3.1,37545
Chevrolet,2010,138278,3.0,39070
Honda,2016,14958,2.1,27006
Chevrolet,2023,16383,2.5,23067
Kia,2016,132418,2.4,38324
Honda,2022,74213,3.9,41982
Toyota,2019,30257,2.2,21675
Hyundai,2017,85106,1.9,39696
Hyundai,2023,78181,2.9,21083
Volkswagen,2016,83320,1.7,31956
Ford,2020,132587,2.7,42308
Hyundai,2018,144398,3.2,7692
Ford,2017,33986,3.9,15015
Honda,2017,15437,3.7,42852
Hyundai,2012,110264,3.6,38995
Kia,2019,149228,2.4,27787
Toyota,2013,32777,3.7,8280
Kia,2013,30310,3.3,7516
Kia,2010,122786,2.5,38105
Ford,2015,110817,2.9,34998
BMW,2011,110395,2.5,18414
BMW,2018,84475,1.9,42965
Mazda,2023,119694,2.6,31101
Hyundai,2010,34303,3.5,33393
Toyota,2010,65866,2.1,19779
Toyota,2020,63781,3.1,35569
Chevrolet,2022,95671,2.8,31162
Kia,2019,43405,3.8,18399
Toyota,2020,30021,3.3,34580
Honda,2015,6308,2.3,14378
Nissan,2022,104720,2.9,40087
Kia,2010,124733,3.8,8330
Ford,2021,23289,2.0,7176
Kia,2012,62673,2.6,29893
Toyota,2019,12782,2.0,19080
Volkswagen,2011,109406,2.5,38952
Honda,2022,25062,1.6,7729
Honda,2020,106306,3.7,20503
Hyundai,2018,115025,3.9,11707
BMW,2014,105869,2.9,12409
Ford,2015,138655,2.8,41898
Hyundai,2011,48232,3.9,42550
Mazda,2017,117411,2.4,39945
Nissan,2015,27235,3.0,11571
Chevrolet,2020,121502,3.6,16700
Honda,2021,74454,2.7,36825
Ford,2017,18869,2.0,41425
BMW,2017,142583,3.5,34612
Ford,2023,40981,2.1,38099
Chevrolet,2010,61909,3.6,29761
Chevrolet,2016,116614,3.9,13469
Hyundai,2011,89433,2.8,43440
Kia,2020,132547,1.5,18828
Mazda,2017,116182,3.9,32733
Mazda,2021,64895,3.6,9739
Toyota,2011,33014,1.7,15349
Mazda,2013,75519,3.0,37186
Ford,2011,91058,2.2,39837
Mazda,2022,22704,2.3,8643
BMW,2016,50968,2.9,35474
Mazda,2014,93209,3.3,30773
Honda,2022,56527,1.4,7182
Toyota,2020,130186,1.8,17567
Ford,2022,82942,3.7,43023
Chevrolet,2020,103034,2.7,29843
Hyundai,2018,149525,2.7,17681
Nissan,2014,64006,3.6,9490
Hyundai,2020,6280,1.7,8301
Kia,2017,88538,3.3,5277
Nissan,2011,34834,2.7,29236
BMW,2012,22985,3.3,7069
Volkswagen,2015,138378,3.2,39600
Toyota,2020,143894,3.1,44746
Chevrolet,2016,117488,3.6,17322
Hyundai,2023,5942,2.8,40212
Mazda,2019,41699,2.5,33662
Toyota,2017,41517,1.9,26896
Mazda,2012,75276,2.3,14233
Toyota,2016,148491,3.7,20603
Toyota,2017,87327,2.3,42567
Kia,2019,56195,4.0,8808
Honda,2015,75808,3.0,18605
BMW,2013,79294,3.5,24506
Mazda,2022,85639,2.7,25245
Mazda,2015,59909,3.1,31464
Mazda,2018,149045,4.0,19007
Kia,2012,49330,2.7,16253
Hyundai,2011,97064,2.1,22003
Ford,2014,110444,3.1,12196
Mazda,2016,149548,3.8,28222
Hyundai,2012,111596,1.4,32811
Honda,2014,9756,4.0,26449
Mazda,2013,44564,2.8,17319
BMW,2020,84850,3.5,44135
Chevrolet,2016,49404,1.7,35419
Volkswagen,2011,58483,2.2,9881
Mazda,2021,132482,3.9,35658
Ford,2020,21541,2.1,5709
Chevrolet,2022,65452,2.5,32871
BMW,2016,26329,2.1,36368
Kia,2021,130071,2.6,37620
Volkswagen,2011,123316,1.8,12282
Kia,2012,57934,2.7,35639
Ford,2014,24072,2.2,7322
Volkswagen,2016,30268,3.5,9933
Ford,2022,128931,2.4,41993
Kia,2015,108348,3.5,38997
BMW,2021,33459,3.1,40523
Volkswagen,2016,133578,3.8,27452
Nissan,2020,12846,3.5,8300
Hyundai,2015,105402,3.7,24592
BMW,2022,56308,2.8,38030
Volkswagen,2021,135445,3.8,34179
Ford,2010,141526,1.8,22614
Ford,2014,101236,1.6,13154
Honda,2021,39895,2.8,41464
BMW,2010,34678,3.5,40321
Ford,2016,116023,2.0,8716
Toyota,2013,59752,3.9,20914
Hyundai,2014,61183,1.9,16365
Kia,2010,12762,3.2,33885
Chevrolet,2017,9426,3.8,12766
Honda,2013,72010,3.9,18964
Ford,2012,18051,3.1,25398
Toyota,2010,142061,2.9,26353
Honda,2013,14240,1.6,22665
Toyota,2012,54567,1.5,27920
Honda,2017,132277,4.0,37405
Ford,2018,100331,2.1,25883
Toyota,2021,43275,1.6,43740
Volkswagen,2014,121854,2.8,26244
BMW,2018,10782,2.2,25667
Chevrolet,2010,17646,2.3,32274
Kia,2016,54440,2.3,34031
Chevrolet,2020,105904,2.0,22105
Kia,2023,62918,3.9,11876
Nissan,2016,90332,2.1,10489
Hyundai,2015,75859,2.8,29343
Nissan,2013,56545,2.0,16614
Mazda,2022,91000,3.4,36897
Ford,2020,147326,2.0,22606
Volkswagen,2018,55164,3.0,22315
BMW,2023,125936,3.6,24236
Volkswagen,2012,40128,2.1,10265
Chevrolet,2020,97245,3.5,23152
Kia,2020,8512,1.6,38886
Nissan,2010,78654,1.7,15575
Volkswagen,2011,125287,2.4,14490
Nissan,2012,71887,2.5,31096
Hyundai,2011,118121,2.7,31428
Hyundai,2015,25288,1.5,33549
Kia,2022,127548,1.7,15348
Mazda,2023,15539,1.4,31115
Volkswagen,2016,146917,3.9,8720
BMW,2014,51870,2.2,38048
Nissan,2014,81702,3.2,37150
Nissan,2016,18467,3.0,21440
Hyundai,2015,51436,3.3,27852
Ford,2021,51943,3.7,21474
Kia,2017,28116,2.0,5003
Nissan,2018,149090,2.5,13724
Hyundai,2011,114790,2.3,37664
Hyundai,2021,139511,1.6,29010
Toyota,2011,21696,1.5,13606
Nissan,2010,20948,3.4,43096
Toyota,2016,65962,1.7,13454
BMW,2020,91141,1.4,13936
BMW,2023,17192,2.5,27128
Hyundai,2013,28362,2.2,44026
Ford,2018,30071,1.6,36116
Ford,2015,128860,1.5,5310
Toyota,2021,133598,3.8,30182
Hyundai,2016,86226,3.8,27211
Toyota,2022,100118,2.7,31120
Kia,2016,138979,3.6,37876
Toyota,2017,103275,3.5,40101
Mazda,2013,73679,2.9,27999
Nissan,2012,79455,3.4,42993
BMW,2012,132073,3.8,41863
Honda,2019,92310,2.9,16715
Hyundai,2017,12574,2.7,9156
Ford,2021,145378,1.4,31690
Volkswagen,2022,39811,2.8,7294
Nissan,2012,130044,3.5,32548
Honda,2017,143753,3.4,5337
Mazda,2011,140925,3.1,21996
Volkswagen,2014,97955,1.5,12795
Ford,2014,32462,3.8,24195
Mazda,2016,67165,2.5,11923
Ford,2014,127986,2.9,40503
Ford,2018,11599,2.4,15773
Hyundai,2012,138413,2.3,41198
Volkswagen,2018,60471,2.7,25403
Kia,2010,50012,2.7,30092
Toyota,2012,120938,2.3,36479
Toyota,2013,32217,3.5,40570
Nissan,2015,93392,1.5,23515
Ford,2019,12408,1.7,36806
Nissan,2017,40841,1.6,34899
Volkswagen,2016,127960,2.9,7301
Ford,2017,114031,2.5,10528
Ford,2015,87181,2.6,21767
Honda,2015,52812,2.9,35817
BMW,2023,123007,2.2,23963
Toyota,2015,133329,1.9,25456
Volkswagen,2012,62302,2.2,11786
Mazda,2023,75439,4.0,17735
Mazda,2019,133895,3.9,14094
Kia,2013,50603,3.9,25738
Chevrolet,2020,56814,1.5,23667
Volkswagen,2015,126646,1.6,21197
Chevrolet,2022,39740,1.5,9863
Honda,2016,26274,3.5,41403
Mazda,2012,110026,4.0,14667
Volkswagen,2013,67842,2.8,13331
Ford,2015,14031,3.2,35804
BMW,2010,49796,2.3,15350
Hyundai,2020,98425,3.4,24425
BMW,2016,98760,3.1,5114
Kia,2022,60878,3.5,35909
Mazda,2020,21931,2.7,43330
Nissan,2010,50122,1.9,37807
Nissan,2020,67121,2.6,24889
Hyundai,2022,64970,2.2,33583
Mazda,2021,43320,3.2,36700
Volkswagen,2022,63669,1.8,21920
Ford,2021,89791,2.3,35469
Kia,2022,110846,1.4,15970
Nissan,2019,5574,3.5,11079
Hyundai,2020,137173,2.5,12522
BMW,2020,22759,3.4,26035
Ford,2018,100038,1.7,39816
Nissan,2019,43002,1.9,18188
BMW,2018,90868,3.6,10547
Volkswagen,2020,84352,2.9,26817
BMW,2018,19319,1.4,20967
Ford,2013,116126,3.8,34585
BMW,2011,91384,4.0,12468
Volkswagen,2016,28909,3.1,12609
Kia,2022,8750,3.3,21040
Ford,2013,124294,1.7,26666
Kia,2023,98177,3.4,10795
Hyundai,2014,148071,1.7,41393
Mazda,2010,36106,3.7,21073
BMW,2020,91810,2.7,25481
Honda,2021,110306,1.8,28313
Kia,2019,27985,1.6,16426
Volkswagen,2022,125655,2.5,14493
Nissan,2015,10527,1.4,9918
Kia,2021,127582,3.9,19999
Nissan,2016,41066,1.8,11175
BMW,2012,113556,2.5,29560
Hyundai,2019,55678,3.0,16632
Toyota,2011,116206,3.2,5777
Ford,2022,51249,2.9,36190
Nissan,2021,72692,1.9,38138
Nissan,2021,81151,2.6,21485
Ford,2019,7794,2.2,44430
Toyota,2016,107547,1.6,9684
BMW,2010,53128,2.4,24146
Volkswagen,2011,93615,3.0,12138
Mazda,2012,77428,1.7,23567
Nissan,2013,140163,1.8,42334
Toyota,2014,130958,1.6,13969
Toyota,2013,96569,1.4,12626
Hyundai,2019,15396,3.8,30508
Nissan,2012,103415,3.6,29580
Kia,2010,43342,2.0,5774
