price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,zipcode
905877,4,3.4,1133,3728,1.5,98109
909983,6,2.4,2557,17680,2.5,98107
53420,5,4.3,1518,4081,3.0,98105
896307,5,1.4,1214,19548,2.5,98107
228725,3,1.6,3574,10698,3.0,98104
591028,4,2.6,1417,2923,1.5,98107
1425983,5,3.8,1323,19628,2.0,98107
1728653,3,3.8,4773,14995,1.5,98107
1063368,3,2.5,2532,1677,2.5,98109
1032063,6,3.8,1098,13567,2.0,98101
593753,3,1.2,2864,12927,1.5,98104
494648,1,2.2,2800,15098,2.5,98101
1626995,5,3.8,502,13251,2.0,98109
584940,5,1.7,2491,8594,2.5,98107
508189,2,1.9,2426,8754,1.5,98106
1840979,1,1.3,4646,18998,1.0,98101
359815,5,2.5,4262,1596,1.0,98101
1343865,6,4.3,3214,10315,1.5,98106
139342,5,4.3,3327,15220,3.0,98103
1379891,2,4.4,2972,12066,2.5,98101
1315777,4,1.1,4715,5909,1.5,98103
1358396,4,5.0,1117,15948,1.0,98104
1285340,1,3.0,1893,19207,2.5,98103
108541,3,4.5,2964,6298,3.0,98106
59470,2,4.6,2302,14967,1.0,98106
1082657,2,3.1,663,5390,2.0,98105
1815280,5,1.2,2156,16675,3.0,98105
618596,6,3.4,2681,7194,2.5,98105
185669,5,2.3,1134,16973,1.0,98101
1725704,6,1.8,1455,1621,2.5,98105
211860,2,1.7,2619,16513,1.0,98107
1032524,3,3.2,2906,4603,1.0,98103
1148053,4,1.4,4696,15540,2.0,98103
682549,1,4.3,1218,17535,2.0,98109
676754,6,1.9,2472,10794,1.0,98109
345215,4,3.2,3963,14105,2.0,98109
513819,1,1.5,1494,19447,2.0,98107
1553715,3,4.4,1336,5318,3.0,98103
120560,2,3.8,3846,7648,2.0,98106
829680,3,1.8,2796,19803,3.0,98107
1884142,6,3.9,1011,8542,1.5,98107
1549284,2,1.3,2659,7529,3.0,98101
1523562,5,4.1,1541,1570,3.0,98107
1437482,1,3.0,3651,16308,1.0,98109
1265047,5,1.5,4794,4389,1.5,98109
564295,2,3.2,1043,9275,1.5,98101
1342989,1,1.8,4683,17134,2.5,98103
1287087,1,3.7,4003,1373,1.5,98106
1625233,5,3.8,1464,10474,2.5,98101
1470683,1,4.0,2875,10101,2.5,98105
1327205,2,4.6,2421,8495,3.0,98107
836960,6,3.6,3369,18440,3.0,98107
1207382,6,3.0,1497,9439,1.0,98103
1259962,2,4.4,4893,2690,1.0,98105
677267,5,4.6,1174,19186,2.0,98105
985551,3,4.1,1386,6984,2.5,98108
1904756,2,4.8,2736,17987,2.0,98101
1133685,6,4.9,2797,14800,1.0,98104
1636783,2,2.0,2773,12628,1.5,98109
1408218,1,1.7,4719,6193,2.0,98107
1416528,1,2.8,2513,12945,1.0,98104
786152,2,5.0,2852,10474,3.0,98103
1693305,5,1.4,2359,12145,2.5,98108
425987,3,3.8,4993,8734,2.0,98102
556775,1,4.4,2550,3545,1.0,98102
1435140,6,5.0,2543,8622,2.0,98104
1520698,1,3.5,4605,17408,2.0,98108
1468167,6,2.5,3228,18853,1.0,98108
514702,3,1.7,4792,12720,1.0,98103
1165472,1,4.9,941,11292,2.5,98107
1202007,5,4.7,2562,13770,2.0,98102
465162,6,4.2,2083,1235,1.5,98103
1669884,1,4.8,1125,12739,2.0,98103
1303914,1,1.2,3063,10805,3.0,98106
1615491,2,3.5,3850,9979,1.0,98108
858593,5,2.1,3627,19917,3.0,98106
77738,5,4.1,1458,19223,3.0,98106
1757861,2,1.4,1538,4555,2.0,98104
1500255,6,2.0,590,11311,2.0,98104
107153,4,4.4,3264,16161,2.0,98104
1836884,3,4.0,2017,11409,2.0,98109
111009,5,5.0,4834,12607,2.5,98105
1972946,4,3.6,4312,1006,3.0,98109
935978,6,2.2,1740,11218,1.5,98108
534469,3,3.2,684,12981,2.5,98105
1795488,5,4.8,694,13232,3.0,98106
1416991,1,3.6,515,10235,1.0,98104
846229,5,4.5,3652,14400,2.0,98102
1446850,3,1.1,4174,9691,2.0,98106
121942,4,2.5,4133,10271,2.0,98101
168065,1,4.7,4880,4838,3.0,98101
1374685,3,1.2,645,18791,1.0,98105
1374453,6,3.1,1939,4517,1.0,98102
496439,3,2.4,4568,5899,2.5,98102
1487902,5,3.6,2398,15099,2.5,98106
1618366,6,1.6,4244,19925,3.0,98109
732286,2,3.6,1993,8569,2.5,98104
734143,2,5.0,2398,17839,2.5,98106
657648,1,2.1,3207,10754,2.0,98101
1266042,3,2.8,4994,16236,2.5,98106
1469098,4,1.1,579,2374,2.5,98101
770156,1,2.7,4967,8597,2.5,98102
340431,6,2.6,1685,13372,3.0,98109
1180680,1,3.3,3559,10779,2.5,98104
1784372,5,2.0,3776,8554,1.5,98108
1447636,6,2.3,3520,14625,1.5,98104
1844268,4,3.4,4434,2369,2.5,98101
1565359,3,4.6,4645,17336,1.5,98104
1579275,6,1.9,1937,11750,2.0,98108
1888196,3,3.7,2668,7621,3.0,98104
1714069,3,3.1,4236,15232,2.5,98104
282321,1,1.4,957,16345,1.5,98105
1982357,5,3.3,2773,2143,2.0,98104
187837,1,3.8,3831,11442,2.0,98106
494842,2,3.4,2825,1957,2.5,98109
794067,2,1.4,2551,18192,2.0,98103
191879,3,4.4,2290,7373,2.0,98101
60204,5,1.2,3875,10504,2.5,98108
1846538,6,1.9,650,14027,1.5,98104
763304,3,3.5,2553,9229,1.0,98109
1927128,6,1.9,4024,3485,3.0,98105
152903,3,1.4,2483,4388,2.5,98101
465874,1,3.0,2265,1527,1.5,98106
873513,3,3.9,4216,13884,2.0,98108
830975,3,2.6,4500,16454,1.0,98108
1657850,5,3.8,1421,10715,2.0,98109
915754,5,4.4,1454,15082,1.0,98108
1979827,6,4.8,584,10689,1.0,98108
624592,5,1.9,917,16063,1.5,98101
1950600,3,3.4,4749,5233,2.5,98102
1419268,5,2.1,3261,16416,1.5,98105
1078341,5,4.5,1205,10116,2.5,98108
1459167,4,4.6,3841,11405,1.5,98101
1662850,4,2.3,872,4046,1.0,98107
386239,2,3.6,1594,16109,1.5,98107
1190170,1,4.6,3773,16069,3.0,98101
400425,1,3.0,1403,9067,2.5,98107
1689015,5,3.9,4816,7060,2.5,98106
1958606,2,4.2,1682,8974,1.5,98104
1913222,2,4.5,2785,3101,1.0,98109
875177,6,3.1,3398,3201,1.0,98104
552939,4,4.8,2253,3273,2.0,98102
1272196,2,3.5,3249,7428,1.5,98104
191753,3,1.6,4989,11918,2.0,98104
188056,6,3.4,2309,14713,1.0,98109
208651,5,2.2,2896,16012,2.0,98107
1975818,3,2.5,821,16726,2.5,98105
284347,1,4.2,1703,6039,2.5,98107
1808869,4,4.9,4171,10964,3.0,98104
1519191,3,4.5,625,17632,2.5,98106
736841,5,2.3,2921,9217,3.0,98101
1099520,3,2.8,3262,6379,1.0,98104
668281,3,4.9,4190,11248,3.0,98106
321258,2,4.7,3659,19931,1.5,98104
876278,4,4.9,4097,10540,1.5,98106
789026,1,2.7,3814,15128,2.5,98105
1307496,5,4.2,3077,12733,3.0,98104
1355381,6,4.5,4672,16848,1.5,98104
1393316,6,1.2,4885,9722,3.0,98104
678375,5,2.1,3398,6156,1.0,98109
1042791,1,4.5,4124,7960,2.0,98109
843339,5,2.6,2666,5485,1.5,98101
305035,2,2.1,2110,2343,3.0,98108
1257762,6,2.1,2418,1918,1.5,98104
1910017,6,2.5,717,7686,1.5,98104
396990,3,2.0,3363,8732,1.0,98101
1935249,2,1.0,3583,11272,1.5,98109
1789661,6,1.7,4532,1576,2.0,98101
855428,2,4.5,4353,7910,1.5,98109
1497839,2,1.3,2867,7722,1.0,98105
1389487,1,2.7,2573,17556,2.5,98101
1377067,6,2.8,890,15563,1.0,98103
152063,4,4.1,4650,5183,1.0,98103
1646966,1,2.0,4497,17616,3.0,98101
1627127,1,2.2,4746,8081,3.0,98103
420729,2,1.1,962,4179,2.5,98106
1166014,4,4.6,1851,2714,2.0,98109
1194935,1,3.7,1434,16821,1.5,98103
473756,4,2.1,1743,17760,1.0,98108
704539,6,4.6,3875,4101,2.5,98102
1592663,2,1.3,1010,7702,2.0,98109
1567518,1,2.5,4104,5782,1.5,98105
506985,4,3.3,4261,14361,3.0,98109
746203,5,3.0,4999,11523,2.5,98107
77690,1,3.6,4565,11014,1.0,98109
577282,1,2.2,3642,17187,2.5,98102
1202109,1,4.0,3409,3094,1.5,98102
1166122,4,2.6,3266,17556,1.0,98103
1499169,3,1.5,2108,16488,1.0,98108
390716,6,4.0,2190,11433,2.0,98107
600755,1,4.6,1269,10691,1.0,98107
820878,5,2.5,727,12619,1.5,98108
705408,5,3.4,2894,13822,1.5,98105
218050,2,3.8,1307,1915,1.5,98103
1607658,3,4.3,1047,11656,1.0,98101
563672,3,1.8,4571,17221,3.0,98109
1932614,4,3.3,2392,6349,2.5,98108
1049078,2,4.0,1223,13888,1.5,98101
1983120,4,1.8,3561,1494,2.0,98105
1696278,2,2.9,2821,17378,2.0,98109
929577,6,2.9,614,5230,1.0,98108
754582,3,4.4,2750,3731,1.0,98105
622403,6,4.1,4535,1103,2.0,98102
926038,4,1.9,1648,4587,1.0,98103
1663511,2,1.9,2242,12020,2.0,98106
1153183,3,3.9,3460,14593,2.5,98109
1549202,3,4.0,4049,11079,3.0,98107
1120572,1,1.7,4661,4498,1.5,98107
1022425,4,2.6,4803,7027,2.5,98102
1182273,1,4.3,777,19295,1.0,98102
1406742,3,1.3,638,18696,2.5,98107
876580,4,2.5,1175,16336,3.0,98103
1690628,4,3.6,2879,9514,2.0,98109
1976909,6,4.1,3094,14830,2.0,98103
402868,5,3.6,1566,8855,2.0,98104
289190,2,2.6,2336,5761,1.0,98102
58888,5,5.0,3436,10658,3.0,98102
1842602,5,1.2,1180,17039,3.0,98108
485413,3,3.0,3379,11305,1.0,98101
1051830,6,3.0,4866,17427,1.5,98104
1320008,2,2.0,2847,18825,2.0,98107
411085,5,3.2,1565,9803,2.5,98106
329477,5,1.9,2120,17009,2.5,98109
551616,4,2.8,4880,5175,2.5,98108
610643,3,2.7,2458,6597,1.5,98102
280487,5,4.1,3543,2967,1.0,98106
703974,2,4.8,3826,6462,1.0,98101
517119,1,1.8,1229,18847,2.0,98103
1033762,1,5.0,1893,18211,1.5,98108
1785081,3,4.8,3402,16238,2.5,98101
823890,1,1.5,550,2915,1.0,98101
299434,4,4.6,539,4597,1.5,98101
939602,4,3.3,1268,2892,3.0,98105
1436395,2,4.5,3468,19561,1.5,98107
1279502,6,4.8,1017,3852,2.0,98104
641952,3,4.4,4976,14124,2.5,98109
550638,3,2.6,2519,19533,1.0,98106
660441,1,3.5,2429,18645,1.0,98105
1716480,5,2.9,4824,19709,3.0,98105
1920293,5,2.5,4958,16173,3.0,98106
1354925,6,2.0,1774,14100,3.0,98102
1509325,5,2.8,4989,17134,2.0,98103
1000128,6,4.2,3229,13273,2.5,98103
621284,2,4.4,1824,14283,3.0,98109
359091,3,4.8,1100,19180,2.5,98104
471172,1,2.2,2296,10819,2.5,98106
1936038,2,3.6,812,11070,3.0,98101
501813,4,3.8,1162,14889,2.5,98107
1927451,4,1.8,994,8143,1.0,98106
702632,4,2.5,4475,16601,2.5,98107
279685,6,2.4,3547,17020,2.5,98103
377608,6,4.9,2694,12640,1.0,98101
1750883,3,4.8,4495,19241,1.0,98105
185024,4,4.3,2231,10985,1.5,98106
1024384,6,2.9,4133,4302,1.5,98104
233273,6,2.1,3401,12994,3.0,98108
694742,5,4.7,4927,18197,2.0,98103
174444,6,2.1,1275,11948,2.5,98108
424319,4,3.1,4015,8747,2.5,98105
354604,2,2.0,941,15997,2.0,98109
1252444,4,4.9,3548,12160,3.0,98109
212818,5,1.2,910,11047,2.5,98105
530001,4,1.7,2760,7322,1.5,98104
1098591,1,4.1,608,2695,2.5,98104
1934765,5,1.6,3673,6342,1.0,98101
1255605,3,4.9,3436,9848,2.5,98107
655829,4,2.3,2959,7525,2.5,98104
1644156,6,4.7,2226,5769,1.0,98106
1483414,2,3.6,3665,6060,1.5,98107
212948,4,3.5,983,5777,1.0,98106
766087,2,4.7,4639,4421,2.0,98102
1145622,1,3.1,1839,8729,1.5,98109
1637681,3,2.6,1106,13791,2.5,98105
1108335,6,1.9,2937,17492,1.0,98102
1278080,5,1.6,1969,18588,1.0,98101
1367132,5,4.2,4330,4037,1.5,98104
1549549,3,1.5,934,15349,1.0,98104
332648,1,2.6,4718,1578,2.0,98109
1469220,1,2.6,3561,7373,3.0,98102
320651,4,3.7,2317,19963,2.5,98101
1119626,1,2.1,1451,13438,2.0,98108
448036,4,4.4,3306,4988,1.0,98104
536383,2,1.8,1375,11233,3.0,98102
1198729,3,4.2,2008,10604,2.5,98108
1898595,2,4.4,3794,4635,2.0,98108
281329,2,1.8,4604,10416,1.5,98101
1680596,2,4.2,3917,1210,2.5,98104
626209,2,3.9,3445,9772,1.5,98105
1537291,5,4.5,4717,10923,2.5,98101
1740598,1,3.0,3387,5561,1.0,98106
1089786,3,1.9,1632,8612,2.0,98101
187912,3,4.6,3383,9445,2.5,98102
546586,6,4.2,1645,11969,1.5,98109
605728,2,1.1,2618,6755,2.5,98108
1658047,3,4.8,1698,7666,2.5,98104
1981180,4,4.8,4046,1066,2.5,98109
1756325,3,2.4,2244,2859,1.0,98103
688803,2,1.0,2259,11290,2.0,98101
1483903,3,3.2,3590,14755,3.0,98105
378443,1,4.7,2252,7837,2.5,98108
1843397,2,1.5,3664,15384,2.5,98106
1059589,5,3.4,3980,13172,1.0,98104
1738367,1,3.9,1576,15484,1.5,98101
1137599,3,1.5,1521,14034,3.0,98101
1279677,5,3.1,1491,12162,3.0,98106
352085,6,1.4,1086,9004,3.0,98105
1545742,1,3.2,1057,9272,1.0,98105
958109,6,2.8,3986,8764,3.0,98109
792319,4,2.1,2071,14760,1.5,98107
126054,1,4.4,1655,12279,2.0,98105
1426083,5,2.5,1141,16702,3.0,98104
551772,6,3.8,4383,9575,2.5,98104
636030,4,4.2,4686,4504,1.5,98101
1091963,6,1.7,3693,4399,1.5,98102
1589688,3,1.5,2906,3661,3.0,98108
619503,2,1.0,4377,15557,2.5,98107
1092585,6,2.2,4541,14889,1.5,98104
1932865,3,4.3,3252,13861,1.0,98101
1940484,2,4.1,3685,19807,3.0,98104
209245,2,4.5,918,7264,2.5,98109
1501187,5,4.0,2734,13447,2.0,98104
896200,4,1.1,1310,16319,1.5,98101
1340019,4,2.5,2139,12017,2.0,98108
1576535,1,1.0,3404,7318,2.5,98109
1202167,3,1.1,3274,16556,1.0,98103
1347621,5,2.9,2153,7362,2.5,98102
1669093,6,2.4,4600,2467,2.0,98105
1996714,3,3.2,4898,2468,2.5,98101
112583,6,1.3,2475,11489,2.5,98104
305931,6,3.4,2504,8704,1.5,98106
1258572,6,1.3,3109,8750,2.5,98107
1748875,1,2.7,4797,11619,1.0,98102
1564761,1,2.4,2191,3877,1.5,98109
1390824,5,1.9,1325,16932,1.0,98102
814948,1,2.2,4269,10900,2.0,98105
874026,5,1.0,4592,4098,2.5,98107
315808,1,2.3,929,12220,3.0,98109
1895536,4,1.3,4413,19971,2.5,98107
1782126,5,4.7,4221,17545,3.0,98106
771393,4,1.3,1881,5890,1.5,98106
504377,4,4.8,2255,4854,2.0,98105
778537,5,3.0,3249,17900,3.0,98109
702692,3,3.1,4171,12583,2.5,98104
1300240,2,4.2,3411,7416,2.5,98102
1393619,1,3.8,1918,9071,2.5,98101
907411,6,1.9,4982,19744,2.0,98104
591529,1,1.1,2452,15679,3.0,98101
882643,6,4.1,2601,7126,3.0,98109
1686336,3,1.5,2530,11537,2.0,98108
255320,2,3.4,3234,8108,1.0,98104
1041261,3,4.8,1478,12919,1.5,98102
81346,2,3.2,1261,18492,2.0,98106
1704060,5,2.1,634,16248,2.5,98106
416595,5,1.7,3120,3987,1.0,98103
782484,6,1.1,3073,6002,3.0,98103
1987916,4,3.5,2805,3043,1.5,98107
1534012,4,3.2,2848,15500,2.5,98107
1247590,6,2.8,3511,1539,2.5,98109
1934175,5,1.8,2186,16466,2.5,98106
872805,6,1.9,2188,2693,2.0,98105
1952151,4,4.8,3752,9621,3.0,98109
1743487,6,1.1,880,8082,1.0,98102
946445,5,2.5,2430,16071,1.5,98102
1100592,3,1.2,2316,12354,2.5,98104
1954118,1,1.8,3890,8420,2.0,98104
1621771,5,4.7,1638,14153,2.0,98104
1013813,6,1.6,641,8140,1.5,98105
581562,5,3.4,2024,8734,1.0,98103
1075743,5,2.4,1552,10017,2.0,98102
65748,4,3.5,4709,19738,2.0,98104
1511967,6,4.4,2555,19447,3.0,98109
1596502,4,2.1,3875,10195,3.0,98104
1634690,6,1.3,3874,14892,1.0,98101
919440,4,1.8,4370,13434,1.5,98108
703576,4,2.8,4717,4690,2.5,98103
477345,3,3.1,4821,9870,2.0,98101
1299657,5,4.8,4624,17925,2.5,98101
1873918,3,1.1,1087,2051,2.5,98105
466706,4,4.0,1847,17450,2.5,98104
942055,3,1.3,533,12839,1.0,98107
222507,5,1.3,1574,13857,1.5,98107
1828953,5,3.6,2044,5604,1.5,98109
570140,4,4.6,2680,3883,3.0,98103
273023,5,2.2,3763,6554,2.5,98102
1443826,3,2.1,1027,8936,2.5,98101
1815813,2,3.5,3758,10431,2.0,98102
987302,5,4.1,3655,9063,1.0,98102
1415358,3,4.5,1395,12535,2.5,98106
1167648,3,2.0,4502,8878,1.0,98101
1165885,3,4.0,4258,5465,3.0,98108
1259542,5,2.2,2026,10752,1.0,98105
551775,2,3.2,1103,17270,1.5,98101
1485444,4,1.8,1302,6898,1.0,98107
235639,4,1.6,1585,17582,2.5,98108
1658190,5,4.7,2580,5646,2.5,98101
760419,5,3.2,642,1642,2.5,98102
1890087,1,1.0,3912,16243,2.5,98109
1482132,6,4.2,1885,4286,1.0,98102
1710204,2,3.8,4718,8209,2.5,98107
1970219,3,2.3,2021,6160,1.5,98104
468810,6,2.9,2408,15909,2.0,98108
354893,3,2.8,1917,6596,2.5,98109
1790228,6,2.1,4075,15743,3.0,98108
1741056,4,4.9,1253,3006,2.0,98104
910966,6,3.2,4859,3046,1.0,98102
1350325,5,4.6,2541,16804,1.5,98102
1964241,2,3.3,4683,19868,1.5,98101
1674682,4,3.8,3007,8154,3.0,98105
1996918,6,1.1,1760,7024,2.5,98106
1636293,2,3.0,2033,19151,3.0,98107
1680612,5,3.9,2094,19702,2.5,98106
1671671,3,1.5,4420,7405,2.5,98103
319284,1,3.7,3746,13660,1.5,98104
1423946,2,1.3,2095,16733,1.5,98108
812449,3,4.2,3740,9151,2.5,98105
1506693,2,4.9,3799,3673,1.5,98107
925247,2,3.5,2879,5209,1.5,98107
1913533,2,1.3,3435,18629,1.5,98103
1381211,5,3.3,4009,9914,2.5,98107
249888,4,4.0,598,17855,2.5,98109
216052,2,4.7,4736,13275,2.0,98105
1605309,5,1.2,2235,10721,1.5,98105
1325173,1,4.1,2097,1586,2.5,98104
1106654,4,1.5,4478,9061,1.5,98109
665942,5,4.2,3392,15749,2.0,98108
179101,1,4.6,4567,17773,2.0,98109
532737,4,4.4,1353,11230,1.0,98108
1540496,5,3.6,3681,9970,2.5,98108
591285,1,3.0,2093,13099,2.0,98108
523026,5,4.5,1355,18358,2.5,98108
706228,1,3.1,2961,10071,2.5,98101
558715,2,1.8,3579,14079,1.5,98105
469614,2,4.8,3512,13045,2.5,98108
262650,4,2.5,2910,12287,1.5,98109
409500,1,3.5,2923,4926,1.5,98102
1474431,2,1.8,4147,10284,1.5,98109
857678,4,1.4,4473,3670,3.0,98104
201633,3,3.2,2473,3141,2.5,98108
1133088,2,3.2,4873,4685,2.0,98107
1068064,2,2.5,3762,12823,2.5,98109
275226,6,2.2,1003,4522,1.0,98107
1307043,5,2.5,2257,4473,2.5,98109
894297,3,4.2,4674,8253,3.0,98105
991084,1,2.4,2475,4570,1.0,98103
514175,4,4.7,1199,12293,1.0,98102
939825,3,1.5,1159,10664,1.5,98103
646432,1,4.7,4690,12768,2.0,98102
747845,2,3.8,2150,16124,1.0,98108
1215939,6,2.4,1176,9253,3.0,98102
362809,4,1.0,721,14237,2.0,98108
1824348,4,4.2,2458,7171,2.5,98105
231675,3,4.9,3152,16331,3.0,98101
1250686,5,4.9,3805,7431,2.0,98105
667830,1,2.7,620,8318,3.0,98107
937743,6,1.3,4725,11053,1.0,98108
1588138,6,2.3,3950,2915,1.5,98107
1899333,3,2.2,2091,8838,1.5,98102
216964,5,1.4,3706,18426,2.0,98101
444969,5,3.1,3431,12975,1.5,98107
1062571,5,3.4,4046,7151,1.0,98109
723356,4,3.9,1293,14779,3.0,98107
905243,1,1.2,2622,15590,1.5,98108
1828219,1,2.1,3896,3367,1.0,98105
1012715,3,2.4,2622,10943,3.0,98106
166737,2,4.6,4732,14949,1.0,98104
506036,3,4.6,2808,10394,2.0,98107
312968,1,2.0,3783,14830,3.0,98107
1505672,4,2.9,4126,3556,3.0,98108
1863281,3,2.7,1297,14018,1.0,98101
692006,2,3.1,3133,14034,1.5,98106
378761,6,2.1,4056,18666,2.0,98105
1372237,3,2.9,2067,1144,1.5,98107
1775619,5,1.6,4811,6892,2.5,98109
1508668,2,3.8,863,18902,2.0,98109
1463788,5,2.5,4826,8240,2.0,98103
517018,4,3.2,882,6490,1.0,98108
1830655,1,3.4,4830,4141,1.0,98104
1871984,3,4.3,2701,7059,2.0,98105
1877186,3,1.3,4253,10113,2.0,98103
529818,5,2.9,4607,1281,3.0,98109
1308061,5,4.6,2721,16298,1.5,98105
322126,1,2.3,2702,19415,1.0,98107
469814,3,2.8,1018,9633,3.0,98101
195711,1,1.3,735,12032,2.5,98103
1693074,5,4.0,4893,19461,2.0,98102
1692716,6,1.3,1767,4584,1.0,98108
950050,5,3.5,2670,13195,2.0,98108
1878003,2,2.5,2015,10472,3.0,98102
1108271,5,2.4,2845,3012,2.0,98108
1147158,5,3.3,2477,12837,2.0,98106
1391814,6,3.3,1788,15578,3.0,98105
1814571,1,2.6,3679,11248,1.5,98103
1382907,2,2.1,1697,8768,3.0,98104
954445,2,3.0,3676,11261,2.0,98103
703009,3,2.1,4432,1257,1.5,98105
680971,6,1.4,2217,10225,3.0,98105
1886222,4,4.2,2128,12874,3.0,98104
1908948,3,3.8,4716,18131,1.0,98102
569382,3,1.3,3401,3733,3.0,98105
1667270,3,1.7,2051,8269,2.0,98109
1058725,2,1.4,3488,9819,1.0,98101
1010985,1,4.2,1043,17571,1.5,98104
197049,5,4.1,923,8702,1.0,98105
1095323,2,2.6,3917,8752,2.5,98109
1536631,5,4.3,3677,1829,1.5,98102
1549666,5,4.9,1493,6251,2.5,98107
1943422,4,4.9,2031,19140,2.0,98101
1462160,3,4.9,3503,18562,1.5,98108
285994,4,4.4,4886,19396,1.5,98102
1988577,3,1.9,4926,11552,1.0,98101
1810177,2,1.2,4015,16869,2.5,98104
1303149,5,4.2,2072,17426,2.5,98109
1829069,4,2.2,2432,9111,1.0,98104
1159057,6,2.4,1411,16785,1.0,98105
1860948,2,1.3,4301,15318,1.0,98102
339884,2,3.9,4911,1523,1.0,98102
1948336,6,2.7,4224,5186,3.0,98109
1018147,3,1.8,4530,5533,1.0,98106
1595309,5,3.6,3811,8018,1.0,98106
1372601,3,4.9,655,15626,1.0,98108
1397716,3,3.0,1428,13115,3.0,98103
737537,2,3.4,3981,8836,2.0,98106
1745060,3,1.7,2535,17729,2.0,98107
1660041,1,1.6,3229,10226,1.0,98101
1164702,6,2.8,2832,5715,1.5,98101
1417251,6,4.4,2197,15471,3.0,98106
76119,5,4.6,3173,11606,1.0,98106
692032,6,3.6,1377,4261,3.0,98108
1215470,3,2.4,2815,3742,3.0,98102
1257563,3,4.0,3495,14914,2.0,98109
1494500,4,2.2,1614,4493,2.5,98107
481965,5,1.9,1819,7109,2.5,98101
1143565,5,4.2,3510,18244,2.5,98103
1907114,6,4.0,856,12040,1.0,98105
1902139,3,4.5,3492,7922,2.5,98108
1931561,1,3.3,2445,19263,1.0,98107
1025648,4,4.6,3879,16950,1.5,98102
1105129,1,1.1,817,1900,2.0,98107
1640745,3,2.0,2360,16816,1.5,98107
51379,5,4.2,1840,18283,1.0,98108
402935,5,2.7,3399,8913,1.5,98105
1466384,1,2.0,1519,8107,2.5,98106
119306,2,4.2,1487,15756,1.5,98104
1511518,3,4.3,1936,16474,3.0,98102
1342401,5,2.8,1573,19932,3.0,98103
976592,6,2.9,860,14324,2.0,98109
1526106,2,4.1,3507,3314,1.5,98102
561030,5,4.1,4073,16819,1.0,98108
1727376,6,4.5,4057,2273,2.0,98108
328494,5,3.6,1369,17803,2.5,98106
1598971,2,1.7,1376,6516,2.5,98109
1198175,1,3.2,4264,17058,3.0,98109
1704261,3,2.5,4294,13868,2.0,98107
1440229,2,1.1,2319,6396,2.5,98103
592057,2,1.8,2931,4424,1.5,98104
752609,5,1.8,501,4179,2.0,98107
675872,6,1.3,2192,3998,1.5,98102
1407085,2,2.8,2689,8248,1.5,98103
362329,3,3.0,2804,14146,1.5,98102
1756722,1,2.4,3502,3840,2.0,98107
1854473,6,2.6,3557,1605,2.0,98104
1225101,1,3.2,3656,2327,3.0,98108
1493412,1,1.5,3814,3010,2.0,98103
610591,3,3.2,4510,16746,1.0,98109
1118165,5,3.8,1794,5938,2.0,98107
1363602,6,4.5,978,16536,3.0,98101
230394,6,2.2,3567,13192,2.0,98107
703524,3,4.0,4311,5936,1.0,98102
467740,6,3.4,3958,1581,2.0,98104
1894753,2,3.0,1367,8393,3.0,98108
1069705,4,4.7,3961,2668,1.0,98103
65861,4,3.5,1905,17898,3.0,98102
665995,4,2.5,1998,2477,2.5,98104
1414981,1,3.9,1033,4850,1.5,98104
1877907,6,4.8,4942,2866,3.0,98103
708197,3,4.7,1722,2319,2.5,98106
386279,6,4.9,3802,5197,2.0,98105
628668,3,1.4,4005,4135,1.0,98103
1971097,6,2.8,3903,18999,3.0,98106
679313,1,2.7,1859,3771,1.0,98108
1803767,2,2.5,1757,19515,2.5,98104
270421,4,1.7,3940,3521,3.0,98107
1005759,4,4.3,4110,11466,2.0,98107
1343073,6,3.7,1838,11495,2.0,98105
1783456,1,3.4,669,13524,2.0,98104
1521333,4,2.8,4008,5585,1.5,98107
1033276,6,2.6,1817,3712,2.0,98106
94397,5,4.1,3934,6405,1.5,98107
913517,6,3.1,4895,5770,3.0,98105
900297,3,3.4,3561,3330,3.0,98108
1940964,4,1.4,4285,16299,2.5,98105
1519245,4,2.9,4672,5091,2.5,98107
1554137,5,1.5,4408,1412,1.0,98105
937159,2,1.2,4783,17738,3.0,98106
1504698,6,3.8,1262,3196,1.0,98108
327132,2,2.1,1399,9360,2.5,98103
1257371,6,4.9,3190,7558,1.0,98107
608088,5,3.4,3025,6023,2.5,98101
208502,2,3.6,517,6123,1.5,98105
1524327,1,1.8,4344,15413,2.5,98108
249548,5,1.5,3407,11834,3.0,98109
1356229,6,3.1,2449,18455,3.0,98101
1972337,3,4.7,2249,8036,1.5,98103
1675148,3,1.2,2041,11503,1.5,98101
1679096,3,3.0,1968,13999,2.5,98109
94420,6,1.8,3003,7320,3.0,98108
874142,4,4.1,4714,15021,2.5,98104
1564289,5,3.7,1971,11850,2.5,98102
666323,5,1.4,4562,12134,1.5,98104
1532290,2,3.5,1080,19547,2.5,98102
867715,5,4.9,4460,11811,2.5,98101
1295817,5,3.1,3460,5541,1.5,98108
1039862,2,2.1,2823,2482,1.5,98101
1816393,5,1.6,4687,4468,2.0,98102
1348439,5,5.0,4526,13120,2.5,98101
75968,1,3.3,2188,2842,2.0,98104
1161084,6,2.5,2915,16862,1.5,98102
810151,2,1.9,3077,6410,3.0,98102
1817156,1,4.8,3040,10305,2.0,98101
425579,4,3.5,4051,17754,1.0,98105
1183942,2,1.2,1424,14907,1.0,98105
