Income,Credit Score,Loan Amount,Decision
54395,784,60860,Approve
32335,839,52945,Reject
100112,633,38760,Reject
30500,640,60506,Reject
38083,767,127296,Reject
111256,610,75983,Reject
35543,817,23243,Reject
98812,600,115627,Reject
82237,757,23666,Approve
119716,844,102857,Reject
36613,770,39411,Reject
96863,681,103940,Reject
70540,625,80126,Reject
106202,652,43586,Reject
56255,724,100168,Reject
115666,774,130036,Reject
52068,847,87510,Approve
79057,608,78862,Reject
48946,608,129165,Reject
50547,728,21258,Approve
115237,798,125356,Reject
35769,771,39494,Reject
54883,658,62202,Reject
91340,783,33528,Approve
109199,705,104673,Reject
65162,778,107714,Reject
118388,724,137363,Reject
115924,615,148839,Reject
63434,637,100544,Reject
52102,738,97400,Approve
51536,842,118723,Reject
107891,752,127148,Reject
97770,820,88407,Approve
80388,810,80589,Approve
80775,809,51432,Approve
61147,848,35202,Approve
80526,838,98637,Approve
53659,658,119171,Reject
112096,628,147088,Reject
53088,807,36238,Approve
98464,837,31179,Approve
89998,767,110285,Reject
70382,607,147986,Reject
58184,697,50793,Reject
50099,733,28004,Approve
99810,772,134462,Reject
67739,708,41116,Approve
38389,780,144439,Reject
47352,821,106047,Reject
51148,707,133917,Reject
61828,825,106512,Reject
98040,748,51856,Approve
86795,843,120546,Reject
88620,656,98351,Reject
87114,675,22488,Reject
70711,712,103432,Reject
47748,605,91152,Reject
118636,830,137459,Reject
63691,790,136331,Reject
118517,723,52791,Approve
95282,733,120641,Reject
90360,652,137631,Reject
40246,731,51027,Reject
89395,844,32591,Approve
62486,608,126326,Reject
60340,668,24726,Reject
114874,673,136404,Reject
80300,710,125398,Reject
33086,799,24133,Reject
44860,686,75681,Reject
47013,603,86280,Reject
37407,785,83044,Reject
63542,636,106097,Reject
54935,670,49813,Reject
79079,605,110105,Reject
64111,836,25940,Approve
86550,650,118353,Reject
105697,833,43196,Approve
119117,806,26217,Approve
116936,698,39433,Reject
106955,777,30934,Approve
70565,695,74377,Reject
49283,741,93404,Reject
96470,826,105809,Reject
116916,610,126255,Reject
109552,609,46198,Reject
68233,788,85373,Approve
52695,808,64357,Approve
72734,612,67787,Reject
111257,720,46363,Approve
31505,761,67459,Reject
35363,659,44019,Reject
78708,836,74927,Approve
73614,778,105275,Reject
31010,604,45589,Reject
49861,839,83672,Reject
54125,801,61113,Approve
39369,759,31093,Reject
99393,611,91797,Reject
56671,779,137002,Reject
105400,740,105376,Reject
94512,684,67940,Reject
105656,839,145182,Reject
115759,781,43792,Approve
74138,716,106186,Reject
83420,721,146893,Reject
98089,824,127112,Reject
45489,781,72201,Reject
89789,640,41027,Reject
99925,647,123608,Reject
79703,650,103845,Reject
117486,774,92381,Approve
106625,777,26810,Approve
88228,717,35228,Approve
33051,695,55225,Reject
68090,675,92418,Reject
58805,645,142508,Reject
74557,826,46187,Approve
32555,699,24241,Reject
80241,637,39493,Reject
108303,839,30729,Approve
95994,691,32549,Reject
46066,740,58013,Reject
34721,803,128123,Reject
107982,749,44347,Approve
36304,835,57208,Reject
72967,729,84772,Approve
108763,692,60378,Reject
70462,676,21998,Reject
101834,826,80270,Approve
80155,612,70283,Reject
105842,656,54760,Reject
32589,761,132172,Reject
67078,746,142735,Reject
84918,736,134100,Reject
43601,715,45089,Reject
37711,694,123344,Reject
116900,760,135400,Reject
89430,754,47737,Approve
93327,772,85750,Approve
33970,729,58514,Reject
99535,678,82782,Reject
116570,810,77947,Approve
66176,656,76133,Reject
71730,694,56537,Reject
112168,656,123171,Reject
43385,743,143549,Reject
35950,706,70232,Reject
103511,678,114766,Reject
83009,733,95153,Approve
116850,613,30461,Reject
53398,626,102394,Reject
55277,637,29323,Reject
56761,746,135550,Reject
94435,764,94539,Approve
93944,726,67283,Approve
61533,834,57040,Approve
102502,603,28678,Reject
102123,657,34749,Reject
52880,817,143571,Reject
100627,736,105028,Reject
71753,832,112734,Reject
112597,712,102187,Reject
117829,767,110896,Reject
31561,742,105793,Reject
83205,832,96699,Approve
89810,828,124835,Reject
94482,603,104321,Reject
99192,817,106829,Reject
117154,651,47917,Reject
116066,745,80415,Approve
117408,832,137004,Reject
58330,780,77328,Approve
46139,786,142297,Reject
62977,698,133968,Reject
34983,781,115477,Reject
69909,768,37585,Approve
94480,832,107106,Reject
79029,787,36660,Approve
51329,692,140015,Reject
66734,716,77650,Approve
72837,815,115781,Reject
104354,603,135318,Reject
106454,684,137273,Reject
96786,766,75813,Approve
34758,606,76593,Reject
97699,724,92936,Approve
112673,750,119441,Reject
51832,831,145061,Reject
31868,684,117704,Reject
80665,662,26968,Reject
71862,792,87249,Approve
49728,722,29240,Reject
69857,768,62543,Approve
58183,688,56119,Reject
118321,694,126397,Reject
48940,718,50038,Reject
35280,643,33100,Reject
32164,701,62794,Reject
109624,644,124519,Reject
48405,796,68121,Reject
32821,716,29143,Reject
85090,822,79376,Approve
52516,650,103144,Reject
40473,849,107365,Reject
76454,664,126528,Reject
72530,653,102016,Reject
107714,783,89894,Approve
112633,821,100745,Reject
109632,809,98737,Approve
99081,671,88677,Reject
54798,719,142668,Reject
30863,817,132932,Reject
46148,767,149940,Reject
116545,785,112889,Reject
84459,742,97006,Approve
113345,618,36555,Reject
114224,609,74005,Reject
96189,815,115133,Reject
38129,615,50090,Reject
53118,770,66335,Approve
30443,758,45476,Reject
57041,707,84775,Approve
119379,615,84004,Reject
51053,679,82473,Reject
67204,627,147246,Reject
72240,789,94469,Approve
91102,747,140119,Reject
38291,762,60305,Reject
46285,786,145494,Reject
91589,608,95650,Reject
43944,703,116808,Reject
118876,737,63657,Approve
84391,644,143270,Reject
31607,809,119262,Reject
32953,708,51858,Reject
74941,836,139358,Reject
101469,742,61303,Approve
106922,836,23481,Approve
91683,629,136257,Reject
100218,647,82841,Reject
41154,823,27931,Reject
39047,767,126951,Reject
118529,690,74694,Reject
105874,690,28635,Reject
44323,810,65252,Reject
67693,673,96643,Reject
88730,643,79754,Reject
119170,773,89017,Approve
56292,733,142619,Reject
75111,716,42077,Approve
105453,623,86953,Reject
105681,800,107776,Reject
69491,818,93212,Approve
79336,606,92547,Reject
46905,605,75861,Reject
60273,717,37054,Approve
56234,760,74565,Approve
108885,684,75153,Reject
96538,709,116280,Reject
62573,847,38668,Approve
94320,765,98284,Approve
41330,771,140128,Reject
110516,744,61059,Approve
102553,630,71939,Reject
71353,764,142545,Reject
46011,738,135095,Reject
113537,819,51898,Approve
90985,732,119281,Reject
47044,663,68561,Reject
68292,675,112910,Reject
35250,730,107473,Reject
53289,655,143022,Reject
63087,662,149552,Reject
105952,704,43836,Approve
66368,637,80420,Reject
100815,653,116778,Reject
91040,729,28911,Approve
88900,817,46035,Approve
45494,601,44993,Reject
75166,845,111216,Reject
55333,739,69696,Approve
63050,639,141841,Reject
109566,601,92496,Reject
118257,704,93080,Approve
78070,724,91838,Approve
35166,679,42289,Reject
37121,821,51346,Reject
44677,784,129784,Reject
86561,646,78116,Reject
111909,837,128189,Reject
117409,843,45644,Approve
67664,763,48279,Approve
31293,731,115446,Reject
52443,802,68638,Approve
79212,844,138911,Reject
114131,751,133917,Reject
105276,809,54341,Approve
42559,690,139660,Reject
95231,700,138481,Reject
69044,789,43903,Approve
51747,729,120957,Reject
103509,614,86076,Reject
110869,802,54979,Approve
60129,818,145576,Reject
30037,847,128054,Reject
78503,648,126626,Reject
58207,711,85109,Approve
63241,838,129239,Reject
30058,814,81943,Reject
98172,634,41927,Reject
44834,715,89356,Reject
111113,693,104151,Reject
57190,774,45401,Approve
102832,623,71870,Reject
51383,810,51701,Approve
54660,659,93226,Reject
32674,820,119326,Reject
52820,676,145481,Reject
115040,647,123658,Reject
55666,750,24226,Approve
73794,739,110808,Reject
32076,840,127533,Reject
94854,839,86349,Approve
82342,640,138525,Reject
67555,756,127154,Reject
85208,797,47003,Approve
62406,778,103003,Reject
91572,727,121278,Reject
70262,750,117571,Reject
116661,630,78527,Reject
53216,836,74718,Approve
98117,748,108601,Reject
111136,623,88160,Reject
60284,799,25505,Approve
50171,835,33381,Approve
44333,608,27549,Reject
60535,749,121036,Reject
119023,731,71149,Approve
105940,676,30203,Reject
63700,825,78592,Approve
113583,730,76827,Approve
71516,828,31928,Approve
45577,719,116295,Reject
119834,755,33457,Approve
45015,689,145293,Reject
51236,841,142465,Reject
96640,716,57111,Approve
113190,709,44587,Approve
75704,720,79354,Approve
72369,697,121911,Reject
33646,614,45312,Reject
117007,735,86045,Approve
55906,775,127764,Reject
116643,826,26094,Approve
77728,815,97994,Approve
44878,843,58513,Reject
39145,651,106736,Reject
118578,654,121346,Reject
48226,636,90446,Reject
32802,731,26572,Reject
54119,654,135746,Reject
93560,611,57068,Reject
87353,746,29081,Approve
92126,806,107423,Reject
101641,784,104872,Reject
81712,821,47913,Approve
82189,836,107616,Reject
87784,636,60378,Reject
98285,803,130177,Reject
72949,810,71896,Approve
64129,825,82189,Approve
54512,606,46084,Reject
109031,819,117240,Reject
93554,654,142325,Reject
32064,627,80681,Reject
81567,820,88569,Approve
60011,636,42418,Reject
101152,811,62727,Approve
103511,788,94860,Approve
40960,674,52232,Reject
88920,841,86737,Approve
51387,713,102168,Reject
45324,766,28003,Reject
93960,705,46471,Approve
101779,750,82468,Approve
62628,779,74428,Approve
105096,709,44805,Approve
77452,683,88211,Reject
71098,811,95012,Approve
100459,610,39259,Reject
69235,665,94048,Reject
116861,612,60062,Reject
57949,804,69179,Approve
52821,768,63858,Approve
101612,776,86045,Approve
52032,614,100099,Reject
103537,655,37024,Reject
45303,781,81980,Reject
111993,758,105170,Reject
42303,788,89283,Reject
80701,785,71871,Approve
80511,814,40287,Approve
110664,787,139693,Reject
48280,652,45887,Reject
69427,813,148493,Reject
36967,845,121640,Reject
36661,660,144370,Reject
107952,807,37802,Approve
96046,848,93135,Approve
65200,727,29650,Approve
97442,641,39843,Reject
91671,628,74056,Reject
88168,811,50232,Approve
78322,819,60080,Approve
111984,754,125646,Reject
67696,643,63527,Reject
100246,820,62297,Approve
68892,732,48268,Approve
45583,779,139936,Reject
112720,712,49185,Approve
85215,705,137769,Reject
54853,829,20346,Approve
36109,780,69268,Reject
89757,779,63418,Approve
36659,637,29612,Reject
31238,771,62814,Reject
45064,780,105002,Reject
61115,714,132013,Reject
61952,729,21631,Approve
35620,708,87535,Reject
74258,781,77211,Approve
34470,683,35452,Reject
52003,834,109189,Reject
57571,838,145025,Reject
54668,804,98105,Approve
107259,817,60900,Approve
62046,762,42482,Approve
100977,645,143686,Reject
107255,799,125307,Reject
35397,691,119995,Reject
113481,704,55472,Approve
52233,806,107460,Reject
113336,782,138123,Reject
90308,841,61170,Approve
99726,671,111802,Reject
93219,738,87313,Approve
31130,628,100379,Reject
44071,796,55915,Reject
115517,790,115554,Reject
32118,646,28057,Reject
30663,710,38883,Reject
92408,849,69838,Approve
81786,606,80014,Reject
111271,716,41450,Approve
49158,663,45505,Reject
61087,681,81457,Reject
118114,663,45890,Reject
83121,691,71985,Reject
49874,611,128269,Reject
113443,611,55013,Reject
70821,635,53953,Reject
90582,628,22464,Reject
52787,738,94111,Approve
94703,780,132839,Reject
51705,797,66825,Approve
99381,684,49566,Reject
74653,673,114035,Reject
112018,823,21521,Approve
116217,646,37363,Reject
62252,760,100938,Reject
103332,680,106097,Reject
102799,794,89146,Approve
92185,720,142159,Reject
108313,642,91236,Reject
71538,745,31462,Approve
50343,673,93109,Reject
110398,652,71105,Reject
71232,832,74698,Approve
83106,638,127980,Reject
111227,706,102803,Reject
83079,799,47103,Approve
55028,761,139511,Reject
72135,636,36507,Reject
61066,768,116783,Reject
113470,696,83101,Reject
50910,648,118829,Reject
37141,727,136774,Reject
75950,609,68326,Reject
85723,639,30347,Reject
46225,745,108331,Reject
117123,752,26099,Approve
62959,705,95104,Approve
79192,640,24406,Reject
109711,763,48037,Approve
40051,601,122439,Reject
101428,810,77178,Approve
33449,801,24876,Reject
71095,776,110692,Reject
107929,794,50871,Approve
59190,652,103913,Reject
56141,746,116442,Reject
53908,842,122829,Reject
62322,625,132631,Reject
80710,653,64895,Reject
44012,842,143336,Reject
64889,650,63760,Reject
47412,838,66306,Reject
54657,752,95179,Approve
35656,713,36587,Reject
38967,616,96554,Reject
114958,801,24213,Approve
45764,719,30044,Reject
45873,788,107843,Reject
81030,645,64425,Reject
97807,842,146925,Reject
31607,654,124669,Reject
49523,649,41376,Reject
78447,674,42590,Reject
79757,610,63403,Reject
99201,739,46628,Approve
111844,767,109421,Reject
101388,647,125763,Reject
35462,720,147483,Reject
61795,655,22192,Reject
99806,607,41433,Reject
78465,815,104629,Reject
91109,613,144062,Reject
80528,814,50617,Approve
66230,713,137516,Reject
78242,783,127454,Reject
95883,844,51682,Approve
31783,653,122378,Reject
58390,827,140638,Reject
38417,616,30250,Reject
102102,772,52836,Approve
47426,732,132319,Reject
60750,730,87173,Approve
88188,608,147939,Reject
40872,811,123967,Reject
78086,721,126697,Reject
96770,713,126761,Reject
113514,619,26251,Reject
118177,842,121429,Reject
64720,682,76246,Reject
48079,620,142193,Reject
47338,807,141021,Reject
33291,632,53006,Reject
104084,732,106966,Reject
79393,751,116598,Reject
99770,790,60785,Approve
56720,806,118594,Reject
43368,625,146274,Reject
84313,707,26464,Approve
77969,688,87344,Reject
78838,691,30281,Reject
38734,632,70106,Reject
42197,837,115429,Reject
98895,617,141720,Reject
86831,617,114840,Reject
88073,765,120234,Reject
102925,632,125293,Reject
110488,626,65040,Reject
114475,648,143163,Reject
80302,777,28998,Approve
45624,742,34517,Reject
97271,707,126083,Reject
54315,804,74282,Approve
47422,779,62866,Reject
69137,825,133384,Reject
102663,667,42969,Reject
78232,698,120980,Reject
108142,618,35783,Reject
62743,822,138259,Reject
45636,624,51107,Reject
40108,703,65631,Reject
103634,675,23759,Reject
66180,675,34789,Reject
48883,705,114181,Reject
74400,752,95346,Approve
75999,632,33214,Reject
77951,787,90657,Approve
37160,636,49482,Reject
85262,691,52472,Reject
49929,723,131857,Reject
113133,843,94536,Approve
41123,642,68187,Reject
58357,725,51087,Approve
100496,608,138474,Reject
63556,613,20941,Reject
113791,730,142919,Reject
91934,668,119642,Reject
108886,783,139340,Reject
60881,625,21321,Reject
48409,726,103574,Reject
85416,652,83467,Reject
97982,640,65972,Reject
60657,681,88604,Reject
116743,701,106658,Reject
78951,620,59361,Reject
38752,720,61354,Reject
43440,638,86327,Reject
74864,807,80977,Approve
79691,831,67191,Approve
102035,750,75828,Approve
116675,820,30136,Approve
110303,801,35747,Approve
52343,785,86279,Approve
49673,668,92060,Reject
89954,674,99402,Reject
84698,756,59342,Approve
56520,661,85046,Reject
45784,780,101851,Reject
68079,644,115447,Reject
74220,626,65332,Reject
50491,715,52961,Approve
78720,761,126198,Reject
44718,741,89810,Reject
65597,640,49838,Reject
91217,705,34332,Approve
56832,673,138585,Reject
84818,659,83001,Reject
42864,641,110329,Reject
118378,721,56350,Approve
38177,778,139771,Reject
76115,802,100954,Reject
86210,610,68473,Reject
81954,762,131148,Reject
41844,746,60897,Reject
104130,815,31682,Approve
43418,717,41727,Reject
64854,664,76669,Reject
118644,803,63775,Approve
105955,788,76941,Approve
118075,646,89439,Reject
73950,613,32115,Reject
95227,666,70937,Reject
42835,779,65132,Reject
47533,708,93498,Reject
117858,841,82038,Approve
40223,759,32025,Reject
40273,807,115439,Reject
63519,829,78526,Approve
54160,609,36907,Reject
104385,723,88832,Approve
78988,616,148357,Reject
40348,840,76108,Reject
113460,767,40863,Approve
97519,795,126015,Reject
44629,790,25685,Reject
79056,742,26647,Approve
41273,696,50145,Reject
70416,766,149265,Reject
37894,656,143248,Reject
76073,737,60562,Approve
75693,670,123894,Reject
81466,696,40767,Reject
54343,616,118702,Reject
73095,675,136839,Reject
61174,616,25430,Reject
80801,710,23880,Approve
102436,719,85662,Approve
99336,743,136775,Reject
72926,718,80487,Approve
102590,677,103690,Reject
68827,602,59793,Reject
74775,842,133584,Reject
71201,707,130549,Reject
59373,650,77590,Reject
57525,713,91461,Approve
102651,693,72470,Reject
60486,773,132951,Reject
108604,715,87617,Approve
48640,782,83616,Reject
91455,704,120361,Reject
66136,698,90823,Reject
92425,753,58671,Approve
86539,846,25335,Approve
111664,675,88525,Reject
54942,758,125879,Reject
98363,843,132367,Reject
88596,680,113709,Reject
111526,828,91257,Approve
65255,671,76230,Reject
92129,746,133681,Reject
115523,817,102259,Reject
92286,795,22728,Approve
116437,742,103511,Reject
46277,842,109763,Reject
31643,710,42167,Reject
53729,657,55929,Reject
116623,677,95036,Reject
51818,757,93711,Approve
95555,647,57397,Reject
83629,655,146218,Reject
85438,641,82248,Reject
39457,623,67536,Reject
89629,709,92437,Approve
63922,651,96426,Reject
39820,770,96851,Reject
62750,633,100962,Reject
67790,787,51316,Approve
118405,810,55065,Approve
64421,602,140138,Reject
98038,667,100775,Reject
112201,738,100286,Reject
92325,740,43674,Approve
55600,649,99049,Reject
59394,681,144933,Reject
109622,618,139632,Reject
66171,643,46085,Reject
91526,760,58086,Approve
43149,847,138495,Reject
60394,765,134700,Reject
44396,602,83493,Reject
53324,712,73186,Approve
77198,826,140218,Reject
112705,664,68248,Reject
61016,762,46156,Approve
33194,763,105353,Reject
62398,765,90169,Approve
34789,638,120355,Reject
115695,846,23876,Approve
94967,752,91444,Approve
91134,663,75282,Reject
100886,703,91963,Approve
54977,612,65777,Reject
30129,667,68119,Reject
89683,669,87359,Reject
75331,674,138118,Reject
64626,600,121044,Reject
78503,799,120092,Reject
57549,781,136640,Reject
42342,697,35641,Reject
66417,703,96432,Approve
106514,715,78295,Approve
82249,736,98451,Approve
82664,763,105340,Reject
38833,712,39411,Reject
90658,702,23101,Approve
59473,833,48536,Approve
30737,636,124177,Reject
76647,705,23588,Approve
94054,786,34709,Approve
31299,707,105765,Reject
93281,620,107657,Reject
95875,747,111259,Reject
62920,829,97245,Approve
84836,728,145938,Reject
72381,826,21417,Approve
114971,786,40293,Approve
86298,627,73897,Reject
54509,798,64649,Approve
72095,834,55540,Approve
81524,783,82251,Approve
96909,707,139863,Reject
102618,608,75427,Reject
55532,792,80172,Approve
90285,763,112281,Reject
48866,825,55017,Reject
37593,761,134383,Reject
39495,808,40242,Reject
37837,844,83429,Reject
106708,631,136313,Reject
48680,665,88285,Reject
85476,699,117544,Reject
60346,752,104525,Reject
53412,834,120151,Reject
118399,778,132457,Reject
60804,790,141895,Reject
95206,847,28770,Approve
40934,817,21136,Reject
60723,772,31602,Approve
50405,845,121437,Reject
48748,753,30466,Reject
100766,620,30413,Reject
76413,681,66075,Reject
52354,820,21157,Approve
104490,778,27452,Approve
118675,623,97586,Reject
47388,710,46225,Reject
66523,691,60043,Reject
87693,611,34478,Reject
65732,848,114776,Reject
71646,738,107333,Reject
51021,754,57140,Approve
82776,622,25611,Reject
49116,760,103506,Reject
102009,807,144838,Reject
118271,819,50166,Approve
106620,691,38707,Reject
74771,836,20233,Approve
58756,765,78609,Approve
112604,782,117537,Reject
32919,797,60684,Reject
53550,769,85567,Approve
66524,722,48014,Approve
84606,756,111483,Reject
98819,633,28951,Reject
100227,724,88739,Approve
53212,656,124198,Reject
70118,602,87330,Reject
58602,605,131384,Reject
47540,647,82831,Reject
65829,701,86297,Approve
86309,791,48936,Approve
95403,719,83702,Approve
101455,612,35574,Reject
52277,635,138768,Reject
89673,806,118585,Reject
47676,669,24071,Reject
72844,632,97631,Reject
94708,704,41009,Approve
39752,803,48631,Reject
111548,656,42362,Reject
104711,654,50700,Reject
70670,706,67105,Approve
97603,740,51232,Approve
61478,824,61775,Approve
56439,650,73711,Reject
64747,691,37854,Reject
59810,652,148362,Reject
48302,635,88823,Reject
96236,732,138947,Reject
94467,718,66782,Approve
64841,624,42090,Reject
74713,680,47161,Reject
79546,636,36894,Reject
33048,618,132389,Reject
63290,634,126265,Reject
88906,706,66300,Approve
106637,761,110666,Reject
59778,653,64665,Reject
57425,773,59552,Approve
113388,605,85288,Reject
88176,810,78650,Approve
42674,728,113254,Reject
92402,798,132500,Reject
118731,633,74645,Reject
119907,655,134946,Reject
63053,810,59356,Approve
41957,696,62184,Reject
102644,625,70817,Reject
83616,832,144283,Reject
47829,844,54633,Reject
35837,840,68720,Reject
94141,769,86301,Approve
45032,690,117694,Reject
56352,637,44640,Reject
60215,753,121753,Reject
86319,826,71857,Approve
104642,658,25765,Reject
71247,726,100997,Reject
73048,811,100872,Reject
105532,623,50761,Reject
96714,710,57742,Approve
65319,620,134883,Reject
46025,659,21383,Reject
39780,845,83235,Reject
52706,689,35458,Reject
72916,747,22435,Approve
105503,605,48736,Reject
60856,794,49992,Approve
39179,609,119754,Reject
68623,739,77566,Approve
47587,696,60692,Reject
53733,749,134358,Reject
118306,789,43442,Approve
33975,788,43700,Reject
108455,679,123932,Reject
105138,616,102361,Reject
75463,737,111549,Reject
72154,739,47763,Approve
105676,682,115110,Reject
116706,639,67556,Reject
58830,750,87903,Approve
102126,767,24865,Approve
76745,673,61842,Reject
60609,673,59927,Reject
47401,649,69602,Reject
57729,609,141727,Reject
75167,702,90734,Approve
87391,693,143622,Reject
88171,731,51076,Approve
118096,728,92822,Approve
36647,642,115817,Reject
51106,682,144424,Reject
36015,732,39734,Reject
51506,821,22829,Approve
54067,817,120917,Reject
32056,703,21915,Reject
59328,633,59980,Reject
107712,793,29440,Approve
82832,623,135215,Reject
72771,741,24819,Approve
116805,640,93415,Reject
76515,769,110352,Reject
94538,612,149637,Reject
98650,756,52225,Approve
108978,792,30334,Approve
70151,773,126860,Reject
31629,761,103128,Reject
113463,790,115367,Reject
119432,731,89656,Approve
58155,627,148936,Reject
48288,682,96093,Reject
80588,728,124780,Reject
116951,763,22961,Approve
66085,706,98385,Approve
41251,612,106696,Reject
55574,713,52545,Approve
39623,705,95875,Reject
116472,604,71569,Reject
84715,696,21616,Reject
36123,613,143915,Reject
33061,679,94447,Reject
69095,719,149100,Reject
89618,849,73834,Approve
58451,759,45549,Approve
111897,777,92361,Approve
111443,754,38230,Approve
64814,634,136059,Reject
115141,602,70618,Reject
106868,603,134676,Reject
67832,734,28882,Approve
39445,804,118391,Reject
63490,832,101844,Reject
59767,730,137200,Reject
76057,680,64808,Reject
110746,710,110605,Reject
119695,658,135933,Reject
103100,673,42500,Reject
71043,838,101410,Reject
116755,728,29333,Approve
57946,755,73383,Approve
66587,658,86513,Reject
33364,717,46810,Reject
99854,780,45117,Approve
86088,737,92258,Approve
107015,798,101206,Reject
37398,702,33217,Reject
32452,730,144282,Reject
117208,734,61770,Approve
63193,608,106427,Reject
109401,831,121796,Reject
55345,698,65272,Reject
115895,817,149693,Reject
104335,796,117350,Reject
89196,740,90461,Approve
53053,836,103053,Reject
113220,821,81724,Approve
35015,767,35218,Reject
38657,713,57633,Reject
81116,661,109689,Reject
51951,661,132488,Reject
56521,830,61528,Approve
84431,609,72152,Reject
40731,833,29513,Reject
48744,686,60434,Reject
93094,610,108624,Reject
48423,803,63704,Reject
47568,661,116966,Reject
77411,676,98353,Reject
33934,703,92901,Reject
106945,840,80922,Approve
38172,655,124936,Reject
57358,709,120071,Reject
96313,648,120378,Reject
49763,842,144923,Reject
78673,615,70293,Reject
115997,672,119381,Reject
97975,715,106519,Reject
37804,801,75272,Reject
77594,692,143031,Reject
108748,736,90368,Approve
117189,632,28670,Reject
117507,687,47809,Reject
97525,762,38069,Approve
103404,802,115447,Reject
54604,638,100702,Reject
52135,713,138179,Reject
67918,676,119675,Reject
80849,846,25459,Approve
60847,686,48476,Reject
73774,752,82289,Approve
90709,713,47177,Approve
40680,807,23423,Reject
85037,655,128192,Reject
88914,775,81001,Approve
56309,812,40360,Approve
40349,737,86934,Reject
105079,640,50232,Reject
90820,703,64940,Approve
104996,810,131918,Reject
64553,698,25361,Reject
58525,658,21401,Reject
35948,755,111820,Reject
44498,721,86948,Reject
48991,719,42814,Reject
89790,640,23230,Reject
37660,665,125825,Reject
56245,778,124153,Reject
30238,661,128998,Reject
49920,757,58824,Reject
76659,639,139410,Reject
104874,841,142797,Reject
72517,639,70416,Reject
105885,796,101715,Reject
76350,701,120563,Reject
107179,789,135050,Reject
58274,833,79989,Approve
75013,614,91812,Reject
69913,723,85291,Approve
75819,827,78876,Approve
112168,730,75572,Approve
107857,623,107304,Reject
94910,768,108668,Reject
53485,790,134266,Reject
32860,647,82096,Reject
79875,788,95111,Approve
44919,647,93367,Reject
103947,646,69818,Reject
39586,783,83623,Reject
81986,704,88348,Approve
119848,712,55243,Approve
53055,844,43357,Approve
64890,803,88636,Approve
93081,846,133234,Reject
58807,607,105321,Reject
115920,805,57783,Approve
77177,617,145985,Reject
98625,707,71703,Approve
44242,837,130395,Reject
86317,683,136839,Reject
69978,750,132542,Reject
46433,796,108557,Reject
63282,664,84882,Reject
106519,708,85923,Approve
73578,645,42248,Reject
100207,665,84748,Reject
54133,679,51454,Reject
80317,796,98728,Approve
95950,749,137849,Reject
89612,792,22380,Approve
94873,739,143256,Reject
116778,746,57103,Approve
92002,845,133369,Reject
82508,749,114389,Reject
68379,782,119584,Reject
45231,705,20743,Reject
117385,835,60124,Approve
71163,725,33128,Approve
61676,789,138174,Reject
117592,778,126327,Reject
115483,775,99102,Approve
85535,744,70220,Approve
76110,612,78352,Reject
76978,830,141659,Reject
102369,627,65653,Reject
34752,722,66072,Reject
54507,666,130792,Reject
115705,604,142214,Reject
71495,699,61302,Reject
90886,787,97011,Approve
100559,742,102550,Reject
30982,680,118601,Reject
109841,643,126452,Reject
46146,718,51898,Reject
84843,645,127193,Reject
106737,756,123620,Reject
112446,667,116080,Reject
118567,727,37889,Approve
53636,823,30952,Approve
112850,648,65985,Reject
57332,770,71977,Approve
81434,701,94106,Approve
113866,795,80139,Approve
91271,676,28897,Reject
92726,619,38798,Reject
110901,710,25656,Approve
40108,745,45346,Reject
98896,791,32193,Approve
72553,776,127590,Reject
70880,714,25147,Approve
82077,769,97192,Approve
33625,828,146474,Reject
68237,611,122748,Reject
31223,816,33429,Reject
89303,821,125851,Reject
95197,678,62191,Reject
104693,718,103366,Reject
67760,635,48764,Reject
109182,607,83628,Reject
87966,627,22402,Reject
59024,715,25642,Approve
100323,685,103746,Reject
53202,787,27918,Approve
81524,648,138535,Reject
73908,765,134438,Reject
66067,679,37476,Reject
39360,785,41061,Reject
42941,604,136408,Reject
45993,645,70034,Reject
44620,697,118427,Reject
50193,840,72642,Approve
81559,701,50429,Approve
51248,802,113706,Reject
75852,601,58565,Reject
35027,816,118906,Reject
93410,624,40215,Reject
34260,600,140148,Reject
67596,822,133613,Reject
39012,796,61264,Reject
55823,767,76098,Approve
103851,667,88764,Reject
77027,842,113271,Reject
108167,668,29443,Reject
113794,796,143816,Reject
55099,847,59276,Approve
66992,615,51711,Reject
40977,781,64677,Reject
86234,790,137001,Reject
77376,617,79475,Reject
63978,706,97011,Approve
39218,616,56057,Reject
51788,724,59764,Approve
50501,826,24844,Approve
107989,681,136886,Reject
45210,603,127181,Reject
104225,714,122539,Reject
75489,694,44630,Reject
93721,694,105132,Reject
72653,736,40553,Approve
116678,630,121510,Reject
70950,732,115204,Reject
38916,827,63915,Reject
95911,615,35164,Reject
61449,641,79288,Reject
119333,768,37025,Approve
50782,807,24839,Approve
50243,811,58937,Approve
59379,845,93191,Approve
67780,629,133074,Reject
60740,625,66660,Reject
49984,776,85597,Reject
30050,630,135911,Reject
36590,649,145417,Reject
70205,742,53260,Approve
45162,651,116200,Reject
79746,832,43206,Approve
43105,765,75763,Reject
67499,637,103059,Reject
66641,834,41874,Approve
41628,848,26794,Reject
72032,787,37639,Approve
95029,619,55263,Reject
68516,698,137973,Reject
117157,814,71407,Approve
31476,643,61961,Reject
70800,710,86661,Approve
65788,830,105801,Reject
119973,688,73257,Reject
56240,662,31736,Reject
40922,717,53914,Reject
94198,777,69938,Approve
