Product,Price,Quantity,Total Revenue
Phone,800,6,4800
Laptop,1200,6,7200
Phone,800,6,4800
Laptop,1200,6,7200
Monitor,200,6,1200
Phone,800,6,4800
Tablet,300,6,1800
Monitor,200,6,1200
Phone,800,6,4800
Tablet,300,6,1800
Monitor,200,6,1200
Monitor,200,6,1200
Monitor,200,6,1200
Monitor,200,6,1200
Monitor,200,6,1200
Laptop,1200,6,7200
Tablet,300,6,1800
Laptop,1200,6,7200
Phone,800,6,4800
Laptop,1200,6,7200
Monitor,200,6,1200
Monitor,200,6,1200
Laptop,1200,6,7200
Phone,800,6,4800
Tablet,300,6,1800
Monitor,200,6,1200
Tablet,300,6,1800
Phone,800,6,4800
Monitor,200,6,1200
Phone,800,6,4800
Phone,800,6,4800
Tablet,300,6,1800
Phone,800,6,4800
Phone,800,6,4800
Phone,800,6,4800
Phone,800,6,4800
Phone,800,6,4800
Laptop,1200,6,7200
Monitor,200,6,1200
Tablet,300,6,1800
Tablet,300,6,1800
Tablet,300,6,1800
Phone,800,6,4800
Phone,800,6,4800
Laptop,1200,6,7200
Tablet,300,6,1800
Phone,800,6,4800
Monitor,200,6,1200
Tablet,300,6,1800
Tablet,300,6,1800
Monitor,200,6,1200
Laptop,1200,6,7200
Monitor,200,6,1200
Tablet,300,6,1800
Phone,800,6,4800
Phone,800,6,4800
Tablet,300,6,1800
Tablet,300,6,1800
Monitor,200,6,1200
Tablet,300,6,1800
Tablet,300,6,1800
Monitor,200,6,1200
Monitor,200,6,1200
Tablet,300,6,1800
Phone,800,6,4800
Monitor,200,6,1200
Laptop,1200,6,7200
Phone,800,6,4800
Phone,800,6,4800
Monitor,200,6,1200
Laptop,1200,6,7200
Tablet,300,6,1800
Laptop,1200,6,7200
Phone,800,6,4800
Laptop,1200,6,7200
Laptop,1200,6,7200
Monitor,200,6,1200
Phone,800,6,4800
Phone,800,6,4800
Monitor,200,6,1200
Phone,800,6,4800
Laptop,1200,6,7200
Monitor,200,6,1200
Laptop,1200,6,7200
Tablet,300,6,1800
Phone,800,6,4800
Laptop,1200,6,7200
Laptop,1200,6,7200
Monitor,200,6,1200
Laptop,1200,6,7200
Monitor,200,6,1200
Laptop,1200,6,7200
Tablet,300,6,1800
Tablet,300,6,1800
Tablet,300,6,1800
Laptop,1200,6,7200
Tablet,300,6,1800
Monitor,200,6,1200
Phone,800,6,4800
Monitor,200,6,1200
Laptop,1200,6,7200
Phone,800,6,4800
Laptop,1200,6,7200
Tablet,300,6,1800
Monitor,200,6,1200
Monitor,200,6,1200
Laptop,1200,6,7200
Monitor,200,6,1200
Monitor,200,6,1200
Laptop,1200,6,7200
Monitor,200,6,1200
Tablet,300,6,1800
Phone,800,6,4800
Phone,800,6,4800
Laptop,1200,6,7200
Laptop,1200,6,7200
Phone,800,6,4800
Monitor,200,6,1200
Tablet,300,6,1800
Monitor,200,6,1200
Tablet,300,6,1800
Phone,800,6,4800
Laptop,1200,6,7200
Tablet,300,6,1800
Laptop,1200,6,7200
Monitor,200,6,1200
Monitor,200,6,1200
Tablet,300,6,1800
Monitor,200,6,1200
Phone,800,6,4800
Phone,800,6,4800
Monitor,200,6,1200
Phone,800,6,4800
Laptop,1200,6,7200
Monitor,200,6,1200
Tablet,300,6,1800
Laptop,1200,6,7200
Phone,800,6,4800
Monitor,200,6,1200
Tablet,300,6,1800
Tablet,300,6,1800
Laptop,1200,6,7200
Tablet,300,6,1800
Phone,800,6,4800
Phone,800,6,4800
Monitor,200,6,1200
Laptop,1200,6,7200
Tablet,300,6,1800
Tablet,300,6,1800
Tablet,300,6,1800
Phone,800,6,4800
Tablet,300,6,1800
Laptop,1200,6,7200
Phone,800,6,4800
Monitor,200,6,1200
Tablet,300,6,1800
Phone,800,6,4800
Phone,800,6,4800
Tablet,300,6,1800
Monitor,200,6,1200
Laptop,1200,6,7200
Phone,800,6,4800
Phone,800,6,4800
Tablet,300,6,1800
Monitor,200,6,1200
Laptop,1200,6,7200
Tablet,300,6,1800
Laptop,1200,6,7200
Laptop,1200,6,7200
Tablet,300,6,1800
Laptop,1200,6,7200
Phone,800,6,4800
Phone,800,6,4800
Phone,800,6,4800
Laptop,1200,6,7200
Monitor,200,6,1200
Tablet,300,6,1800
Monitor,200,6,1200
Tablet,300,6,1800
Tablet,300,6,1800
Phone,800,6,4800
Tablet,300,6,1800
Monitor,200,6,1200
Phone,800,6,4800
Laptop,1200,6,7200
Monitor,200,6,1200
Monitor,200,6,1200
Tablet,300,6,1800
Tablet,300,6,1800
Monitor,200,6,1200
Tablet,300,6,1800
Monitor,200,6,1200
Phone,800,6,4800
Monitor,200,6,1200
Laptop,1200,6,7200
Tablet,300,6,1800
Phone,800,6,4800
Monitor,200,6,1200
Monitor,200,6,1200
Laptop,1200,6,7200
Monitor,200,6,1200
Phone,800,6,4800
Tablet,300,6,1800
Tablet,300,6,1800
Monitor,200,6,1200
Laptop,1200,6,7200
Monitor,200,6,1200
Laptop,1200,6,7200
Laptop,1200,6,7200
Tablet,300,6,1800
Tablet,300,6,1800
Laptop,1200,6,7200
Phone,800,6,4800
Phone,800,6,4800
Monitor,200,6,1200
Monitor,200,6,1200
Phone,800,6,4800
Monitor,200,6,1200
Laptop,1200,6,7200
Tablet,300,6,1800
Laptop,1200,6,7200
Laptop,1200,6,7200
Laptop,1200,6,7200
Monitor,200,6,1200
Tablet,300,6,1800
Tablet,300,6,1800
Tablet,300,6,1800
Monitor,200,6,1200
Phone,800,6,4800
Monitor,200,6,1200
Monitor,200,6,1200
Monitor,200,6,1200
Tablet,300,6,1800
Laptop,1200,6,7200
Phone,800,6,4800
Phone,800,6,4800
Monitor,200,6,1200
Laptop,1200,6,7200
Phone,800,6,4800
Tablet,300,6,1800
Monitor,200,6,1200
Monitor,200,6,1200
Laptop,1200,6,7200
Laptop,1200,6,7200
Monitor,200,6,1200
Phone,800,6,4800
Tablet,300,6,1800
Phone,800,6,4800
Tablet,300,6,1800
Tablet,300,6,1800
Phone,800,6,4800
Laptop,1200,6,7200
Monitor,200,6,1200
Laptop,1200,6,7200
Phone,800,6,4800
Monitor,200,6,1200
Laptop,1200,6,7200
Phone,800,6,4800
Phone,800,6,4800
Phone,800,6,4800
Phone,800,6,4800
Monitor,200,6,1200
Monitor,200,6,1200
Laptop,1200,6,7200
Monitor,200,6,1200
Monitor,200,6,1200
Phone,800,6,4800
Monitor,200,6,1200
Tablet,300,6,1800
Phone,800,6,4800
Laptop,1200,6,7200
Phone,800,6,4800
Laptop,1200,6,7200
Tablet,300,6,1800
Monitor,200,6,1200
Monitor,200,6,1200
Laptop,1200,6,7200
Monitor,200,6,1200
Laptop,1200,6,7200
Phone,800,6,4800
Phone,800,6,4800
Tablet,300,6,1800
Tablet,300,6,1800
Monitor,200,6,1200
Phone,800,6,4800
Monitor,200,6,1200
Monitor,200,6,1200
Phone,800,6,4800
Laptop,1200,6,7200
Phone,800,6,4800
Tablet,300,6,1800
Monitor,200,6,1200
Monitor,200,6,1200
Laptop,1200,6,7200
Laptop,1200,6,7200
Tablet,300,6,1800
Monitor,200,6,1200
Tablet,300,6,1800
Monitor,200,6,1200
Monitor,200,6,1200
Laptop,1200,6,7200
Phone,800,6,4800
Phone,800,6,4800
Tablet,300,6,1800
Tablet,300,6,1800
Monitor,200,6,1200
Tablet,300,6,1800
Tablet,300,6,1800
Phone,800,6,4800
Phone,800,6,4800
Phone,800,6,4800
Monitor,200,6,1200
Monitor,200,6,1200
Tablet,300,6,1800
Tablet,300,6,1800
Phone,800,6,4800
Phone,800,6,4800
Monitor,200,6,1200
Monitor,200,6,1200
Monitor,200,6,1200
Monitor,200,6,1200
Phone,800,6,4800
Phone,800,6,4800
Tablet,300,6,1800
Phone,800,6,4800
Phone,800,6,4800
Monitor,200,6,1200
Laptop,1200,6,7200
Laptop,1200,6,7200
Phone,800,6,4800
Phone,800,6,4800
Monitor,200,6,1200
Laptop,1200,6,7200
Monitor,200,6,1200
Laptop,1200,6,7200
Monitor,200,6,1200
Monitor,200,6,1200
Tablet,300,6,1800
Phone,800,6,4800
Tablet,300,6,1800
Tablet,300,6,1800
Tablet,300,6,1800
Laptop,1200,6,7200
Tablet,300,6,1800
Laptop,1200,6,7200
Tablet,300,6,1800
Tablet,300,6,1800
Laptop,1200,6,7200
Monitor,200,6,1200
Tablet,300,6,1800
Tablet,300,6,1800
Phone,800,6,4800
Tablet,300,6,1800
Laptop,1200,6,7200
Tablet,300,6,1800
Phone,800,6,4800
Phone,800,6,4800
Tablet,300,6,1800
Phone,800,6,4800
Laptop,1200,6,7200
Monitor,200,6,1200
Tablet,300,6,1800
Monitor,200,6,1200
Tablet,300,6,1800
Monitor,200,6,1200
Tablet,300,6,1800
Phone,800,6,4800
Phone,800,6,4800
Laptop,1200,6,7200
Phone,800,6,4800
Tablet,300,6,1800
Monitor,200,6,1200
Laptop,1200,6,7200
Monitor,200,6,1200
Laptop,1200,6,7200
Tablet,300,6,1800
Monitor,200,6,1200
Monitor,200,6,1200
Phone,800,6,4800
Tablet,300,6,1800
Phone,800,6,4800
Tablet,300,6,1800
Monitor,200,6,1200
Laptop,1200,6,7200
Monitor,200,6,1200
Monitor,200,6,1200
Monitor,200,6,1200
Phone,800,6,4800
Tablet,300,6,1800
Laptop,1200,6,7200
Phone,800,6,4800
Monitor,200,6,1200
Monitor,200,6,1200
Monitor,200,6,1200
Phone,800,6,4800
Tablet,300,6,1800
Monitor,200,6,1200
Tablet,300,6,1800
Tablet,300,6,1800
Phone,800,6,4800
Phone,800,6,4800
Phone,800,6,4800
Phone,800,6,4800
Laptop,1200,6,7200
Tablet,300,6,1800
Monitor,200,6,1200
Tablet,300,6,1800
Laptop,1200,6,7200
Phone,800,6,4800
Phone,800,6,4800
Monitor,200,6,1200
Laptop,1200,6,7200
Tablet,300,6,1800
Phone,800,6,4800
Phone,800,6,4800
Laptop,1200,6,7200
Monitor,200,6,1200
Tablet,300,6,1800
Monitor,200,6,1200
Tablet,300,6,1800
Laptop,1200,6,7200
Phone,800,6,4800
Monitor,200,6,1200
Laptop,1200,6,7200
Phone,800,6,4800
Tablet,300,6,1800
Tablet,300,6,1800
Monitor,200,6,1200
Phone,800,6,4800
Monitor,200,6,1200
Monitor,200,6,1200
Tablet,300,6,1800
Monitor,200,6,1200
Laptop,1200,6,7200
Phone,800,6,4800
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Monitor,200,5,1000
Laptop,1200,5,6000
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Phone,800,5,4000
Laptop,1200,5,6000
Tablet,300,5,1500
Phone,800,5,4000
Laptop,1200,5,6000
Laptop,1200,5,6000
Laptop,1200,5,6000
Tablet,300,5,1500
Monitor,200,5,1000
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Laptop,1200,5,6000
Tablet,300,5,1500
Tablet,300,5,1500
Tablet,300,5,1500
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Tablet,300,5,1500
Laptop,1200,5,6000
Monitor,200,5,1000
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Laptop,1200,5,6000
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Phone,800,5,4000
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Phone,800,5,4000
Laptop,1200,5,6000
Monitor,200,5,1000
Monitor,200,5,1000
Laptop,1200,5,6000
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Tablet,300,5,1500
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Laptop,1200,5,6000
Monitor,200,5,1000
Monitor,200,5,1000
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Laptop,1200,5,6000
Phone,800,5,4000
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Laptop,1200,5,6000
Laptop,1200,5,6000
Laptop,1200,5,6000
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Tablet,300,5,1500
Tablet,300,5,1500
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Monitor,200,5,1000
Phone,800,5,4000
Laptop,1200,5,6000
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Laptop,1200,5,6000
Laptop,1200,5,6000
Tablet,300,5,1500
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Laptop,1200,5,6000
Laptop,1200,5,6000
Laptop,1200,5,6000
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Phone,800,5,4000
Laptop,1200,5,6000
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Phone,800,5,4000
Laptop,1200,5,6000
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
Monitor,200,5,1000
Tablet,300,5,1500
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Laptop,1200,5,6000
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Monitor,200,5,1000
Laptop,1200,5,6000
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Phone,800,5,4000
Laptop,1200,5,6000
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Phone,800,5,4000
Phone,800,5,4000
Laptop,1200,5,6000
Tablet,300,5,1500
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Laptop,1200,5,6000
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Monitor,200,5,1000
Monitor,200,5,1000
Monitor,200,5,1000
Laptop,1200,5,6000
Laptop,1200,5,6000
Laptop,1200,5,6000
Monitor,200,5,1000
Laptop,1200,5,6000
Monitor,200,5,1000
Monitor,200,5,1000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Monitor,200,5,1000
Monitor,200,5,1000
Phone,800,5,4000
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Phone,800,5,4000
Tablet,300,5,1500
Tablet,300,5,1500
Phone,800,5,4000
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Monitor,200,5,1000
Phone,800,5,4000
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Phone,800,5,4000
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Tablet,300,5,1500
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Tablet,300,5,1500
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Laptop,1200,5,6000
Laptop,1200,5,6000
Phone,800,5,4000
Monitor,200,5,1000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Monitor,200,5,1000
Laptop,1200,5,6000
Monitor,200,5,1000
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Phone,800,5,4000
Laptop,1200,5,6000
Laptop,1200,5,6000
Laptop,1200,5,6000
Monitor,200,5,1000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Monitor,200,5,1000
Phone,800,5,4000
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Laptop,1200,5,6000
Monitor,200,5,1000
Phone,800,5,4000
Monitor,200,5,1000
Monitor,200,5,1000
Phone,800,5,4000
Tablet,300,5,1500
Tablet,300,5,1500
Tablet,300,5,1500
Tablet,300,5,1500
Monitor,200,5,1000
Phone,800,5,4000
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Laptop,1200,5,6000
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Monitor,200,5,1000
Phone,800,5,4000
Monitor,200,5,1000
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Tablet,300,5,1500
Monitor,200,5,1000
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Tablet,300,5,1500
Phone,800,5,4000
Tablet,300,5,1500
Laptop,1200,5,6000
Phone,800,5,4000
Laptop,1200,5,6000
Monitor,200,5,1000
Monitor,200,5,1000
Monitor,200,5,1000
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Monitor,200,5,1000
Phone,800,5,4000
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Monitor,200,5,1000
Phone,800,5,4000
Phone,800,5,4000
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Laptop,1200,5,6000
Monitor,200,5,1000
Laptop,1200,5,6000
Phone,800,5,4000
Monitor,200,5,1000
Phone,800,5,4000
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Monitor,200,5,1000
Monitor,200,5,1000
Monitor,200,5,1000
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Phone,800,5,4000
Monitor,200,5,1000
Phone,800,5,4000
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Monitor,200,5,1000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Tablet,300,5,1500
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
Monitor,200,5,1000
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Monitor,200,5,1000
Monitor,200,5,1000
Laptop,1200,5,6000
Laptop,1200,5,6000
Phone,800,5,4000
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Laptop,1200,5,6000
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Laptop,1200,5,6000
Phone,800,5,4000
Monitor,200,5,1000
Phone,800,5,4000
Tablet,300,5,1500
Tablet,300,5,1500
Monitor,200,5,1000
Laptop,1200,5,6000
Phone,800,5,4000
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Laptop,1200,5,6000
Phone,800,5,4000
Laptop,1200,5,6000
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Tablet,300,5,1500
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Phone,800,5,4000
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Laptop,1200,5,6000
Monitor,200,5,1000
Laptop,1200,5,6000
Laptop,1200,5,6000
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Monitor,200,5,1000
Monitor,200,5,1000
Laptop,1200,5,6000
Phone,800,5,4000
Monitor,200,5,1000
Laptop,1200,5,6000
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Tablet,300,5,1500
Monitor,200,5,1000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
Tablet,300,5,1500
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Phone,800,5,4000
Phone,800,5,4000
Tablet,300,5,1500
Monitor,200,5,1000
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Phone,800,5,4000
Laptop,1200,5,6000
Monitor,200,5,1000
Phone,800,5,4000
Monitor,200,5,1000
Tablet,300,5,1500
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Laptop,1200,5,6000
Laptop,1200,5,6000
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Monitor,200,5,1000
Monitor,200,5,1000
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Monitor,200,5,1000
Phone,800,5,4000
Laptop,1200,5,6000
Monitor,200,5,1000
Laptop,1200,5,6000
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Phone,800,5,4000
Phone,800,5,4000
Monitor,200,5,1000
Phone,800,5,4000
Tablet,300,5,1500
Phone,800,5,4000
Tablet,300,5,1500
Laptop,1200,5,6000
Phone,800,5,4000
Laptop,1200,5,6000
Phone,800,5,4000
Monitor,200,5,1000
Phone,800,5,4000
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Monitor,200,5,1000
Tablet,300,5,1500
Laptop,1200,5,6000
Phone,800,5,4000
Phone,800,5,4000
Laptop,1200,5,6000
Laptop,1200,5,6000
Laptop,1200,5,6000
Tablet,300,5,1500
Tablet,300,5,1500
Laptop,1200,5,6000
Tablet,300,5,1500
Tablet,300,5,1500
Phone,800,5,4000
Phone,800,5,4000
Phone,800,5,4000
Monitor,200,5,1000
Laptop,1200,5,6000
Tablet,300,5,1500
Laptop,1200,5,6000
Laptop,1200,5,6000
Phone,800,5,4000
Monitor,200,5,1000
Monitor,200,5,1000
Tablet,300,5,1500
Tablet,300,5,1500
