Income,CreditScore,LoanAmount,Decision
113167,367,48575,0
33587,329,54890,0
77732,818,108055,0
71921,321,101800,0
65499,730,61948,1
26840,329,72754,0
85077,709,143987,0
51440,348,114735,0
55183,624,36577,0
116172,787,144598,0
22389,597,104482,0
75076,480,87549,0
86299,421,38677,0
109461,423,98082,0
112085,752,108733,0
59023,565,68319,0
70029,327,88899,0
59941,558,140847,0
108993,376,65739,0
73950,731,5729,1
106959,334,98411,0
96054,735,101446,0
85363,413,12905,0
81742,361,57172,0
117896,351,76868,0
65215,415,41032,0
67857,346,116178,0
75476,737,24427,1
48173,711,138262,0
29395,400,130121,0
79768,578,81297,0
104743,406,126994,0
66229,334,34725,0
46639,658,95034,0
82583,301,133041,0
48924,791,49259,0
92969,571,72500,0
50104,443,67943,0
57594,734,128296,0
23664,750,37678,0
30528,527,32848,0
48190,844,137416,0
86033,513,106041,0
81161,547,48567,0
93177,707,111325,0
90179,352,102114,0
90592,613,32973,0
52899,673,26302,0
90979,336,51897,0
37241,823,42173,0
66211,383,42560,0
83472,393,74249,0
94248,714,114846,0
93757,641,82524,0
51346,849,129530,0
101196,720,16740,1
97124,647,120206,0
62220,427,34598,0
37942,451,123718,0
69167,821,102335,0
56373,337,93255,0
87143,726,119767,0
22016,404,84131,0
89110,464,68915,0
66309,843,78830,1
27274,511,128608,0
35748,825,132117,0
40175,431,70108,0
31826,451,40218,0
103008,395,79683,0
54129,802,30315,1
90009,821,38330,1
43490,673,26394,0
61435,315,105003,0
95017,317,93314,0
28520,708,112220,0
111951,306,129313,0
103106,544,20010,0
81877,428,142300,0
39798,754,36234,0
74638,371,123788,0
89072,459,89202,0
87309,386,5374,0
49894,700,105626,0
82963,761,98985,1
74567,828,96667,1
55326,388,30499,0
75059,305,145104,0
25079,383,35089,0
45838,549,131952,0
107340,715,42491,1
67109,371,88971,0
105211,411,115406,0
45594,471,72083,0
62749,572,7364,0
56292,829,126171,0
94534,618,12821,0
99233,381,9614,0
71818,374,109334,0
33429,728,31121,0
77748,759,102794,0
68807,645,11758,0
27140,548,126909,0
83226,686,69960,0
34901,662,82541,0
108815,595,48864,0
48525,367,40026,0
40491,737,98976,0
88816,831,80052,1
54980,432,130209,0
115525,594,136439,0
28078,595,121571,0
111654,332,96885,0
109521,673,28309,0
68704,331,123401,0
36997,604,64908,0
99810,407,131821,0
20868,395,73737,0
46398,365,88840,0
101578,820,16285,1
117356,529,80816,0
41246,657,54304,0
40561,701,28901,0
36254,398,94096,0
54512,570,17220,0
109532,661,51692,0
114154,463,145334,0
97395,827,44241,1
77865,468,74326,0
43580,320,41866,0
90959,839,50051,1
92144,696,148085,0
62485,335,14633,0
70621,794,105570,0
70665,613,58641,0
90412,789,112096,0
70603,575,45754,0
41038,532,71371,0
113542,735,81056,1
116346,305,145030,0
34325,834,103736,0
55892,543,29975,0
21753,540,134894,0
115067,572,108425,0
37996,374,38096,0
88811,582,91650,0
94283,834,31347,1
65211,386,52486,0
82820,448,72148,0
20824,449,99285,0
33880,459,35882,0
86617,745,7004,1
31517,381,110073,0
41683,306,89930,0
36876,481,14800,0
76354,825,57270,1
93802,777,103665,0
96719,482,52874,0
106602,613,41958,0
98413,473,41229,0
29982,313,20289,0
94504,599,15321,0
46598,372,103297,0
34639,813,15652,0
90210,642,91179,0
89852,695,9712,0
29695,632,14560,0
68582,654,111331,0
51094,462,58413,0
80635,415,81874,0
42187,702,93123,0
21214,378,60016,0
43940,746,27909,0
64406,307,36816,0
111221,322,95772,0
63481,842,25946,1
35977,713,143528,0
64839,708,62859,1
77874,321,68968,0
78414,702,142452,0
45538,456,95283,0
76241,629,51464,0
93501,321,104773,0
95133,771,42434,1
80481,563,108204,0
47740,602,51311,0
83328,764,109935,0
92105,463,44869,0
70643,435,96509,0
31881,551,144961,0
56996,504,137846,0
52177,601,26750,0
57177,541,147475,0
86126,360,62275,0
76531,764,33910,1
46119,601,130933,0
47915,771,93664,0
22708,693,8603,0
58749,558,96541,0
64989,841,130041,0
42106,829,34600,0
37131,486,76449,0
66553,511,45986,0
78144,334,25155,0
26553,446,129321,0
37881,581,44510,0
21379,846,51541,0
110791,548,72059,0
89306,356,138436,0
39726,604,61753,0
29088,821,108656,0
54314,660,75590,0
75041,536,103239,0
36350,533,74501,0
119599,522,42849,0
101397,626,6773,0
99509,397,123578,0
37769,525,70178,0
67249,788,85648,1
102862,777,29503,1
66365,633,142178,0
70185,811,63090,1
22786,681,145838,0
21620,722,107744,0
56303,647,57753,0
39589,452,41284,0
22882,751,148069,0
82248,589,57004,0
69322,418,87511,0
44524,513,148056,0
29745,738,29984,0
35861,746,92320,0
111707,341,79132,0
111735,694,134145,0
74261,546,92895,0
22837,590,121171,0
94135,547,69176,0
101447,748,146386,0
74380,383,95976,0
106089,520,72120,0
69831,350,77949,0
109349,849,22126,1
58255,486,148102,0
49520,824,132631,0
49541,522,145127,0
85772,764,25366,1
47350,718,90966,0
64397,386,35214,0
97085,558,41452,0
83865,480,50351,0
75956,610,135885,0
47453,472,100459,0
82345,621,113646,0
32906,639,73373,0
34988,795,139500,0
47723,544,93964,0
53800,804,138265,0
59107,628,24722,0
47430,495,138238,0
52535,361,55678,0
88476,324,65380,0
107329,677,24096,0
97798,594,69626,0
72284,351,108292,0
76232,339,49006,0
64420,756,54387,1
57710,301,149961,0
92497,768,123022,0
112035,405,115942,0
60498,515,83240,0
51283,713,87925,1
86169,509,13204,0
92358,357,91821,0
82457,342,40028,0
45968,437,132245,0
82508,788,63327,1
83220,768,12814,1
105366,688,34445,0
25738,497,64303,0
23098,501,80956,0
115424,491,80490,0
93633,406,79744,0
98672,626,89073,0
58244,656,20168,0
28253,800,107886,0
74333,583,107789,0
70969,767,38375,1
110744,807,103086,0
90423,405,33794,0
64411,593,7836,0
95028,365,17790,0
55421,494,52700,0
21454,487,66292,0
37522,346,38161,0
58575,661,30169,0
23192,836,97993,0
75268,786,79613,1
101311,545,8052,0
30402,477,6777,0
98610,414,93853,0
100781,464,148701,0
56527,518,142892,0
72181,496,17499,0
111472,700,70029,0
47002,375,79084,0
101219,725,110906,0
32460,586,146014,0
50482,844,80437,1
36447,598,8681,0
68228,593,144800,0
103265,746,111646,0
70126,713,14947,1
40545,730,119251,0
75114,529,48955,0
113740,395,108142,0
95350,738,89482,1
77801,470,52438,0
33890,616,53382,0
72482,843,14433,1
83397,790,57984,1
21740,687,7899,0
50121,371,65099,0
31218,831,59902,0
91591,538,121967,0
108241,388,77283,0
54722,834,143876,0
69431,453,132182,0
71543,489,72185,0
62000,714,133350,0
91975,453,48380,0
50921,638,100701,0
119265,816,85002,1
108747,334,62872,0
50614,825,92516,1
81189,836,12542,1
37601,517,41941,0
113332,553,72271,0
91543,502,115632,0
40514,400,6148,0
103312,660,36343,0
87612,477,84082,0
110886,575,47483,0
36292,611,93615,0
51510,709,96072,1
48000,587,82437,0
50383,824,134097,0
31785,700,70540,0
60910,516,75455,0
59028,769,89711,1
44855,326,149584,0
44281,721,77109,0
24841,313,52262,0
117204,800,98441,1
80155,624,132991,0
46918,623,97820,0
76313,584,59284,0
37443,388,139138,0
52250,344,87946,0
21922,797,34605,0
51976,797,139142,0
31991,444,59994,0
73744,817,50326,1
42733,381,95545,0
22473,466,66961,0
28108,404,81644,0
48715,787,148226,0
52210,609,130417,0
57317,381,102001,0
85516,393,120910,0
53362,620,34107,0
74604,642,48224,0
24889,660,14725,0
109557,365,93103,0
93748,728,58945,1
51971,700,46751,0
70551,470,85551,0
23201,367,96164,0
109882,791,138156,0
57958,333,56706,0
99251,300,147867,0
25681,450,97419,0
66870,557,8722,0
102256,318,32902,0
87203,334,138108,0
48152,670,8157,0
70061,790,70322,1
77619,540,16917,0
78235,306,48419,0
93740,848,12555,1
57890,670,36382,0
110073,549,108756,0
81401,414,20350,0
31217,636,133452,0
68351,441,128474,0
53741,784,56369,1
40654,737,70763,0
81314,387,61645,0
21408,762,54303,0
62903,347,147593,0
104208,780,106381,0
21218,823,36947,0
70572,510,97437,0
78798,543,74507,0
50105,538,137076,0
89634,496,67320,0
85063,534,13002,0
27619,486,106964,0
31939,589,109793,0
38226,520,64080,0
45322,796,56779,0
78215,795,9708,1
36878,601,76623,0
26560,486,93737,0
58278,749,49452,1
56212,711,23309,1
114835,544,141774,0
93079,612,129072,0
43946,795,145390,0
51740,321,70763,0
27253,367,94220,0
99311,691,97098,0
52813,615,139800,0
84331,364,108532,0
47632,840,148030,0
68365,511,25099,0
87593,499,75057,0
53431,477,89041,0
57436,722,54494,1
38413,761,27928,0
115761,343,48891,0
58485,730,58469,1
88232,467,83463,0
36101,586,35207,0
28831,636,108136,0
104583,470,67852,0
71897,482,101691,0
25004,315,83963,0
108241,795,73710,1
65924,409,30313,0
41509,605,148924,0
57170,305,111358,0
63555,572,22410,0
34662,660,60101,0
85930,484,26023,0
67403,399,119433,0
56365,389,104407,0
82188,545,141016,0
96060,538,143036,0
118633,380,13587,0
46673,414,61655,0
83471,575,56131,0
37156,379,118043,0
77287,478,36028,0
21645,608,105168,0
79076,808,129687,0
114585,559,146538,0
95351,591,131387,0
70151,590,148744,0
87384,841,75676,1
119865,362,18999,0
53541,704,128370,0
92847,779,84314,1
107099,624,20108,0
100739,680,47972,0
70955,609,42454,0
29290,642,73766,0
78942,774,140092,0
102667,355,46004,0
50143,724,21834,1
44509,441,137331,0
107780,675,140849,0
56741,525,127080,0
46898,773,45343,0
119919,324,100525,0
105674,664,32927,0
82948,394,33250,0
81768,807,49448,1
63262,475,117786,0
25506,707,16224,0
40605,789,88414,0
98590,758,96184,1
48231,712,17304,0
99397,637,6578,0
97123,630,31315,0
33515,512,112511,0
107211,644,28377,0
58622,846,32541,1
36600,823,102342,0
47892,645,22943,0
103279,547,143960,0
89310,624,139928,0
41801,766,94752,0
57695,390,53638,0
48853,593,10819,0
24429,840,107172,0
24606,823,45072,0
24478,558,116065,0
103816,386,134076,0
60134,457,97272,0
89963,793,92659,1
90897,485,145765,0
45475,643,135382,0
86177,815,104118,0
41730,808,149450,0
41113,839,69121,0
40011,315,82053,0
75746,824,132376,0
62853,499,137395,0
105195,483,95116,0
56818,608,53989,0
57321,807,79986,1
41309,580,27974,0
38688,457,35717,0
48176,659,134062,0
88879,558,72241,0
87592,456,33517,0
104728,724,131025,0
109012,320,89763,0
29416,646,72669,0
59994,649,7578,0
86422,684,11551,0
28584,737,135764,0
113302,755,58768,1
38830,845,73116,0
105825,379,60390,0
97066,751,135751,0
23591,840,140004,0
113878,788,12113,1
41395,822,88074,0
74182,691,99092,0
36738,658,54684,0
22631,332,5887,0
37905,435,122613,0
39056,709,106901,0
109082,828,141597,0
55447,390,69143,0
74418,712,101254,0
57190,598,129257,0
46014,786,25990,0
92999,372,102113,0
70278,560,63270,0
21780,611,24056,0
111643,464,74568,0
79258,634,70369,0
117123,801,114578,0
62192,460,115927,0
79300,689,143497,0
110504,370,25230,0
119129,391,21679,0
63923,660,45492,0
109196,620,86845,0
22395,544,127072,0
117384,323,65092,0
35779,702,140555,0
91028,672,114575,0
49722,585,27417,0
27111,740,102447,0
29984,651,26834,0
117552,518,138047,0
113176,784,140204,0
92328,742,77934,1
46924,517,9278,0
72703,366,52395,0
52577,330,78461,0
27711,621,149905,0
105548,549,140237,0
119869,309,62580,0
24096,584,87383,0
86555,452,124925,0
109848,843,50246,1
95012,828,45439,1
28254,670,78454,0
117955,600,74447,0
97120,445,51970,0
25965,351,9412,0
97000,703,38485,1
97975,440,22041,0
77987,387,6212,0
52963,726,76971,1
113976,383,130150,0
23273,542,10536,0
35330,405,123166,0
41494,654,76108,0
96422,320,96342,0
23212,305,98085,0
103441,520,59631,0
107594,386,97124,0
21080,752,49635,0
52675,641,141197,0
42007,692,53260,0
102641,651,42861,0
115815,545,92512,0
66815,412,35299,0
103482,457,102037,0
20639,536,136154,0
83593,542,25146,0
98038,465,121088,0
113899,333,101590,0
23736,554,18599,0
36473,601,55489,0
54019,519,94060,0
106623,331,52257,0
114025,808,85431,1
56820,781,35586,1
104861,532,16416,0
77589,514,79421,0
85807,541,140399,0
38414,544,129024,0
44220,319,24640,0
80531,509,96964,0
62425,725,34059,1
29387,371,117542,0
96815,477,146943,0
47584,822,136935,0
64783,598,120937,0
59809,565,47178,0
74327,819,68427,1
30857,794,143433,0
62261,574,75342,0
93588,352,51594,0
36995,699,14686,0
33580,713,52342,0
38240,788,87287,0
103446,801,57245,1
95752,606,21737,0
66111,716,101675,0
110447,808,87248,1
54866,829,47453,1
100974,305,16021,0
93401,721,137558,0
102093,750,143679,0
32211,726,116786,0
78985,689,44660,0
53268,633,42611,0
23646,747,96414,0
75371,637,7668,0
62816,387,140310,0
109460,568,59223,0
64112,364,140238,0
71048,363,36030,0
74911,569,5637,0
95446,676,7641,0
21778,628,127920,0
65752,817,115481,0
104977,720,13962,1
90726,612,101611,0
100840,608,141874,0
47289,488,124062,0
64788,341,12638,0
24747,619,107014,0
94822,744,96765,1
20045,673,90157,0
115278,585,119769,0
27758,470,142061,0
43437,562,11507,0
39585,834,10165,0
118759,441,128141,0
29854,447,52572,0
72076,739,8706,1
76950,715,125923,0
37349,324,101147,0
116228,393,74650,0
41348,604,7317,0
54296,484,107976,0
39455,582,84859,0
98824,454,48871,0
74021,313,85286,0
91923,640,129614,0
59293,772,139886,0
119430,407,117655,0
108552,630,42483,0
66116,839,109950,0
60484,738,119058,0
50215,683,15091,0
101638,459,60991,0
23404,731,21964,0
57260,695,57473,0
85642,787,139873,0
100731,488,20447,0
66009,717,142561,0
112689,642,96919,0
49605,660,38496,0
73205,408,48397,0
57569,600,60932,0
25580,667,40191,0
25400,554,65235,0
59643,615,56528,0
116185,370,44401,0
116032,568,138319,0
106173,800,147120,0
59015,508,141646,0
91713,777,61312,1
92805,475,92479,0
34974,538,98784,0
34037,741,57960,0
104292,791,80422,1
36167,398,42299,0
108754,628,105041,0
110703,625,43465,0
63148,744,44787,1
92153,594,27444,0
41534,741,55113,0
110995,330,35968,0
106078,430,29158,0
76879,826,33630,1
85839,737,8919,1
49756,625,64768,0
32683,566,147083,0
69485,585,117879,0
118231,590,78967,0
31025,667,41022,0
106426,785,101565,0
38715,467,94547,0
90097,770,132406,0
118383,469,46459,0
112943,645,37105,0
107116,377,64574,0
95705,384,51138,0
37116,500,80157,0
56744,660,79254,0
107579,601,27235,0
22124,592,39576,0
58051,593,131827,0
27176,408,78711,0
111310,664,36935,0
84818,793,118330,0
38676,566,42436,0
65177,392,27264,0
110296,363,147302,0
20997,727,122966,0
79330,667,113781,0
63769,404,30627,0
98653,508,131174,0
31231,773,95609,0
115287,360,139938,0
92976,645,136922,0
105447,311,39912,0
75965,765,62187,1
101144,494,11550,0
115201,373,103249,0
81517,685,95515,0
112693,435,34445,0
114315,735,141414,0
115504,338,79130,0
47387,842,106961,0
24090,619,126108,0
44945,652,116486,0
60239,813,20745,1
23743,782,72052,0
50924,715,107460,0
30196,669,75621,0
111815,642,139765,0
88860,624,129827,0
61400,666,31125,0
105177,635,148542,0
113018,595,106095,0
118530,323,137067,0
100399,741,138928,0
68795,403,128531,0
71553,711,68123,1
44111,593,11179,0
83083,542,135103,0
81600,641,30640,0
70022,472,32006,0
23199,715,95280,0
70897,402,103474,0
58038,459,123377,0
75038,556,104042,0
27897,495,131407,0
84541,690,88237,0
34892,369,127513,0
28271,546,104591,0
44815,628,130174,0
65612,457,9036,0
53357,354,99569,0
95088,785,48229,1
36267,542,75870,0
38268,652,24585,0
34263,709,37681,0
90935,314,144839,0
115347,446,10481,0
79660,789,54375,1
85527,324,142792,0
83379,632,74184,0
114542,473,141299,0
61271,589,19758,0
86612,444,76047,0
27235,421,113354,0
108757,326,33270,0
36417,365,125907,0
118075,400,89217,0
54609,687,49504,0
53902,393,96811,0
43645,366,88982,0
82873,549,30240,0
107218,441,104768,0
84558,566,148909,0
82233,514,80812,0
43401,788,41473,0
27771,795,19095,0
61335,779,5435,1
94451,789,48300,1
99434,300,61248,0
87449,308,88617,0
112604,679,127817,0
21942,443,29478,0
40388,601,51418,0
103251,716,17203,1
77042,478,79774,0
73740,577,64741,0
85873,443,118488,0
67024,638,128969,0
43450,758,39186,0
76965,630,19768,0
30057,569,147285,0
113249,486,110464,0
28983,471,82234,0
39995,703,54792,0
111628,767,81932,1
97681,546,50170,0
58886,822,28585,1
109025,410,109722,0
116572,602,77023,0
115149,772,75311,1
114020,591,66520,0
22673,551,6985,0
54890,474,82759,0
97513,408,58319,0
43466,639,88949,0
112545,313,143277,0
70406,621,92036,0
23688,342,103474,0
89284,760,64431,1
33665,401,61183,0
40641,308,88165,0
52500,448,12769,0
55797,637,13989,0
104766,523,66090,0
65950,409,130377,0
45046,653,149811,0
29638,383,109323,0
106363,365,83468,0
41173,687,123622,0
33222,434,61471,0
70064,385,47028,0
57010,383,79051,0
38095,526,123020,0
21439,559,48054,0
105550,319,144908,0
25375,334,139916,0
109023,742,14903,1
111238,569,48640,0
40600,705,13494,0
22466,807,84770,0
65097,603,116455,0
73276,584,136407,0
70117,847,88798,1
66971,328,39620,0
26928,690,9755,0
108016,715,116203,0
75309,441,12788,0
94647,640,89049,0
60888,544,75668,0
115025,304,55120,0
63832,748,31532,1
29404,565,23909,0
53639,790,89266,1
98118,538,5749,0
80598,549,147007,0
86399,590,21049,0
47684,842,134745,0
88591,378,7915,0
97722,820,142028,0
22682,749,66409,0
58046,443,143651,0
41832,419,144299,0
36997,475,83245,0
54640,369,113881,0
96882,502,60877,0
60491,479,22817,0
83043,409,136152,0
92725,723,47462,1
65520,802,92425,1
82919,705,60330,1
84442,390,134524,0
41770,593,29759,0
67498,692,124341,0
81477,336,55439,0
20244,816,12793,0
52788,615,80610,0
115341,471,54433,0
99453,705,111912,0
77737,561,114795,0
66489,783,24347,1
91303,326,26983,0
48390,794,87596,0
30247,354,104428,0
89051,548,81018,0
79719,572,147212,0
54678,558,78303,0
107802,490,91142,0
96286,745,42482,1
49583,801,129302,0
28076,692,143215,0
38006,707,112251,0
35051,408,124559,0
24314,402,133612,0
48670,525,136000,0
87551,652,107140,0
30236,459,94229,0
55568,703,124162,0
80314,623,36018,0
111903,444,130872,0
36352,764,128371,0
65650,431,5683,0
30346,392,148261,0
45156,572,56104,0
75904,833,111213,0
34035,493,79988,0
36108,469,55182,0
22853,759,141898,0
104156,310,145458,0
24176,480,111023,0
45920,531,49319,0
74850,328,78961,0
26829,831,16112,0
110666,304,71028,0
93927,845,121702,0
104860,439,61686,0
60667,327,50284,0
85842,397,111840,0
55843,561,141958,0
70808,318,127315,0
50543,311,78992,0
92780,836,34415,1
26611,824,90567,0
108242,764,27772,1
104612,558,46388,0
66902,323,57314,0
53043,307,85316,0
25271,527,122598,0
92867,675,79181,0
97089,422,29924,0
78745,389,53221,0
116876,755,46381,1
82077,523,97874,0
79119,556,86019,0
31573,814,21965,0
41409,447,20966,0
105970,686,9258,0
44464,737,11923,0
62840,336,113862,0
68785,405,30605,0
40662,531,37868,0
38228,445,80111,0
80721,316,51210,0
69223,458,23130,0
27386,581,101550,0
26862,577,85163,0
60108,424,29041,0
111788,719,140515,0
95023,619,14480,0
100140,781,59012,1
102963,623,9170,0
47201,694,37805,0
88578,485,9806,0
69966,765,127452,0
74774,356,21662,0
30386,757,54605,0
97228,507,91623,0
35225,373,99577,0
36693,783,112212,0
92197,384,11042,0
63021,313,129255,0
38261,348,110437,0
47378,725,64323,0
106755,658,84297,0
31937,541,18883,0
86330,352,22941,0
67366,368,106428,0
92322,355,69048,0
60160,755,144792,0
65313,554,79225,0
47032,304,44550,0
111963,351,77682,0
37358,628,12914,0
81710,397,67953,0
115326,460,70129,0
106157,705,20391,1
68821,626,95006,0
48365,542,123051,0
33189,803,106690,0
96749,666,34285,0
27248,741,99837,0
24369,453,130596,0
83763,533,41106,0
28050,632,127865,0
48605,794,126946,0
69616,414,71405,0
74479,668,121147,0
100934,632,102768,0
60883,429,91029,0
53055,477,12042,0
88731,394,109733,0
110987,616,71221,0
27450,400,117301,0
22925,495,56126,0
100051,507,61746,0
70272,772,128891,0
25310,307,80112,0
51817,435,91058,0
112944,560,108419,0
64528,446,21950,0
75779,757,33493,1
104816,737,127583,0
102641,712,82930,1
104083,799,65914,1
96310,531,134659,0
35457,400,9348,0
62311,446,8926,0
23980,806,98252,0
40886,403,118116,0
97112,635,74546,0
70877,745,6400,1
117427,743,110011,0
56181,417,96680,0
53262,816,100763,0
20947,830,136023,0
20022,387,11255,0
21128,775,133183,0
99522,784,42156,1
52322,594,46915,0
68929,680,97520,0
101696,582,65722,0
29808,455,39588,0
115148,479,29290,0
72882,386,132061,0
41725,705,36699,0
92534,795,124079,0
59950,566,119115,0
108954,363,22763,0
103576,418,62622,0
40557,640,94958,0
41825,612,140419,0
28998,462,30607,0
56080,804,34257,1
77797,592,27903,0
35802,676,146919,0
31167,841,136663,0
62407,700,29422,0
33338,699,68215,0
96289,698,60315,0
91520,786,90874,1
38895,814,95123,0
67910,323,52048,0
85898,358,103425,0
23454,539,119503,0
106540,610,32220,0
80797,620,104181,0
103137,780,104089,0
70637,713,88996,1
25349,621,52238,0
59963,701,136172,0
95583,358,144639,0
27750,352,79373,0
114929,363,70427,0
42463,418,139454,0
94935,585,65855,0
78792,317,60495,0
33686,304,58968,0
83528,691,84447,0
119811,459,97064,0
42787,441,23481,0
34776,696,98743,0
115063,317,111380,0
77427,413,69641,0
81086,833,105653,0
83308,831,35446,1
35797,760,7585,0
25302,585,138168,0
83172,304,131384,0
58059,428,120279,0
20908,798,55612,0
80252,575,139198,0
100659,382,44680,0
32877,417,37606,0
34239,328,28428,0
106971,657,6270,0
47313,456,38049,0
62103,330,83080,0
68408,585,92132,0
103251,635,137901,0
108771,612,128432,0
111665,422,86874,0
30534,670,41507,0
63060,613,142348,0
37189,327,27000,0
106067,454,117725,0
30967,529,45531,0
101991,848,131347,0
85563,305,106111,0
28660,772,7919,0
110875,617,147268,0
59823,524,142779,0
75842,332,93796,0
29616,388,24959,0
95976,633,56980,0
68738,339,23958,0
33107,674,20150,0
81404,597,139496,0
114182,692,55250,0
111787,317,81531,0
35954,826,18582,0
36943,431,49067,0
60725,589,129971,0
65434,508,73224,0
105751,626,12098,0
30110,802,113064,0
107091,578,14062,0
36462,681,71045,0
99232,608,97568,0
74081,576,99503,0
72799,375,61249,0
86567,597,105554,0
109301,677,42439,0
71224,732,141082,0
76063,411,5984,0
75240,371,38563,0
101352,616,117350,0
37868,320,121079,0
95973,487,110897,0
100989,420,135257,0
42222,641,24377,0
99794,603,143699,0
83924,746,17591,1
119854,795,31808,1
98513,820,97424,1
74649,484,14629,0
103749,631,62745,0
30223,649,117343,0
68166,619,120565,0
59369,836,24538,1
106379,711,67785,1
89392,455,30482,0
79526,832,6095,1
32661,801,49482,0
35591,785,39574,0
91718,453,125684,0
75235,367,52911,0
27970,791,55828,0
67922,340,78935,0
50755,826,80093,1
39416,468,67496,0
33672,411,10501,0
103468,762,129289,0
66996,351,48885,0
94095,554,50217,0
20064,457,15255,0
88835,599,130670,0
90385,726,29821,1
25639,606,135865,0
31055,398,94988,0
79220,420,56754,0
107594,329,86297,0
49427,529,19015,0
102516,553,90401,0
84666,703,93205,1
84274,793,138569,0
30866,330,10850,0
23889,461,72323,0
68226,731,132948,0
51335,455,55964,0
70547,622,122611,0
46162,490,105865,0
109449,475,104219,0
44687,816,96004,0
118756,823,27755,1
30995,638,12313,0
76488,618,132192,0
22631,410,81524,0
54954,772,33965,1
25967,316,24199,0
108294,519,107897,0
107278,786,137048,0
84471,604,22133,0
57116,816,26183,1
112116,428,110759,0
54227,323,24399,0
21942,840,147890,0
67664,431,46228,0
48069,620,113631,0
107342,796,128642,0
34407,681,104709,0
79201,515,120126,0
100093,842,20369,1
74348,310,21698,0
101981,381,59148,0
37878,455,120279,0
103100,465,70115,0
98629,507,119337,0
75420,323,127715,0
111987,631,148360,0
63168,818,37509,1
74862,810,147526,0
109622,540,132265,0
102025,480,134886,0
48004,592,30829,0
40471,382,65641,0
111820,389,59738,0
80167,738,13981,1
103828,842,130084,0
85308,492,147331,0
103969,787,115945,0
34568,648,40348,0
29466,388,38172,0
111057,422,97859,0
77324,673,13144,0
35467,346,24228,0
117555,732,72872,1
95955,445,19013,0
72948,302,126416,0
36676,829,35080,0
114791,613,80253,0
51514,626,96807,0
42650,380,33266,0
108290,452,107345,0
97701,701,49122,1
30683,787,95864,0
118092,366,136787,0
79819,388,117541,0
100978,434,123117,0
24860,501,43036,0
23729,727,128354,0
51351,478,53805,0
82744,638,134465,0
44346,378,60303,0
94155,832,113613,0
96700,677,116294,0
26955,464,113583,0
85642,839,122788,0
90290,454,131535,0
64293,422,47582,0
81336,501,103387,0
41662,339,69908,0
26408,468,87005,0
60403,369,146006,0
21225,629,120998,0
32196,739,52647,0
89786,698,14132,0
35372,792,88320,0
37279,653,41248,0
115729,627,58972,0
74240,797,65355,1
112404,718,60310,1
58187,802,37955,1
68481,838,68348,1
48475,644,58982,0
64552,676,40540,0
87969,594,135188,0
96534,587,105884,0
116669,553,24323,0
119605,733,12211,1
26858,800,62547,0
94486,384,52003,0
94474,820,37148,1
45168,812,133125,0
52099,815,120831,0
91180,815,103517,0
81455,796,88768,1
74240,461,71141,0
94796,826,88148,1
74592,664,38666,0
67458,843,33858,1
78046,724,32640,1
36488,663,52937,0
78841,407,21473,0
20395,313,61209,0
72669,322,149533,0
30845,620,141635,0
56059,809,16403,1
38394,340,31065,0
113993,603,10429,0
65906,714,63793,1
79332,749,14282,1
57305,693,60351,0
62628,664,82357,0
41352,728,135564,0
106682,451,144414,0
102971,558,10434,0
71993,522,87896,0
59386,565,125837,0
76624,529,11460,0
77065,738,149988,0
105504,449,145450,0
28539,756,107205,0
21263,435,73975,0
33305,698,32140,0
73817,442,61385,0
44398,369,112843,0
117616,353,21213,0
95801,702,100424,0
69107,326,43252,0
52152,598,61689,0
113260,619,106711,0
50624,744,114121,0
119655,397,33328,0
76132,425,128546,0
72979,357,114700,0
78013,476,96276,0
114925,584,68823,0
83797,326,9953,0
71798,750,13840,1
36650,622,116391,0
46014,549,75482,0
96421,669,89110,0
27434,389,88705,0
50028,430,14719,0
86558,824,11149,1
44331,328,50279,0
87573,843,137973,0
94292,385,89905,0
66326,357,105154,0
102979,356,96119,0
119728,693,75691,0
24123,324,142089,0
36603,489,95636,0
85941,375,17202,0
62597,670,71616,0
83238,805,7021,1
104238,482,113654,0
62719,453,147451,0
111786,568,112826,0
61751,577,136842,0
106978,639,127868,0
37693,322,14933,0
109541,731,33981,1
57697,825,148453,0
114524,642,143431,0
117869,351,61097,0
49992,638,51134,0
83825,340,96470,0
29522,817,147060,0
65406,706,39364,1
32121,437,79283,0
34219,398,16763,0
21617,640,42122,0
63016,615,130640,0
70672,841,47607,1
44276,524,114555,0
119887,560,87823,0
92240,546,32033,0
75735,378,116479,0
37959,772,125708,0
48522,376,118036,0
76087,561,106090,0
29953,301,65039,0
46567,316,110249,0
80523,643,7759,0
82708,311,65693,0
42560,306,80449,0
78390,545,116994,0
88149,456,106135,0
56660,473,27896,0
65104,786,13649,1
77805,580,68506,0
44496,608,63620,0
103301,536,78067,0
111257,456,92232,0
23515,550,84504,0
24454,520,44970,0
42873,637,114811,0
93920,522,72144,0
33727,510,55248,0
89070,636,54778,0
119059,433,34863,0
117425,794,90331,1
69979,846,136971,0
45465,482,135942,0
73900,460,125768,0
79799,686,90975,0
116129,496,99303,0
41330,783,49577,0
28302,801,105793,0
98443,788,11594,1
109966,651,11377,0
92717,829,22176,1
32875,533,131423,0
47219,708,55074,0
56182,575,6481,0
100541,758,61139,1
62269,752,13933,1
99781,712,104749,0
26457,317,62718,0
26749,371,10768,0
53064,677,76978,0
29821,654,79776,0
118297,450,5605,0
98655,560,56265,0
