Id,Location,Size,Price
17341,Denver,3457,1346780
17342,Dallas,4004,858094
17343,Dallas,1537,1376348
17344,San Diego,1741,1295977
17345,Boston,3599,730566
17346,Boston,1883,1203374
17347,Seattle,3375,543643
17348,Denver,3612,202358
17349,Austin,872,119638
17350,Seattle,1185,998061
17351,Los Angeles,787,664643
17352,Austin,1867,462762
17353,Seattle,2342,341851
17354,Los Angeles,1880,1440589
17355,Los Angeles,3768,185901
17356,Seattle,609,906863
17357,San Diego,3086,1456832
17358,Miami,3471,1353449
17359,Los Angeles,3850,337747
17360,Los Angeles,4961,963963
17361,Austin,927,1189168
17362,Chicago,4388,728818
17363,Boston,4682,953759
17364,New York,686,955848
17365,San Diego,1109,108416
17366,Denver,4837,205433
17367,Boston,3609,1225324
17368,San Diego,1803,1034972
17369,Los Angeles,4617,151025
17370,Boston,4226,116663
17371,Denver,1922,712259
17372,Miami,1450,980227
17373,Austin,649,1051902
17374,New York,1526,594731
17375,Dallas,4477,665426
17376,San Diego,2095,1465737
17377,Dallas,2314,782638
17378,Chicago,665,560921
17379,Dallas,4480,354108
17380,Seattle,2303,1487086
17381,Los Angeles,4075,345270
17382,Miami,2001,773655
17383,Boston,3235,146602
17384,Dallas,3940,1055622
17385,Boston,4599,251114
17386,Denver,2755,1234136
17387,Austin,1279,469896
17388,Denver,3520,198406
17389,Los Angeles,1767,794478
17390,Dallas,1820,1042716
17391,Seattle,3947,335051
17392,Dallas,1949,343979
17393,Boston,2565,714803
17394,Chicago,4465,1310372
17395,Boston,3829,659636
17396,Miami,775,533364
17397,Seattle,3216,722340
17398,Seattle,3142,471477
17399,San Diego,1483,243967
17400,Austin,3901,980884
17401,Los Angeles,4436,752754
17402,Denver,768,1249458
17403,Los Angeles,1179,389902
17404,Boston,2656,821288
17405,Los Angeles,2041,103528
17406,Seattle,2603,1269449
17407,Los Angeles,1353,1310704
17408,Seattle,2695,928831
17409,Seattle,1856,1010168
17410,Denver,1435,674063
17411,Los Angeles,4472,613247
17412,Dallas,2336,1042033
17413,Los Angeles,2699,504744
17414,Los Angeles,2288,283725
17415,Austin,4979,275764
17416,Miami,1041,910181
17417,Denver,792,392518
17418,Denver,3843,509944
17419,Chicago,1786,1365396
17420,New York,4280,477137
17421,Denver,3777,1485780
17422,Chicago,3086,203872
17423,Chicago,4194,271359
17424,Chicago,1706,1106062
17425,Los Angeles,2745,316319
17426,New York,3243,924964
17427,Los Angeles,2183,1008402
17428,New York,789,727423
17429,San Diego,2211,1354207
17430,Dallas,1802,833230
17431,Miami,2913,343232
17432,Los Angeles,2803,987200
17433,Denver,4302,564735
17434,Los Angeles,4955,1214628
17435,Austin,4984,200511
17436,Austin,3175,1280713
17437,Los Angeles,1393,1025855
17438,Boston,2953,164466
17439,Austin,1224,1146377
17440,Chicago,4082,179187
17441,Austin,4400,321437
17442,New York,4439,541210
17443,Denver,2390,364104
17444,Dallas,3198,247629
17445,Chicago,1933,660954
17446,Boston,612,813878
17447,Dallas,4733,369014
17448,Denver,4948,1465840
17449,San Diego,2714,953421
17450,Chicago,4446,1221442
17451,New York,1676,457500
17452,Los Angeles,3332,1190759
17453,Boston,3345,732816
17454,Denver,946,535991
17455,Chicago,1040,339734
17456,Seattle,1583,255039
17457,Los Angeles,4337,1266434
17458,Boston,4956,1234226
17459,New York,1761,1036648
17460,Dallas,2130,455513
17461,Chicago,1329,841734
17462,New York,3837,1154433
17463,Seattle,2576,1129638
17464,San Diego,3926,502348
17465,New York,1951,1376666
17466,New York,3730,1460552
17467,Denver,1430,221820
17468,New York,1952,143696
17469,Chicago,2555,628785
17470,San Diego,1524,350059
17471,Austin,1439,1326016
17472,Boston,2760,978168
17473,Dallas,4193,1431467
17474,Boston,4088,342393
17475,Chicago,4001,518576
17476,Miami,2430,536609
17477,Seattle,4072,680906
17478,Los Angeles,4585,150612
17479,Boston,3781,1114512
17480,Denver,1458,1060851
17481,Los Angeles,1113,1132584
17482,Denver,3656,1029495
17483,Boston,2214,1140730
17484,Austin,4404,1122443
17485,Boston,4174,1035793
17486,San Diego,4414,587833
17487,Los Angeles,1197,1405445
17488,San Diego,1512,924929
17489,Boston,3869,867599
17490,Chicago,1270,453745
17491,Los Angeles,1832,892322
17492,Dallas,896,156247
17493,Boston,4443,709899
17494,Miami,2921,667701
17495,Chicago,4724,440803
17496,Dallas,3193,1361172
17497,New York,3631,297465
17498,Seattle,4705,545044
17499,New York,2608,824045
17500,Los Angeles,2155,1253724
17501,Austin,3698,770685
17502,New York,789,626757
17503,San Diego,4101,1138692
17504,Boston,2123,542280
17505,Austin,3632,575624
17506,Chicago,2038,914729
17507,New York,1974,322862
17508,Miami,1684,690843
17509,San Diego,847,1365921
17510,New York,3916,645238
17511,Dallas,2087,579274
17512,Dallas,4526,1433122
17513,San Diego,1165,829213
17514,Miami,1017,815125
17515,Denver,4915,1137901
17516,Denver,2949,809197
17517,Miami,1559,1202691
17518,Miami,2817,530168
17519,Chicago,2242,369764
17520,Dallas,2407,621489
17521,Austin,2315,959080
17522,Los Angeles,1041,871580
17523,New York,1664,295455
17524,Miami,2294,423858
17525,Boston,4672,529630
17526,Chicago,2970,607815
17527,Denver,4729,353393
17528,Seattle,748,1494362
17529,Dallas,2861,1041625
17530,Chicago,2083,152415
17531,Dallas,1770,896781
17532,Austin,1488,132420
17533,Denver,3241,1211221
17534,Boston,1042,345179
17535,Miami,2323,818680
17536,Miami,1148,1142421
17537,Dallas,4253,816474
17538,San Diego,1791,544679
17539,San Diego,1755,625386
17540,San Diego,4195,196157
17541,Denver,4837,1085327
17542,Los Angeles,2774,1102130
17543,Miami,2646,935906
17544,Chicago,2651,1276905
17545,Los Angeles,4845,875670
17546,Chicago,4055,664910
17547,San Diego,1966,631922
17548,Dallas,3940,247256
17549,Chicago,3645,1427589
17550,Boston,2055,121029
17551,Los Angeles,2805,568463
17552,Los Angeles,742,940537
17553,Austin,2658,394126
17554,Boston,2924,219507
17555,New York,2564,1422882
17556,San Diego,3000,991109
17557,San Diego,4593,1417614
17558,Boston,2335,1234957
17559,Denver,4326,839905
17560,Austin,3560,745878
17561,Los Angeles,614,672798
17562,Miami,1565,105152
17563,Austin,3457,1301713
17564,Los Angeles,2411,649283
17565,San Diego,4069,1090981
17566,Denver,4279,797841
17567,Austin,4959,189295
17568,San Diego,654,413805
17569,Boston,1978,1428540
17570,San Diego,4314,1486526
17571,Miami,2839,1149169
17572,Austin,3807,513247
17573,Denver,2026,828008
17574,Dallas,1062,1107547
17575,San Diego,3732,1040289
17576,Chicago,855,1030071
17577,New York,4184,685883
17578,Los Angeles,954,631972
17579,Boston,3571,230463
17580,Los Angeles,4744,1143556
17581,Boston,1262,1487246
17582,Denver,834,1469314
17583,Dallas,4228,565209
17584,New York,4267,366161
17585,Austin,1229,1157580
17586,Austin,4530,1192118
17587,San Diego,3055,408363
17588,Austin,1556,648655
17589,New York,4682,1160994
17590,Austin,1275,550271
17591,Dallas,4904,613552
17592,Seattle,2084,698312
17593,Los Angeles,1079,905968
17594,Denver,702,1283152
17595,New York,3612,768125
17596,Dallas,1432,1048960
17597,Boston,3708,174222
17598,San Diego,771,556317
17599,Chicago,3780,105839
17600,New York,1452,411220
17601,Miami,4851,398744
17602,New York,1723,794568
17603,New York,4871,977582
17604,Austin,3786,1197344
17605,Austin,1968,590435
17606,San Diego,988,405925
17607,Seattle,3792,1150293
17608,Denver,2780,1362430
17609,Miami,1548,1235009
17610,Chicago,2222,1335760
17611,Denver,3487,450893
17612,New York,3062,741740
17613,New York,3362,1332410
17614,Miami,3577,324663
17615,Austin,4054,446467
17616,Los Angeles,4774,109402
17617,Los Angeles,4060,1132202
17618,San Diego,1729,1463948
17619,New York,1983,577147
17620,New York,2154,1494758
17621,Boston,4230,1493080
17622,Boston,2405,1416812
17623,San Diego,2060,1005970
17624,Miami,2455,520830
17625,Boston,4448,728344
17626,Los Angeles,4566,1241785
17627,Boston,3841,567963
17628,Miami,4151,861488
17629,Seattle,3282,1356820
17630,Austin,4203,334101
17631,San Diego,4239,1267320
17632,Seattle,2155,299560
17633,Chicago,2723,127521
17634,Austin,3446,392776
17635,Denver,1666,722862
17636,Seattle,4903,1175719
17637,Miami,4028,196583
17638,Chicago,1044,175211
17639,Miami,4131,671743
17640,Boston,2160,1480563
17641,Dallas,1401,739747
17642,Boston,1192,147362
17643,Chicago,980,969918
17644,Austin,4630,1490390
17645,Dallas,2890,776105
17646,New York,4101,919423
17647,San Diego,1923,119778
17648,Miami,3531,1289887
17649,Dallas,4017,1172705
17650,Chicago,913,902634
17651,Dallas,3923,985379
17652,Boston,1740,368912
17653,Seattle,4917,280062
17654,Miami,1730,1288469
17655,Denver,4164,233078
17656,Los Angeles,1048,466220
17657,New York,3489,909085
17658,Dallas,4296,153275
17659,Dallas,755,1223516
17660,Dallas,2068,717106
17661,Denver,2597,137435
17662,Miami,703,412885
17663,Chicago,1668,267317
17664,Chicago,1495,317261
17665,Denver,2627,939292
17666,Chicago,4455,941252
17667,Denver,4818,1361806
17668,Chicago,3992,1101459
17669,Dallas,2378,485778
17670,Denver,1373,1181252
17671,Boston,1130,626404
17672,Seattle,702,683665
17673,Los Angeles,2335,1306787
17674,New York,2799,230485
17675,Denver,2914,1085607
17676,San Diego,4420,1166119
17677,Seattle,3276,961209
17678,Los Angeles,4997,491405
17679,Dallas,2494,913170
17680,Miami,4135,894065
17681,Denver,2875,795332
17682,Austin,894,1486641
17683,Dallas,689,285355
17684,Denver,3206,952394
17685,San Diego,847,1431273
17686,Denver,706,1432735
17687,Austin,4987,1299319
17688,San Diego,2715,184529
17689,Miami,4841,1109629
17690,Los Angeles,3956,1017135
17691,New York,1135,815316
17692,Seattle,1947,1363108
17693,Austin,965,559918
17694,Denver,4022,631445
17695,Seattle,2835,425093
17696,Denver,1114,1436358
17697,Chicago,2129,856693
17698,Los Angeles,1948,137444
17699,Miami,2797,682606
17700,Chicago,2830,287363
17701,Denver,4399,607359
17702,Dallas,2942,989352
17703,Seattle,4395,347862
17704,San Diego,1271,1263243
17705,Los Angeles,4551,1155125
17706,Dallas,3609,879392
17707,Chicago,4231,1061519
17708,Miami,3341,1356816
17709,Boston,3592,157989
17710,Miami,3722,129909
17711,Boston,843,1159326
17712,Denver,1893,1433995
17713,Austin,3238,568671
17714,Seattle,1794,1329103
17715,Dallas,1345,346309
17716,San Diego,962,718318
17717,Denver,2528,735242
17718,San Diego,3870,633064
17719,Seattle,1872,927456
17720,Chicago,3322,1247024
17721,New York,4195,947502
17722,New York,3563,742826
17723,New York,1963,1415863
17724,Austin,1188,307694
17725,San Diego,2462,988628
17726,Boston,1600,313453
17727,Denver,4442,1457697
17728,Dallas,1323,695114
17729,Seattle,3905,103768
17730,Seattle,1521,401257
17731,Chicago,4696,1113563
17732,Los Angeles,735,298283
17733,San Diego,3235,761052
17734,Dallas,1911,449277
17735,Seattle,3660,1375078
17736,New York,1746,1484379
17737,Denver,3644,888878
17738,Chicago,4437,973577
17739,Chicago,3681,192379
17740,Boston,628,442279
17741,Boston,4489,265824
17742,Miami,2217,645333
17743,Denver,3922,1020101
17744,Boston,3077,1157440
17745,Dallas,2445,717119
17746,Miami,3684,942658
17747,Denver,1660,973122
17748,Miami,2484,843288
17749,Boston,2318,1208310
17750,San Diego,2396,1129175
17751,Miami,2223,1034679
17752,Los Angeles,3752,355881
17753,San Diego,4162,1270932
17754,Los Angeles,1219,1068725
17755,Chicago,725,107553
17756,Miami,4405,1341586
17757,Los Angeles,1114,930062
17758,Austin,3159,605006
17759,Los Angeles,1022,696121
17760,San Diego,1614,137199
17761,Los Angeles,4066,895479
17762,Miami,4761,674452
17763,Seattle,3912,1435083
17764,Austin,1098,593663
17765,Miami,2135,1294426
17766,Austin,1236,704014
17767,San Diego,4309,1475237
17768,Seattle,3386,207933
17769,Miami,4819,1290568
17770,Dallas,630,620698
17771,Denver,3429,530677
17772,Dallas,3109,161465
17773,Miami,2391,193273
17774,San Diego,3292,956503
17775,Chicago,4497,1225822
17776,Denver,1013,1446557
17777,New York,2488,475688
17778,New York,2332,324156
17779,Dallas,1057,764177
17780,Denver,4468,880302
17781,Chicago,2316,716932
17782,Miami,920,830664
17783,Denver,3837,1032966
17784,Austin,4290,888924
17785,Miami,4890,625872
17786,San Diego,4063,905079
17787,Dallas,2047,570196
17788,Dallas,4136,1099448
17789,Boston,1819,192019
17790,Austin,2237,1064677
17791,San Diego,2688,641121
17792,Denver,2561,927416
17793,Miami,667,345982
17794,Chicago,3351,600881
17795,Seattle,4950,1346130
17796,Los Angeles,4425,401785
17797,Austin,3594,1305146
17798,Miami,3727,1133156
17799,Boston,1285,715273
17800,Seattle,4533,846722
17801,San Diego,2438,1305446
17802,Miami,1637,486391
17803,Austin,3652,1069831
17804,Chicago,3633,1400707
17805,New York,4230,450215
17806,Denver,2568,666557
17807,Boston,3431,1156693
17808,San Diego,797,1317279
17809,Chicago,2553,534708
17810,Seattle,991,590847
17811,Austin,4685,372044
17812,Chicago,1791,495725
17813,Austin,1655,526954
17814,Los Angeles,3323,1438414
17815,Boston,4552,381648
17816,Denver,3232,407354
17817,Austin,3835,976971
17818,Los Angeles,1029,291577
17819,Boston,657,476936
17820,Boston,4867,144449
17821,Austin,1014,704570
17822,Miami,3989,273750
17823,San Diego,2961,1311522
17824,Chicago,1390,134992
17825,Denver,2475,101273
17826,Boston,3444,1146860
17827,Austin,2674,613059
17828,San Diego,4275,838882
17829,Seattle,1450,1069404
17830,Chicago,1558,1150452
17831,Miami,4252,146301
17832,Dallas,2793,628155
17833,Seattle,924,289946
17834,Los Angeles,3539,122715
17835,Chicago,3965,220304
17836,San Diego,4684,167026
17837,Austin,1062,592389
17838,New York,2184,223371
17839,Chicago,856,973150
17840,Miami,3264,214745
17841,Los Angeles,996,121942
17842,New York,2278,751143
17843,Miami,1960,150378
17844,Seattle,2309,700943
17845,Boston,837,1413079
17846,Los Angeles,750,464018
17847,Miami,4910,865185
17848,Dallas,4325,938631
17849,San Diego,3446,692375
17850,San Diego,2432,978996
17851,San Diego,4490,105007
17852,Seattle,2987,1151031
17853,Denver,2499,604645
17854,Miami,774,357761
17855,Austin,4224,324391
17856,San Diego,1787,304097
17857,Seattle,1926,588427
17858,Dallas,1466,520337
17859,Austin,1374,1492372
17860,Boston,3750,669170
17861,Boston,3852,1286615
17862,New York,775,705893
17863,Chicago,3111,239026
17864,Boston,774,1153674
17865,Boston,2078,973639
17866,Seattle,1561,915694
17867,Austin,3107,693871
17868,Los Angeles,2738,936086
17869,San Diego,1901,714124
17870,Boston,1249,1488141
17871,San Diego,3838,758934
17872,Miami,4685,803360
17873,Miami,4410,1070206
17874,San Diego,4145,1183224
17875,Chicago,3757,267133
17876,New York,4084,1173129
17877,San Diego,643,859538
17878,Boston,2766,448316
17879,Boston,712,294912
17880,Denver,3264,132555
17881,New York,4522,430094
17882,Miami,4043,732606
17883,Boston,4212,188778
17884,Dallas,4860,651556
17885,Denver,1630,186235
17886,Seattle,1044,437001
17887,Denver,3028,1476892
17888,New York,998,852270
17889,San Diego,1714,1225647
17890,Chicago,4787,900700
17891,Boston,2316,1013171
17892,Boston,1045,1042429
17893,New York,2107,733497
17894,Los Angeles,2680,928131
17895,Dallas,2836,915411
17896,Denver,3116,780840
17897,Seattle,2723,1339844
17898,Denver,2236,144753
17899,New York,1923,560236
17900,Chicago,2050,430341
17901,Chicago,4736,325445
17902,New York,4614,964060
17903,Chicago,1446,248700
17904,Austin,2319,394926
17905,Denver,4394,797716
17906,Dallas,3111,478447
17907,Dallas,967,462565
17908,Boston,1576,1256448
17909,Austin,4005,436567
17910,Boston,4696,944620
17911,Dallas,1669,419613
17912,Miami,899,876497
17913,New York,3885,970607
17914,San Diego,983,715801
17915,San Diego,1986,310614
17916,Boston,4671,923000
17917,Dallas,1480,1112740
17918,San Diego,3232,291567
17919,Denver,660,1388912
17920,Los Angeles,2156,1070491
17921,Seattle,3688,757180
17922,Dallas,4694,1334265
17923,Miami,4216,1317054
17924,Dallas,3563,1064745
17925,Dallas,2023,726209
17926,Los Angeles,925,1013516
17927,Chicago,2647,1366435
17928,Boston,855,1099009
17929,Dallas,1585,1062001
17930,New York,1695,1277268
17931,Seattle,2577,266443
17932,Chicago,3674,415735
17933,San Diego,987,607576
17934,Denver,2598,709005
17935,Dallas,2437,1100006
17936,Seattle,1844,320881
17937,Boston,955,1497379
17938,Los Angeles,3113,1093934
17939,Denver,1825,1130910
17940,Miami,4201,802718
17941,New York,795,214853
17942,Boston,3549,1125348
17943,Austin,2810,1058879
17944,San Diego,4696,942137
17945,Boston,2491,1209608
17946,Chicago,2712,155785
17947,Los Angeles,4554,136020
17948,New York,4048,353425
17949,Boston,1531,726713
17950,Denver,1035,482357
17951,San Diego,4573,544743
17952,Austin,3261,380626
17953,Dallas,4029,558435
17954,San Diego,1727,521836
17955,Los Angeles,956,1421752
17956,Austin,4466,358540
17957,Chicago,2100,440913
17958,New York,4827,977805
17959,Seattle,1097,1148775
17960,Los Angeles,1626,908762
17961,Denver,1838,302651
17962,New York,4767,581989
17963,Dallas,728,350884
17964,San Diego,4630,870706
17965,Dallas,3217,499922
17966,San Diego,718,960465
17967,New York,4784,149258
17968,Boston,2615,842843
17969,New York,980,1278848
17970,Dallas,3698,1429687
17971,New York,2050,673719
17972,Chicago,3586,580076
17973,San Diego,4577,1372800
17974,Chicago,648,522644
17975,Seattle,4767,326839
17976,Boston,4109,799305
17977,San Diego,4279,496593
17978,Seattle,1913,696452
17979,Denver,2898,1205256
17980,San Diego,4117,1076687
17981,Chicago,4453,1416221
17982,Denver,4559,683673
17983,Los Angeles,2357,996106
17984,Boston,1686,127795
17985,Los Angeles,4688,123711
17986,Miami,3072,645637
17987,San Diego,2866,238875
17988,Denver,1481,1283480
17989,Denver,3202,242184
17990,Boston,657,285312
17991,Chicago,4999,178526
17992,Austin,686,1153683
17993,Austin,3027,1404920
17994,San Diego,2093,409009
17995,Chicago,4343,1061447
17996,Miami,2867,306866
17997,Los Angeles,2276,798964
17998,Los Angeles,4045,108941
17999,Los Angeles,1970,1192073
18000,Austin,1410,1281832
18001,Dallas,766,1151558
18002,Boston,1792,141884
18003,San Diego,689,442838
18004,Dallas,2681,363645
18005,Miami,1686,709742
18006,Austin,1102,961552
18007,Boston,910,415614
18008,New York,1657,336767
18009,Seattle,3582,862758
18010,Boston,4362,476417
18011,San Diego,751,984951
18012,Denver,3319,711449
18013,Miami,2928,1396235
18014,Boston,831,991076
18015,Chicago,4445,504035
18016,San Diego,4902,874513
18017,New York,2106,730075
18018,Boston,4912,797458
18019,Miami,3371,1394460
18020,San Diego,4643,1313310
18021,Dallas,1806,548151
18022,Miami,1976,790262
18023,Dallas,1685,1002924
18024,Chicago,2597,1315250
18025,San Diego,4155,1236133
18026,Seattle,3405,599598
18027,Denver,2986,772876
18028,Denver,4117,1244305
18029,Boston,4761,1331580
18030,San Diego,2999,1129779
18031,Chicago,2979,953635
18032,Boston,2108,1122844
18033,Austin,2972,1211238
18034,Miami,668,144799
18035,Chicago,2150,1460919
18036,San Diego,1375,823590
18037,Seattle,1262,1078533
18038,Miami,1083,484650
18039,Miami,2867,911402
18040,New York,3682,1025652
18041,New York,901,1124443
18042,Denver,3053,550411
18043,San Diego,1104,746086
18044,San Diego,1495,814536
18045,Chicago,3628,437383
18046,Los Angeles,761,1074648
18047,Los Angeles,3208,725545
18048,Boston,3017,129627
18049,Boston,1477,1358069
18050,Dallas,4079,457415
18051,Seattle,2568,1119439
18052,Denver,3010,289409
18053,Los Angeles,4290,622488
18054,Seattle,1426,526890
18055,Denver,3277,896081
18056,Chicago,3039,495746
18057,Denver,2817,733210
18058,Austin,884,435316
18059,Denver,2730,1118545
18060,New York,4570,610921
18061,Miami,3300,1024125
18062,Seattle,4009,1271645
18063,San Diego,1518,1358951
18064,New York,1318,1025686
18065,Denver,3159,671405
18066,Denver,1769,685611
18067,San Diego,4886,1430222
18068,Miami,4602,827584
18069,Austin,4275,1077799
18070,New York,1111,1050828
18071,San Diego,3771,1103500
18072,Miami,1523,1159312
18073,Dallas,4181,264817
18074,Denver,4534,102757
18075,Austin,4750,893905
18076,Boston,763,1439733
18077,Boston,2061,112615
18078,Dallas,2543,1393446
18079,Denver,3355,701182
18080,Denver,3568,356468
18081,Los Angeles,2430,507611
18082,Miami,3555,863685
18083,Austin,2862,1189236
18084,Dallas,3472,518770
18085,Dallas,625,353450
18086,Miami,1221,1156345
18087,New York,3279,998984
18088,Chicago,2528,1334178
18089,Los Angeles,1442,492038
18090,San Diego,3291,1372772
18091,Denver,1453,1315573
18092,Miami,1526,1263109
18093,New York,1434,135553
18094,Boston,3841,733851
18095,Los Angeles,4483,1308192
18096,Boston,3268,896599
18097,Austin,3855,492285
18098,Miami,2860,1006431
18099,New York,785,1367385
18100,Chicago,648,261319
18101,Los Angeles,3192,187437
18102,Boston,4166,395839
18103,Austin,1710,1154595
18104,Boston,4504,1499968
18105,San Diego,3278,414259
18106,Los Angeles,1883,790123
18107,New York,3579,213594
18108,Austin,3536,943169
18109,Miami,1632,1067149
18110,New York,1379,820757
18111,Denver,3603,506271
18112,Denver,4149,1081991
18113,New York,3771,569542
18114,Seattle,4332,575070
18115,San Diego,2898,873111
18116,Boston,1546,1363423
18117,New York,2733,907388
18118,San Diego,3620,1470927
18119,Seattle,1325,105107
18120,Austin,3456,204224
18121,Denver,1333,887499
18122,Chicago,1997,218461
18123,San Diego,3704,691948
18124,Boston,2734,327082
18125,Dallas,1470,927329
18126,Denver,4126,813850
18127,Chicago,3571,360162
18128,Los Angeles,4950,1108482
18129,Boston,1347,451271
18130,Seattle,4549,542691
18131,Miami,4161,549465
18132,Seattle,2241,797273
18133,Denver,1841,938621
18134,Austin,3285,198845
18135,San Diego,4167,756325
18136,Denver,4841,401299
18137,New York,2567,1433597
18138,Dallas,4245,268851
18139,Miami,2610,404497
18140,Boston,4435,1300552
18141,Chicago,1151,439402
18142,Miami,1943,1138383
18143,Miami,4988,1407999
18144,Boston,3343,1419584
18145,Denver,1848,1202611
18146,San Diego,4859,513908
18147,Chicago,2516,1283699
18148,New York,4268,804276
18149,Miami,2452,1190773
18150,Dallas,2559,730620
18151,Miami,1692,1283428
18152,Denver,2526,137025
18153,Denver,1964,199985
18154,Los Angeles,691,1376833
18155,Chicago,2108,804190
18156,Boston,2534,740938
18157,Denver,2607,1066359
18158,New York,2204,725834
18159,Dallas,1695,674608
18160,Miami,3403,394365
18161,Boston,4587,1499683
18162,San Diego,4215,1218501
18163,New York,1058,1098217
18164,Los Angeles,2945,1106770
18165,Seattle,3137,400910
18166,Denver,1349,1321279
18167,Seattle,4537,757446
18168,Los Angeles,4408,579410
18169,Miami,4941,1216355
18170,San Diego,2975,747185
18171,Boston,4267,990439
18172,New York,4149,122066
18173,Denver,4209,293011
18174,Seattle,1051,961714
18175,Boston,4474,882968
18176,Boston,1738,493584
18177,Dallas,1922,401939
18178,Miami,2136,1015885
18179,San Diego,3931,775013
18180,Los Angeles,1906,1165008
18181,Denver,1040,887251
18182,Denver,4737,391877
18183,Denver,2434,1336590
18184,Seattle,4758,1362499
18185,Boston,4402,1119872
18186,Dallas,1984,386557
18187,Denver,2937,942639
18188,Boston,3678,162964
18189,Austin,2844,851222
18190,Dallas,1531,827842
18191,Denver,1267,1261363
18192,Boston,2084,908431
18193,New York,3796,790191
18194,Seattle,3546,204368
18195,Dallas,3012,1471909
18196,Seattle,3314,1318914
18197,Denver,4088,226127
18198,Los Angeles,3504,533087
18199,Seattle,1487,915299
18200,Dallas,978,553015
18201,Los Angeles,2684,766329
18202,Seattle,3924,492402
18203,New York,3729,603200
18204,Los Angeles,4790,262194
18205,Austin,4111,707148
18206,Seattle,3173,337821
18207,Miami,2005,999431
18208,New York,2947,247419
18209,Los Angeles,736,1042177
18210,Dallas,3499,1384798
18211,San Diego,871,888749
18212,Boston,2938,713238
18213,Miami,4177,735128
18214,Miami,1407,567132
18215,Boston,2028,1076071
18216,Denver,2751,496985
18217,New York,4899,961726
18218,Seattle,4262,459398
18219,Miami,3322,992585
18220,Miami,1288,921309
18221,Denver,4390,434731
18222,Miami,2308,424110
18223,New York,2037,1224011
18224,Seattle,2252,480466
18225,Boston,1311,1132208
18226,Los Angeles,1186,1118495
18227,San Diego,2947,1210056
18228,Los Angeles,4096,974683
18229,Dallas,3008,730636
18230,Los Angeles,1246,1341599
18231,Denver,3996,674198
18232,Seattle,708,252969
18233,Austin,1671,140051
18234,Boston,1153,1131670
18235,Miami,2050,382258
18236,Dallas,2306,686041
18237,Seattle,2303,843279
18238,Los Angeles,2279,606042
18239,New York,3840,783221
18240,Dallas,1470,419881
18241,Austin,4845,1379951
18242,Denver,911,682338
18243,Denver,2970,373263
18244,Chicago,2270,543441
18245,Boston,2752,1300530
18246,Miami,4124,240764
18247,Boston,690,1018752
18248,Los Angeles,4253,783292
18249,Chicago,4155,230433
18250,Los Angeles,3878,1448194
18251,Dallas,3979,335995
18252,Seattle,3803,199340
18253,Boston,1542,1422542
18254,San Diego,2341,788403
18255,Austin,1535,560456
18256,Austin,4638,1015614
18257,Miami,4429,997430
18258,Chicago,3478,1324900
18259,Austin,4411,1150404
18260,Seattle,2362,1308022
18261,Austin,2601,339865
18262,Austin,2880,548245
18263,Austin,1415,1091093
18264,Dallas,2152,827710
18265,Denver,2893,1420867
18266,Chicago,2479,846157
18267,Chicago,1419,384443
18268,Seattle,782,240387
18269,Denver,884,102175
18270,Denver,4356,1454443
18271,Boston,4664,1126992
18272,Miami,1212,1498610
18273,Los Angeles,1876,529023
18274,Chicago,2957,1161512
18275,New York,2301,1155447
18276,San Diego,1863,797101
18277,New York,1554,923928
18278,Dallas,692,538831
18279,New York,4907,334165
18280,Miami,4632,1230882
18281,New York,2603,1217332
18282,Los Angeles,3506,351464
18283,Chicago,1985,384844
18284,Dallas,3047,1091829
18285,Los Angeles,891,1331144
18286,Dallas,1314,928076
18287,Seattle,3691,867098
18288,Seattle,4010,1025720
18289,New York,2153,334109
18290,New York,4105,1044898
18291,Los Angeles,3219,797494
18292,Los Angeles,712,885840
18293,Austin,855,403463
18294,Boston,3071,274564
18295,Chicago,3662,1299209
18296,New York,1727,280909
18297,San Diego,3515,271579
18298,Chicago,1605,1178061
18299,Austin,4938,285434
18300,Seattle,3396,907486
18301,Chicago,3558,475746
18302,Dallas,1236,268865
18303,San Diego,4164,765843
18304,San Diego,674,1260255
18305,New York,4044,176404
18306,Chicago,2127,685120
18307,Miami,4344,1159261
18308,San Diego,2851,763373
18309,Dallas,4092,121865
18310,Chicago,3223,807650
18311,Denver,2344,1330317
18312,Denver,4427,377916
18313,Boston,1960,1078584
18314,Dallas,4223,1130607
18315,Boston,1890,708711
18316,Boston,4353,1476595
18317,Boston,1829,706008
18318,Seattle,3948,529716
18319,Seattle,3858,380325
18320,Los Angeles,2155,1061344
18321,Austin,990,933393
18322,New York,1928,380952
18323,Boston,1693,645693
18324,Chicago,950,687416
18325,Los Angeles,1670,651873
18326,Miami,4985,512430
18327,Miami,4574,1306341
18328,Austin,4835,1133013
18329,Los Angeles,1740,251624
18330,Chicago,1845,567521
18331,Miami,2768,1370307
18332,San Diego,2739,251615
18333,Boston,2123,383566
18334,Denver,2253,246253
18335,Seattle,4293,234269
18336,Los Angeles,2854,500117
18337,Miami,890,906521
18338,Dallas,3268,117168
18339,San Diego,4448,993831
18340,San Diego,4062,858379
18341,Denver,4716,183136
18342,Miami,3802,720169
18343,Austin,4624,1196969
18344,Denver,1680,100479
18345,Boston,1711,1059473
18346,San Diego,2507,1333960
18347,Austin,4516,835357
18348,San Diego,4475,941082
18349,Boston,3447,1252874
18350,Denver,4998,1155597
18351,Miami,785,1317610
18352,San Diego,3728,959772
