year,mileage,engine_size,price
2015,10499,1.4,5299.38
2012,197273,4.1,4349.69
2005,123440,3.6,16791.82
2010,69193,3.3,2000.0
2012,179413,4.7,2000.0
2018,62341,3.5,10052.31
2007,112829,1.2,2000.0
2006,79488,2.9,2000.0
2005,161258,1.9,2000.0
2015,72439,3.5,26877.36
2010,103603,1.8,2000.0
2012,50694,3.6,14822.62
2011,147287,4.5,25150.16
2010,117827,1.3,2000.0
2022,133992,2.0,17865.15
2016,164494,3.7,7075.86
2012,137400,3.8,22105.62
2023,190191,3.3,19414.46
2009,27798,1.6,12366.55
2023,121421,2.0,22829.76
2013,128474,4.6,5805.74
2016,36579,4.3,17541.79
2019,195318,4.8,17545.88
2017,98172,2.6,4611.75
2017,79973,2.8,14118.05
2009,60554,2.0,3567.76
2006,48515,3.1,9998.18
2023,137183,4.3,13889.53
2012,10919,2.0,21962.48
2018,83001,1.6,3338.49
2010,55926,4.0,13636.56
2011,77911,3.8,5331.48
2018,27617,4.3,31511.13
2010,70899,4.0,18470.97
2020,193602,2.7,12330.69
2008,134273,1.6,2000.0
2011,6998,3.9,23795.53
2020,157735,4.5,3970.26
2008,38099,1.6,14876.41
2011,123959,3.1,3330.63
2006,109255,2.3,2000.0
2012,147746,3.1,7085.07
2014,138032,1.1,4487.59
2006,38506,2.4,2000.0
2010,68959,2.9,15708.13
2008,130169,1.6,4671.42
2005,76894,2.6,2000.0
2010,134571,1.7,2000.0
2016,155629,1.9,2000.0
2018,176926,4.9,26055.15
2019,21952,3.4,13819.01
2022,82833,2.6,8120.0
2021,20823,3.1,2000.0
2013,87587,2.5,9017.09
2019,32701,3.4,15569.41
2022,65436,1.0,24754.36
2022,89816,1.9,30845.12
2009,20374,5.0,17939.11
2020,64541,1.4,2000.0
2013,173008,1.3,5461.97
2007,191742,3.0,10567.29
2016,157740,2.2,9445.09
2018,132272,3.1,26417.44
2005,89309,4.8,10068.03
2013,149104,1.5,2000.0
2013,65657,2.8,16903.04
2017,69906,4.0,23973.37
2012,107455,1.6,4828.5
2015,195460,3.8,2000.0
2018,134887,2.6,2000.0
2020,37175,3.5,24359.95
2015,178593,3.1,2000.0
2023,195320,2.8,2021.99
2014,17736,2.9,17264.95
2012,87142,1.6,15184.65
2015,197295,2.7,11657.33
2012,130795,4.0,27452.89
2014,26905,4.6,17750.92
2021,144628,3.5,6795.33
2015,144516,4.3,8158.1
2016,50007,3.0,3518.94
2014,47774,1.9,2586.3
2021,145175,3.9,27906.08
2007,131093,3.8,2000.0
2011,147045,1.0,11316.22
2007,40085,2.9,2736.77
2021,149460,4.7,2000.0
2012,137784,4.9,7784.82
2023,55965,2.8,18688.51
2018,143216,3.9,10445.7
2009,28462,1.1,2000.0
2023,33737,2.1,2000.0
2017,30684,3.9,23273.04
2022,8536,3.6,15063.63
2015,91841,3.6,17792.59
2016,89997,3.8,21816.23
2012,3331,2.7,2000.0
2016,69831,4.8,19582.57
2005,55300,2.5,5647.22
2022,88363,4.6,6547.03
2006,81498,1.2,2000.0
2016,110103,4.4,20727.84
2023,186090,2.2,3925.72
2011,80609,3.6,9196.03
2011,180763,1.2,2000.0
2005,54423,1.3,5067.11
2022,47999,1.2,27483.58
2012,141557,2.9,9295.21
2014,108556,2.7,2000.0
2005,144337,2.3,2000.0
2019,67024,2.8,13798.56
2019,164125,2.3,15376.01
2008,5733,4.5,8897.0
2014,55634,3.3,35208.62
2012,181461,2.2,2000.0
2018,113584,2.8,10185.96
2017,82032,4.5,19032.93
2021,137998,2.6,3719.76
2011,43766,2.7,11277.06
2010,115741,2.4,6312.98
2013,1563,2.0,28730.06
2012,81363,2.9,2000.0
2018,112003,3.9,25764.59
2007,79427,2.5,2000.0
2017,24932,1.9,19823.84
2013,86474,3.6,16564.56
2013,146658,4.2,6683.55
2015,14026,1.1,19531.3
2010,166460,3.5,2000.0
2016,142526,4.6,9419.17
2008,121857,1.4,2000.0
2008,37171,4.6,8830.86
2021,21043,1.5,12847.15
2011,17422,5.0,11862.85
2010,154023,3.0,10993.43
2012,28443,3.9,30110.28
2011,142814,1.3,2000.0
2012,29791,1.4,20777.12
2013,127585,4.9,2000.0
2005,81974,5.0,20592.72
2007,57265,2.1,2000.0
2022,25877,2.4,32600.11
2023,111004,1.0,7678.73
2015,171252,4.8,3109.92
2020,143175,4.7,2000.0
2022,105429,1.5,20441.72
2010,69003,2.5,5562.08
2006,1494,4.9,7242.81
2008,36901,1.5,2000.0
2009,86785,4.5,6650.37
2018,179339,1.8,2000.0
2005,49334,1.3,2000.0
2018,34004,1.6,9804.31
2017,143499,3.8,2000.0
2020,172652,1.5,8168.57
2008,48606,1.0,8709.41
2010,58888,4.1,4307.29
2013,65770,3.6,7994.48
2005,72,4.5,22998.43
2021,94679,3.3,23273.4
2008,22151,1.2,2000.0
2010,198397,1.1,2000.0
2020,57971,4.1,16499.45
2011,167863,4.6,20571.43
2009,191082,4.2,2000.0
2013,10531,2.5,16623.62
2023,162420,3.6,30327.46
2005,112548,1.3,2000.0
2012,77087,3.9,6662.56
2008,166100,2.0,21575.4
2021,37030,4.7,9748.64
2005,31792,2.4,2000.0
2006,138460,2.4,2000.0
2018,186769,2.1,12649.59
2006,40224,3.5,31951.0
2005,46959,1.4,2000.0
2017,25544,1.2,9240.51
2012,108523,3.8,4707.21
2013,172210,4.8,2000.0
2006,153770,4.0,14410.24
2021,104421,2.0,6355.83
2010,198659,2.4,11466.49
2007,86351,1.8,15860.61
2021,188610,3.7,3865.58
2010,178119,1.9,2000.0
2012,110031,3.3,4575.59
2018,101244,4.4,17965.07
2014,76545,3.1,13327.09
2014,134700,3.4,21575.92
2019,171474,4.9,2000.0
2012,173263,2.3,2000.0
2015,34727,4.2,14563.91
2020,34294,3.7,4229.21
2007,24223,1.5,4955.81
2019,158720,5.0,19244.67
2017,96240,3.8,4356.93
2015,195046,1.1,2000.0
2018,3519,3.9,2000.0
2011,83615,1.5,2000.0
2023,22280,2.2,2646.18
2019,89910,2.4,3336.68
2010,186690,2.2,7789.1
2011,177911,4.0,2000.0
2018,45079,4.0,22603.01
2008,131448,3.1,2000.0
2013,131850,3.3,10245.94
2011,103579,2.3,2000.0
2019,167183,1.1,2000.0
2007,153448,2.4,2142.22
2009,134667,1.0,2000.0
2021,149955,4.5,11711.02
2005,78723,3.6,2000.0
2005,73025,4.9,2000.0
2020,123934,1.7,3641.15
2018,183223,3.6,2000.0
2015,163249,1.8,7831.74
2018,96962,3.6,6829.72
2012,190592,3.0,2000.0
2023,58150,3.7,21894.94
2006,84403,3.9,2000.0
2014,46686,3.1,18271.31
2009,54947,3.0,11484.74
2019,162298,1.3,7352.03
2005,63426,2.5,2000.0
2006,117387,2.2,11748.83
2023,40252,3.5,27765.99
2021,146895,2.1,28556.17
2019,25927,1.9,8021.63
2022,196716,4.4,17574.54
2012,156173,4.3,2000.0
2018,67034,2.3,3231.49
2012,120785,1.3,4876.5
2012,96647,3.0,2000.0
2023,178848,2.8,2000.0
2017,50819,4.5,21269.16
2009,52336,3.2,18939.29
2014,189021,4.8,2778.44
2011,190040,2.9,2000.0
2013,103221,3.7,21123.24
2018,48773,2.9,31434.04
2010,88781,2.3,17879.42
2014,184626,1.1,2000.0
2005,29581,4.2,2000.0
2015,99361,4.6,25613.11
2012,88232,3.9,5482.0
2010,148824,2.1,2000.0
2021,24486,4.3,29529.23
2008,120426,3.5,2000.0
2010,53785,3.7,4053.5
2019,81141,1.3,35495.8
2014,97620,3.3,28155.35
2021,183962,3.2,9888.52
2014,25503,3.6,3360.61
2009,113329,4.1,2000.0
2023,152656,2.6,11183.84
2011,182960,1.6,2000.0
2023,172736,4.7,7627.5
2014,57626,4.1,9318.18
2023,143093,3.2,22559.72
2015,115658,2.4,2980.25
2007,142370,4.9,4740.6
2015,154917,1.4,2000.0
2010,60197,4.7,17567.57
2010,108585,2.6,2000.0
2019,44976,1.4,6130.22
2007,72686,2.5,2000.0
2015,42552,4.0,15852.55
2012,176995,2.7,9440.94
2012,172597,3.0,11205.63
2020,42377,4.3,24279.67
2007,40123,3.5,10009.52
2012,93479,3.7,9923.65
2012,90496,1.6,2000.0
2017,178039,2.0,7441.3
2005,10837,2.6,21789.15
2014,19519,1.4,15720.27
2009,86096,2.1,15281.41
2009,23307,4.3,2000.0
2021,19640,1.1,17065.77
2018,96716,1.2,2471.74
2010,154968,3.7,2000.0
2018,63001,2.5,22565.67
2016,56615,4.1,24865.26
2005,114541,4.7,2000.0
2009,11632,2.1,21452.82
2022,88362,1.1,17392.81
2018,21216,2.8,16902.15
2011,141196,4.9,11984.85
2019,27737,3.2,17144.19
2013,161207,2.5,3053.43
2019,199184,3.2,21618.45
2020,34839,1.7,9471.79
2013,123211,4.0,2000.0
2011,150585,3.7,10308.96
2011,175081,3.9,4834.9
2021,135356,2.2,13455.01
2015,36303,4.3,2000.0
2010,39133,4.6,2000.0
2018,15298,4.8,13577.44
2019,352,3.6,20574.5
2012,3122,2.4,2000.0
2008,5207,2.6,16688.56
2005,162013,3.3,2000.0
2010,178663,3.3,6045.92
2005,149487,4.2,2000.0
2009,123739,1.3,2000.0
2023,127142,3.3,38546.58
2009,38593,2.4,4749.2
2009,176228,4.3,9364.22
2021,122569,2.4,4139.43
2016,122279,2.9,2000.0
2011,168460,1.9,2000.0
2019,66706,2.2,8465.61
2023,130309,3.2,28958.63
2017,81041,2.7,12742.74
2016,136712,1.8,11834.56
2023,59472,2.9,23260.34
2017,168757,1.7,10390.67
2010,87165,4.5,2000.0
2005,77361,4.7,2000.0
2010,26181,1.9,15792.53
2017,40074,1.2,12586.56
2017,47030,4.7,27069.2
2017,11125,2.2,13127.26
2008,5801,1.8,2000.0
2009,55897,4.7,2000.0
2017,48266,4.5,13445.92
2013,90183,1.2,2000.0
2021,2292,1.8,2000.0
2007,119362,4.3,7510.96
2022,14977,2.1,12318.55
2019,42193,3.7,11165.7
2005,114881,1.2,2000.0
2013,94745,4.4,37980.6
2010,176459,2.7,2000.0
2022,93694,2.9,7665.84
2005,28964,4.2,18867.03
2011,58073,2.8,2000.0
2014,90147,1.4,2000.0
2010,46607,3.0,2000.0
2011,32577,2.8,12689.24
2010,23572,2.8,15828.98
2012,79494,1.8,19978.67
2006,41204,1.7,9446.48
2013,194613,4.1,12456.52
2013,169052,3.5,2000.0
2011,57272,1.0,2000.0
2013,137017,4.3,23448.87
2021,97572,1.5,4648.7
2007,21879,4.0,2671.15
2020,6319,1.4,2383.5
2020,45245,4.9,7710.47
2006,182005,4.6,2000.0
2015,158502,1.7,2533.36
2020,25791,1.0,2000.0
2019,180839,1.2,11002.25
2005,86083,4.2,2000.0
2021,80195,1.3,12301.54
2007,21658,4.1,14627.12
2023,63713,4.3,9427.58
2011,99835,2.2,2000.0
2015,79975,3.9,28607.48
2022,20945,4.3,14995.73
2018,100079,4.1,10712.22
2020,72672,1.8,14023.12
2010,10681,2.8,2000.0
2006,178899,1.3,4794.98
2015,42109,3.1,18600.39
2015,136227,2.8,2000.0
2014,23789,4.6,13700.46
2008,61572,1.1,2000.0
2021,29563,3.1,10520.8
2014,152802,3.9,3620.14
2013,160139,2.9,2000.0
2017,47358,2.0,23871.05
2015,179131,3.4,19313.33
2014,16466,4.9,23990.72
2009,189939,1.2,2000.0
2007,187018,1.8,2000.0
2008,175412,3.0,2837.63
2007,174611,3.4,11944.21
2014,168776,3.5,3118.19
2017,50259,1.2,2000.0
2009,198682,1.5,2000.0
2017,195574,4.8,3173.55
2005,24121,1.3,14829.42
2015,70010,2.7,20466.9
2007,42884,3.3,15469.49
2021,162184,2.3,16357.9
2023,127192,2.0,33213.93
2017,636,2.2,12130.77
2020,799,2.1,31391.07
2022,126663,2.5,19453.66
2023,184236,1.5,2000.0
2010,158203,4.4,2000.0
2011,180506,4.0,7702.22
2019,116734,1.1,2000.0
2009,186897,4.0,2000.0
2020,33384,4.3,25234.06
2010,198696,4.7,2000.0
2007,151329,3.5,2000.0
2016,187896,4.4,5898.57
2008,184838,4.0,2000.0
2007,25604,1.1,14019.96
2020,197652,4.2,2960.35
2020,45297,3.3,9103.91
2023,132738,3.6,10182.15
2019,166304,4.5,4253.43
2013,37,1.0,11592.41
2006,174192,1.4,2000.0
2010,159064,3.3,2000.0
2018,126825,2.6,26466.25
2013,187462,2.7,3142.43
2014,16647,2.2,26003.99
2022,193410,4.3,36645.73
2019,127556,1.4,2000.0
2008,22911,3.1,2000.0
2009,169726,2.8,2000.0
2010,157062,3.2,6860.68
2019,18137,1.2,34332.46
2006,156209,3.7,2899.72
2020,63960,1.1,8732.84
2009,52734,3.1,2000.0
2008,169348,2.1,8388.97
2005,86076,2.3,2000.0
2012,118523,4.0,2000.0
2014,5861,4.9,11077.11
2019,175573,2.9,16298.47
2006,126009,3.7,2000.0
2023,97173,2.0,16233.06
2016,175288,3.2,9904.71
2014,98294,1.4,2000.0
2016,31946,4.4,25324.68
2013,52255,2.8,2690.14
2012,103056,2.4,4357.95
2006,94376,3.1,2523.17
2011,148501,4.7,8401.99
2008,139087,4.1,2000.0
2023,52009,1.6,26815.57
2012,33870,4.1,23330.33
2017,40071,2.6,16274.73
2007,60079,2.6,2000.0
2009,120690,4.0,2256.56
2012,24962,2.8,21812.45
2006,83532,1.3,2000.0
2014,50717,2.0,7497.43
2020,199115,4.6,2000.0
2008,149656,3.4,5732.3
2018,53156,4.4,7055.47
2007,54962,2.2,2000.0
2014,145894,3.8,12256.89
2017,85703,4.1,9780.23
2009,48101,1.7,2976.12
2021,175061,1.1,2000.0
2021,98944,3.5,18569.7
2015,20470,3.3,5448.68
2023,109491,1.2,12754.15
2022,92350,2.6,9655.57
2021,34867,3.3,20100.17
2015,141906,1.8,17803.39
2019,125268,1.4,12530.6
2012,188091,4.2,9470.96
2016,80396,4.7,22195.11
2021,171738,2.8,8933.57
2009,192528,1.5,2000.0
2008,77813,2.7,3560.8
2015,87709,2.1,15019.2
2012,134821,3.0,2000.0
2020,4746,1.0,24520.68
2020,58778,4.5,27465.27
2007,121883,1.2,2000.0
2016,181657,2.7,14052.31
2017,104806,3.6,15750.71
2005,42399,3.6,2000.0
2008,102581,2.2,11553.0
2010,27544,3.0,5687.87
2009,103191,3.0,18913.26
2009,78490,1.5,4725.64
2014,144085,2.5,5045.18
2023,61508,1.5,21420.3
2022,8668,1.2,13484.22
2006,127300,1.2,2000.0
2020,124198,2.7,13370.52
2019,21712,3.9,26995.49
2009,5194,4.9,2000.0
2013,30549,3.3,18996.14
2009,47390,2.2,5221.76
2009,5350,1.8,19612.19
2013,136768,3.8,11900.72
2013,97550,1.2,28715.68
2006,42248,2.0,17849.87
2011,98572,3.8,2000.0
2005,117623,2.8,2000.0
2006,25597,3.0,11131.03
2016,98393,4.9,25758.59
2010,34693,2.6,2253.83
2023,160103,3.4,14869.6
2020,79147,5.0,16017.41
2008,125953,3.7,5473.82
2022,95644,3.1,2000.0
2009,101551,2.3,6313.55
2022,17532,4.9,34214.58
2010,29398,2.2,2000.0
2018,75330,1.5,4289.47
2021,128713,4.7,25047.26
2022,92276,2.3,2000.0
2014,166901,3.4,2000.0
2023,115118,3.6,20945.95
2022,8015,2.0,14654.97
2008,11742,2.7,6133.51
2019,3542,1.6,9279.83
2010,132445,4.5,8144.77
2010,70375,3.3,16127.33
2007,53331,4.6,4105.51
2013,59992,2.0,20503.2
2015,77026,3.5,4948.26
2009,160878,1.9,11753.56
2018,85934,2.2,7474.19
2006,137121,2.4,8486.73
2023,153114,3.2,18941.2
2012,174020,3.2,2000.0
2017,25704,1.8,16522.67
2023,25685,1.2,27366.77
2009,64451,4.1,2000.0
2019,51702,3.1,3813.24
2008,74233,2.3,8830.7
2008,39796,1.2,6403.01
2022,25755,1.4,13133.21
2023,128710,2.7,11043.09
2013,164335,2.9,2000.0
2019,103340,2.5,5540.77
2016,23521,3.3,2000.0
2008,65921,4.3,2000.0
2007,30344,3.7,5262.13
2009,37539,4.5,19405.09
2021,138352,3.5,20057.2
2009,149352,1.4,2000.0
2008,159502,1.6,2000.0
2011,187232,2.6,2000.0
2011,29594,2.1,14088.0
2011,164650,3.6,2000.0
2021,91514,3.5,42762.09
2019,113152,2.9,3374.86
2011,3794,3.6,2152.47
2019,124168,4.6,20296.8
2008,123777,3.0,2000.0
2006,26980,2.4,5459.77
2017,64752,2.9,30545.89
2016,5229,1.6,7821.62
2014,134027,1.4,2000.0
2023,94134,2.6,13046.33
2019,180185,4.7,2000.0
2021,2953,4.5,15614.43
2010,148544,3.7,6162.28
2009,12010,3.9,2000.0
2017,137310,4.4,19195.98
2018,143818,4.7,7204.41
2018,46788,3.6,18397.38
2019,188194,2.5,12039.55
2020,197002,1.6,11443.9
2014,9765,1.0,15740.81
2005,126833,3.6,2000.0
2015,148518,2.6,2000.0
2011,125076,1.3,2000.0
2021,32419,2.1,13467.11
2008,30427,2.9,4751.19
2011,53703,4.1,32948.51
2007,185898,2.3,2000.0
2018,144621,3.6,2230.04
2022,6548,1.2,5770.47
2022,163135,4.8,21532.04
2005,108138,4.9,29481.48
2010,185119,3.1,2000.0
2013,72483,3.6,29646.03
2006,122472,4.1,2000.0
2012,171076,4.9,8493.85
2008,37996,3.2,5226.58
2014,12467,4.0,12830.72
2005,161923,1.8,9491.71
2015,32737,1.6,2000.0
2013,92146,3.9,2000.0
2023,99782,4.7,9800.54
2015,91123,3.3,16098.43
2008,107927,3.1,16479.81
2009,112276,3.3,6906.94
2021,90568,4.5,20912.41
2022,152466,4.2,21772.55
2009,175096,4.2,12277.77
2022,20435,1.4,29735.44
2021,19960,4.0,26544.49
2007,155551,4.1,3588.7
2015,55805,1.5,4618.48
2021,97569,2.9,21145.9
2012,182516,1.4,2000.0
2012,154661,2.6,2000.0
2006,99442,3.6,2000.0
2011,117233,1.9,2000.0
2010,9552,1.5,11663.41
2022,80330,3.6,22594.59
2011,155703,4.3,2829.96
2022,109687,1.6,7504.57
2016,45105,4.6,7493.47
2011,77164,3.9,26091.16
2011,31092,3.7,16301.41
2005,75687,1.5,2000.0
2014,161129,4.7,14122.61
2014,108625,2.9,14966.36
2016,38959,3.1,26935.11
2007,5765,3.1,4128.17
2007,155885,3.1,7850.6
2017,166879,4.3,19205.96
2017,179581,1.4,2000.0
2010,57732,2.9,5553.7
2007,159054,3.5,2000.0
2019,85903,1.5,7591.96
2013,65391,3.3,13076.58
2010,81552,3.0,9173.35
2010,49338,1.9,11511.56
2012,48247,2.0,2582.55
2015,158391,1.3,2000.0
2023,68964,3.8,19248.45
2020,158058,1.6,2000.0
2013,106062,4.2,6413.33
2015,158882,4.6,2000.0
2020,161799,2.0,2000.0
2010,101692,2.0,23543.92
2021,196451,1.5,11922.64
2020,96282,3.2,2000.0
2022,150390,4.9,20112.89
2005,62422,2.0,2000.0
2022,151827,1.6,8487.21
2012,78648,3.4,4156.23
2014,48069,4.4,7702.45
2006,48599,4.5,12302.91
2013,6859,2.4,7241.59
2008,184193,4.1,2000.0
2015,28570,3.4,20865.24
2014,29148,3.9,8053.66
2018,133823,3.7,12473.83
2011,137575,1.5,6689.49
2023,153116,2.4,14035.23
2010,71779,4.1,2000.0
2020,105104,4.0,13217.12
2023,180553,1.5,10266.27
2023,177216,2.8,12193.84
2017,182393,4.5,16947.03
2016,101310,4.2,4129.65
2019,96116,3.3,40076.66
2012,22224,1.8,2000.0
2008,72681,2.3,2000.0
2012,117211,3.6,2000.0
2020,125669,4.1,2524.07
2020,53374,3.5,16921.55
2006,19299,2.6,2000.0
2021,144569,3.3,10557.93
2009,91884,1.0,21286.22
2009,59482,3.9,2000.0
2016,54826,4.4,2000.0
2011,88109,1.2,2317.89
2009,182296,2.6,4019.68
2008,128865,4.4,2000.0
2021,130754,3.4,2000.0
2010,125276,2.9,6640.6
2018,79458,1.3,2000.0
2013,64490,3.9,16937.89
2008,76543,3.8,19937.0
2015,872,3.4,20029.8
2020,81330,1.2,25037.25
2020,154953,3.6,5828.09
2020,22388,1.2,16013.57
2010,55589,4.3,14916.59
2019,176373,4.5,15332.83
2007,122021,3.1,2000.0
2013,36800,4.4,4205.3
2005,80223,2.6,5226.4
2015,72702,2.2,2000.0
2010,8885,2.9,22459.39
2009,89362,3.2,11791.32
2022,13026,4.1,28994.83
2016,53189,3.4,18951.29
2011,23585,4.4,25365.54
2006,13006,4.7,17127.14
2011,28532,3.1,2801.19
2013,6642,3.9,11789.42
2012,144628,2.9,2000.0
2013,42237,4.6,17092.03
2014,37996,1.1,2878.28
2016,140211,3.9,7182.62
2006,119268,3.0,2000.0
2014,177180,1.2,2000.0
2007,65933,4.0,2000.0
2005,114909,2.6,6449.65
2021,47374,3.1,2000.0
2005,165617,3.9,2000.0
2009,31117,2.0,2000.0
2018,53106,2.2,21163.19
2010,191938,2.4,2000.0
2013,22112,4.0,28646.3
2018,31100,4.9,16471.84
2008,130423,2.5,2000.0
2005,17158,3.4,2000.0
2010,98643,2.3,2000.0
2011,66832,4.5,2000.0
2010,65823,4.7,2000.0
2005,115580,1.8,2000.0
2012,118967,3.6,7388.2
2016,51005,4.6,5242.38
2015,164409,2.9,4815.61
2006,21102,2.3,16693.48
2006,63673,4.6,12624.86
2006,25218,2.0,2000.0
2012,52824,1.8,2000.0
2011,178655,4.5,8434.02
2020,121679,3.5,9023.51
2013,170613,1.7,2000.0
2020,126208,3.6,20933.01
2006,18935,4.5,2000.0
2007,82029,1.4,6127.93
2006,199827,2.0,2000.0
2023,197339,3.4,2000.0
2021,45269,1.5,2000.0
2016,87613,4.6,27871.0
2015,139831,3.4,8013.49
2023,103860,3.3,25511.36
2010,154560,1.2,2000.0
2014,191287,2.7,2000.0
2018,9549,1.8,17677.85
2005,160590,4.2,2000.0
2019,197679,2.3,13647.76
2010,57125,2.6,6716.18
2017,103375,3.6,19407.25
2018,187594,3.9,15908.28
2017,166086,4.2,2754.46
2020,174587,1.7,13172.53
2005,108872,2.1,2000.0
2018,87932,1.4,11328.47
2017,41083,4.4,30091.86
2014,186567,2.3,9777.73
2014,65610,1.5,4747.15
2008,133060,2.2,3725.28
2018,106652,1.2,2722.38
2016,193669,4.3,23310.74
2010,162103,2.1,2000.0
2019,105591,2.4,10576.96
2009,68619,4.8,2000.0
2014,85738,1.8,3002.06
2013,48934,1.8,2000.0
2014,44939,3.2,2000.0
2016,144928,4.9,16636.33
2008,179967,4.6,16912.68
2008,188498,3.4,2000.0
2017,176820,4.2,4891.68
2018,177379,3.0,2000.0
2016,35833,2.7,2000.0
2017,7954,2.6,9158.6
2017,166073,2.8,15612.17
2006,48338,3.8,9080.08
2023,173816,4.3,27452.09
2013,36936,3.3,25197.29
2014,85932,4.5,8643.14
2021,56338,3.6,2000.0
2014,6308,4.2,19609.55
2017,166154,3.8,2000.0
2005,152703,4.1,2000.0
2006,184216,1.1,2000.0
2021,133986,4.5,16056.05
2017,110020,4.5,7855.68
2021,42301,4.4,41299.71
2017,85854,3.9,16909.78
2021,68237,4.2,11477.77
2023,180257,1.7,2000.0
2018,100449,1.2,2000.0
2014,193745,2.2,2000.0
2006,55611,2.8,2000.0
2018,73023,2.1,13622.63
2021,124159,4.5,2000.0
2009,54825,4.9,2000.0
2022,49556,4.1,33552.88
2007,168551,2.9,2000.0
2020,34692,1.6,6054.93
2023,124737,4.5,12747.27
2022,89541,4.4,30916.63
2009,115569,1.6,2000.0
2012,62652,1.2,2000.0
2010,71559,4.6,8869.36
2019,124819,4.3,22800.67
2007,81283,4.7,3083.86
2013,113806,2.4,9665.31
2015,83165,3.6,6001.45
2018,74167,4.5,12352.48
2013,160275,2.4,9290.96
2014,177431,2.9,2000.0
2019,174856,3.1,4068.2
2022,185591,1.1,6664.88
2023,189694,4.3,14913.62
2011,171532,4.8,8210.08
2023,84868,2.7,5059.54
2009,73663,3.4,2000.0
2022,18989,3.2,25772.27
2005,88397,2.4,2000.0
2016,83014,1.3,16728.54
2010,111557,3.1,22134.28
2017,161850,2.0,10525.12
2021,136173,3.6,9689.04
2013,132146,3.1,11715.74
2005,16399,3.4,2000.0
2016,34295,3.4,23528.08
2005,122930,4.5,18291.05
2008,98015,1.6,28989.61
2011,68735,4.2,2000.0
2009,76969,4.8,2000.0
2009,63242,3.9,16566.01
2011,40568,1.6,8347.3
2021,109532,4.4,18401.0
2016,79027,4.2,8899.66
2019,100296,4.5,15776.38
2007,117641,2.9,6809.22
2021,50083,4.3,30720.81
2018,153900,1.6,3162.55
2019,12805,3.3,26237.81
2019,84058,3.2,23043.56
2019,135361,4.6,6972.74
2023,52552,4.5,21192.55
2015,91199,3.9,5434.75
2022,144677,1.7,11719.3
2014,110532,4.2,24543.97
2013,139489,3.5,5636.68
2007,10573,4.3,33047.54
2005,77769,4.8,2000.0
2015,27710,2.8,17742.9
2020,132974,4.0,2279.02
2007,110150,4.9,2000.0
2013,134675,1.9,7362.7
2015,87372,4.4,8783.63
2021,73972,1.6,2000.0
2005,108607,1.1,12181.1
2013,132832,4.4,14658.14
2007,95497,4.8,2000.0
2014,104609,1.1,2000.0
2009,27692,4.4,2000.0
2015,122686,3.8,2905.26
2009,145164,3.8,2000.0
2016,106520,2.8,5982.13
2018,112510,2.7,2000.0
2016,86315,2.5,4616.38
2023,70880,2.5,13467.03
2013,139337,4.7,2000.0
2011,46195,4.3,13433.85
2020,14916,2.3,21595.47
2011,171721,4.0,2000.0
2018,143334,3.6,7837.7
2012,188206,4.4,9458.36
2022,175194,1.4,3514.04
2007,13873,3.8,6805.61
2006,47011,2.0,2000.0
2009,4187,2.0,7041.94
2012,76522,3.8,15586.79
2023,99714,4.6,13831.01
2013,126366,3.1,4990.5
2006,162619,2.9,2000.0
2019,36380,4.3,10764.62
2012,23723,1.1,2388.58
2014,102771,3.8,14618.68
2011,128497,1.2,10207.82
2023,103659,2.0,7883.48
2005,13460,3.7,15717.1
2006,97055,2.5,2000.0
2007,20379,2.2,21653.24
2018,187092,3.0,17006.1
2019,44718,4.4,17818.92
2018,139874,2.7,2000.0
2012,138717,3.1,2000.0
2022,168055,1.6,3133.22
2021,132910,2.8,16503.96
2011,169488,1.1,13787.87
2005,72220,4.4,2000.0
2013,157743,1.8,11915.53
2013,62849,4.7,7532.16
2015,56447,2.4,20454.67
2023,183797,4.3,2000.0
2010,40382,2.6,11751.6
2011,87619,1.6,9603.39
2019,40953,3.0,30853.5
2010,23536,2.0,3024.72
2013,6182,2.3,2000.0
2019,197080,2.3,9505.4
2010,156804,2.4,2000.0
2011,102723,3.0,8816.62
2021,106547,1.5,16653.98
2010,105395,2.0,6064.13
2013,16284,3.5,16913.09
2007,10375,4.0,2000.0
2018,58771,2.0,12114.53
2010,48709,2.0,10112.87
2008,196131,2.9,6976.55
2020,157471,4.9,12952.1
2020,186884,3.2,23037.11
2013,151911,4.3,3310.95
2008,186003,4.7,7999.15
2012,23788,3.5,5914.08
2012,114755,3.1,2000.0
2010,143078,4.1,3421.56
2012,140437,2.3,2000.0
2010,53728,4.9,8389.42
2018,193950,2.9,2000.0
2018,6056,4.7,11430.28
2022,176348,4.0,15101.31
2017,123140,1.8,20109.84
2019,59657,1.9,7149.95
2007,148132,2.4,14338.73
2010,7223,2.5,5565.98
2021,31573,1.1,2000.0
2020,104855,4.4,6415.04
2010,96724,2.0,9981.51
2012,20323,4.3,23793.65
2017,129785,2.9,2000.0
2017,88577,3.4,12873.64
2021,74920,3.1,2000.0
2007,43582,4.8,3813.57
2017,66201,2.7,20478.31
2011,161629,2.6,2000.0
2009,9793,3.5,15656.79
2015,7452,2.5,18373.91
2022,55749,3.4,8605.18
2008,196795,3.3,2000.0
2011,58048,4.1,8223.37
2008,27943,5.0,13760.3
2014,171530,4.9,2899.65
2005,193203,1.5,2000.0
2021,60797,2.8,11748.21
2009,157014,2.7,2000.0
2021,27225,1.8,19015.12
